doc_id,company_key,company_name,person_key,member_key,name_clean,surname,given,role,year,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,entry_number,source_genre,in_colonial_dataset
empire-desfosses-1956-adm-655dbf,creditsarrois,Crédit sarrois,d-abs-p,,P. d'Abs,d'Abs,P.,vice_president,1956,Annuaire Desfossés 1956,v.-pdt Crédit sarrois,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Abs (P. d’),117,person_index,0
empire-desfosses-1956-adm-655dbf,forgesacieriesdilling,Forges et aciéries de Dilling,abs-h,,H.J Abs,Abs,H.J,administrateur,1956,Annuaire Desfossés 1956,Forges et aciéries de Dilling,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Abs (H.J.),1166,person_index,0
empire-desfosses-1956-adm-655dbf,sacm,SACM,achard-f,,F Achard,Achard,F,administrateur,1956,Annuaire Desfossés 1956,SACM,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Achard (F.),997,person_index,0
empire-desfosses-1956-adm-655dbf,bauchecoffresforts,Bauche (coffres-forts)(anc. Éts Bauche et Triaud),achard-g,,G Achard,Achard,G,administrateur,1956,Annuaire Desfossés 1956,coffres-forts Bauche,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Achard (G.),1026,person_index,0
empire-desfosses-1956-adm-655dbf,banqueafriqueoccidentalebao,Banque de l’Afrique occidentale (BAO),achard-g,,Georges-P Achard,Achard,Georges-P,directeur_general,1956,Annuaire Desfossés 1956,dga BAO,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Achard (Georges-P.),107,person_index,0
empire-desfosses-1956-adm-655dbf,banquecommercialeafricaine,Banque commerciale africaine,achard-g,,Georges-P Achard,Achard,Georges-P,administrateur,1956,Annuaire Desfossés 1956,Bq comm. afr.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Achard (Georges-P.),207,person_index,1
empire-desfosses-1956-adm-655dbf,creditfoncierouestafricain,Crédit foncier de l’Ouest africain,achard-g,,Georges-P Achard,Achard,Georges-P,administrateur,1956,Annuaire Desfossés 1956,Créd. fonc. Ouest-Afric.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Achard (Georges-P.),238,person_index,1
empire-desfosses-1956-adm-655dbf,assurancesgeneralesincendie,Assurances générales-Incendie,d-acher-de-montgascon-b,,baron Jean d'Acher de Montgascon,d'Acher de Montgascon,baron Jean,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Acher de Montgascon (baron Jean d’),58,person_index,0
empire-desfosses-1956-adm-655dbf,petriertissotraybaudappareillageelectroindustriel,Pétrier-Tissot & Raybaud (Appareillage électro-industriel),achille-fould-a,,Armand Achille-Fould,Achille-Fould,Armand,administrateur,1956,Annuaire Desfossés 1956,Pétrier-Tissot-Raybaud,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Achille-Fould (Armand),1301,person_index,0
empire-desfosses-1956-adm-655dbf,petriertissotraybaudappareillageelectroindustriel,Pétrier-Tissot & Raybaud (Appareillage électro-industriel),achille-fould-aymarep-forissier,,Achille-Fould (Aymar)(ép. Forissier),Achille-Fould (Aymar)(ép. Forissier),,administrateur,1956,Annuaire Desfossés 1956,Pétrier-Tissot-Raybaud,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Achille-Fould (Aymar)(ép. Forissier),1301,person_index,0
empire-desfosses-1956-adm-655dbf,etscoulaux,Éts Coulaux et Compagnie,acieries-et-forges-de-fiminy,,Aciéries et forges de Fiminy,Aciéries et forges de Fiminy,,president,1956,Annuaire Desfossés 1956,pdt Coulaux,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Aciéries et forges de Fiminy,1022,person_index,0
empire-desfosses-1956-adm-655dbf,unionconsommateursproduitsmetallurgiquesindustrielsucpmihagondange,"Union des consommateurs de produits métallurgiques et industriels (UCPMI), Hagondange",aciers-fins-de-lest-soc-dessafe,,Aciers fins de l’Est (Soc. des)(SAFE),Aciers fins de l’Est (Soc. des)(SAFE),,administrateur,1956,Annuaire Desfossés 1956,UCPMI,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Aciers fins de l’Est (Soc. des)(SAFE),874,person_index,0
empire-desfosses-1956-adm-655dbf,glacieresalimentation,Glacières de l’alimentation,acker-t,,Th Acker,Acker,Th,administrateur,1956,Annuaire Desfossés 1956,Glacières de l’alimentation,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acker (Th.),1965,person_index,0
empire-desfosses-1956-adm-655dbf,portrosario,Port de Rosario,ackermans-j,,J Ackermans,Ackermans,J,administrateur,1956,Annuaire Desfossés 1956,Port Rosario,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Ackermans (J.),481,person_index,0
empire-desfosses-1956-adm-655dbf,papeteriesclairefontaineetivalvosgesrachatvers1998cartorelniort,"Papeteries de Clairefontaine (Étival, Vosges) (rachat vers 1998 de Cartorel à Niort)",acoulon-a,,A Acoulon,Acoulon,A,administrateur,1956,Annuaire Desfossés 1956,Clairefontaine,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acoulon (A.),2182,person_index,0
empire-desfosses-1956-adm-655dbf,hlmpenhoet,Société d’HLM de Penhoët,d-acremont-j,,J. d'Acremont,d'Acremont,J.,administrateur,1956,Annuaire Desfossés 1956,HLM de Penhoët,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Acremont (J. d’),263,person_index,0
empire-desfosses-1956-adm-655dbf,ancetsjosephparisnanteschantenay,"Anc. Éts Joseph Paris, Nantes-Chantenay",d-acremont-j,,J. d'Acremont,d'Acremont,J.,administrateur,1956,Annuaire Desfossés 1956,Anc. Éts Joseph Paris,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Acremont (J. d’),1009,person_index,0
empire-desfosses-1956-adm-655dbf,banqueottomane,Banque ottomane,acton-w,,W. Antony Acton,Acton,W. Antony,administrateur,1956,Annuaire Desfossés 1956,cté Londres Bq ottomane,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acton (W. Antony),216,person_index,0
empire-desfosses-1956-adm-655dbf,rhodesianangloamericanltd,Rhodesian anglo-american ltd,acutt-k,,K.Courtney Acutt,Acutt,K.Courtney,administrateur,1956,Annuaire Desfossés 1956,Rhodesian anglo-american,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acutt (K.Courtney),595,person_index,0
empire-desfosses-1956-adm-655dbf,rhokanacorpltd,Rhokana Corp. ltd,acutt-k,,K.Courtney Acutt,Acutt,K.Courtney,administrateur,1956,Annuaire Desfossés 1956,Rhokana,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acutt (K.Courtney),603,person_index,0
empire-desfosses-1956-adm-655dbf,nchangaconsolidatedcopperminesltd,Nchanga consolidated copper mines ltd,acutt-k,,K.Courtney Acutt,Acutt,K.Courtney,administrateur,1956,Annuaire Desfossés 1956,Nchanga copper,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acutt (K.Courtney),604,person_index,0
empire-desfosses-1956-adm-655dbf,bancroftminesltdcuivrerhodesie,Bancroft mines ltd (cuivre Rhodésie),acutt-k,,K.Courtney Acutt,Acutt,K.Courtney,administrateur,1956,Annuaire Desfossés 1956,Bancroft-cuivre Rhodésie,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acutt (K.Courtney),613,person_index,0
empire-desfosses-1956-adm-655dbf,angloamericancorpsouthafrica,Anglo-american corp of South Africa,acutt-k,,K.Courtney Acutt,Acutt,K.Courtney,administrateur,1956,Annuaire Desfossés 1956,Anglo-American,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Acutt (K.Courtney),754,person_index,0
empire-desfosses-1956-adm-655dbf,rosariopuertobelgranochfer,Rosario - Puerto-Belgrano (Ch. fer puis financière),adenot-l,,L Adenot,Adenot,L,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes suppl. Financière Rosario-Puerto-Belgrano,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Adenot (L.),225,person_index,0
empire-desfosses-1956-adm-655dbf,alimentessentielch,L’Aliment essentiel Ch,adosia-s,,Soc Adosia,Adosia,Soc,administrateur,1956,Annuaire Desfossés 1956,Heudebert,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Adosia (Soc.),1979,person_index,0
empire-desfosses-1956-adm-655dbf,ancetsadt,Anc. Éts Adt,adt-l,,L Adt,Adt,L,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Adt (L.),2167,person_index,0
empire-desfosses-1956-adm-655dbf,fluvialemaritimetransportscofluma,Compagnie fluviale et maritime de transports (Cofluma),aegerter-f,,F Aegerter,Aegerter,F,administrateur,1956,Annuaire Desfossés 1956,Fluv. + Mme de transp.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aegerter (F.),464,person_index,0
empire-desfosses-1956-adm-655dbf,acierieslongwylorraineescautlouvroilmontbardaunoyelongometalactuma,"Aciéries de Longwy > Lorraine-Escaut, Louvroil-Montbard-Aunoye, Longométal, Actuma,",aegerter-f,,F Aegerter,Aegerter,F,administrateur,1956,Annuaire Desfossés 1956,Aciéries de Longwy,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aegerter (F.),824,person_index,0
empire-desfosses-1956-adm-655dbf,agricoleannamcada,Compagnie agricole d’Annam (CADA),aegerter-f,,F Aegerter,Aegerter,F,administrateur,1956,Annuaire Desfossés 1956,Cie agric. d’Annam-thé,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aegerter (F.),1845,person_index,0
empire-desfosses-1956-adm-655dbf,financierecongofrs,Financière du Congo frs,aegerter-f,,F Aegerter,Aegerter,F,administrateur,1956,Annuaire Desfossés 1956,Financière du Congo frs,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aegerter (F.),313,person_index,0
empire-desfosses-1956-adm-655dbf,cgtatransportsafrique,CGTA (Compagnie générale de transports en Afrique),aegerter-f,,F Aegerter,Aegerter,F,administrateur,1956,Annuaire Desfossés 1956,CGTA,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aegerter (F.),469,person_index,0
empire-desfosses-1956-adm-655dbf,afriquecongo,Afrique et Congo,aegerter-f,,F Aegerter,Aegerter,F,administrateur,1956,Annuaire Desfossés 1956,Afrique+Congo,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aegerter (F.),1724,person_index,1
empire-desfosses-1956-adm-655dbf,hautbascongo,Haut et Bas-Congo,aegerter-f,,F Aegerter,Aegerter,F,administrateur,1956,Annuaire Desfossés 1956,Ht+Bas- Congo,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aegerter (F.),1736,person_index,1
empire-desfosses-1956-adm-655dbf,caoutchoucdonai,Caoutchouc du Donaï,agart-c,,Ch Agart,Agart,Ch,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Caout. Donaï,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Agart (Ch.),1792,person_index,0
empire-desfosses-1956-adm-655dbf,plantationsheveascaukoi,Plantations d’hévéas de Caukoï,agart-c,,Ch Agart,Agart,Ch,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Hévéas de Caukhoï,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Agart (Ch.),1816,person_index,0
empire-desfosses-1956-adm-655dbf,equipements,Société générale d’équipements,aghion-m,,M Aghion,Aghion,M,administrateur,1956,Annuaire Desfossés 1956,Soc. gén. d’équip.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aghion (M.),1112,person_index,0
empire-desfosses-1956-adm-655dbf,montecatini,Montecatini,agnelli-g,,G Agnelli,Agnelli,G,administrateur,1956,Annuaire Desfossés 1956,Montecatini,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Agnelli (G.),1531,person_index,0
empire-desfosses-1956-adm-655dbf,lakeviewstarltdaustralie,Lake view and star ltd (Australie),agnew-p,,P.J Agnew,Agnew,P.J,administrateur,1956,Annuaire Desfossés 1956,Lake view,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Agnew (P.J.),808,person_index,0
empire-desfosses-1956-adm-655dbf,internwagonslitsgrandsexpresseuropeensfutureciwlt,Compagnie intern. des wagons-lits et des grands express européens (future CIWLT),d-agostino-a,,A. d'Agostino,d'Agostino,A.,vice_president,1956,Annuaire Desfossés 1956,v.-pdt CIWLT,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Agostino (A. d’),393,person_index,0
empire-desfosses-1956-adm-655dbf,paixafricainecasablancamaroc,"Paix Africaine (La), Casablanca (Maroc)",d-agostino-a,,A. d'Agostino,d'Agostino,A.,administrateur,1956,Annuaire Desfossés 1956,Paix afric.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Agostino (A. d’),48,person_index,0
empire-desfosses-1956-adm-655dbf,banqueparispaysbasparibas,Banque de Paris et des Pays-Bas (Paribas),d-agostino-a,,A. d'Agostino,d'Agostino,A.,administrateur,1956,Annuaire Desfossés 1956,BPPB,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Agostino (A. d’),127,person_index,0
empire-desfosses-1956-adm-655dbf,omniumindustrielimmobiliercommercialoiic,"Omnium industriel, immobilier et commercial (OIIC)",d-agostino-a,,A. d'Agostino,d'Agostino,A.,administrateur,1956,Annuaire Desfossés 1956,"Omnium indus., immob. et comm.",Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Agostino (A. d’),311,person_index,0
empire-desfosses-1956-adm-655dbf,centralmininginvestmentcorpltd,The Central mining and investment corp ltd,aguillon-j,,J.E Aguillon,Aguillon,J.E,administrateur,1956,Annuaire Desfossés 1956,Central Mining,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aguillon (J.E.),757,person_index,0
empire-desfosses-1956-adm-655dbf,ancetscharlesberthiez,Anc. Éts Charles Berthiez,aicard-p,,P Aicard,Aicard,P,administrateur,1956,Annuaire Desfossés 1956,Berthiez,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aicard (P.),1017,person_index,0
empire-desfosses-1956-adm-655dbf,nationalevie,Nationale-Vie,aicardi-m,,Maurice Aicardi,Aicardi,Maurice,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aicardi (Maurice),32,person_index,0
empire-desfosses-1956-adm-655dbf,salrepalsaciennelorrainerecherchesexploitationsparticipations,"SALREP Alsacienne et lorraine de recherches, d’exploitations et de participations (anc. Société",aillerie-f,,F Aillerie,Aillerie,F,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes suppl. SALREP,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aillerie (F.),565,person_index,0
empire-desfosses-1956-adm-655dbf,didotbottin,Didot-Bottin,aillerie-f,,F Aillerie,Aillerie,F,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Didot-Bottin,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aillerie (F.),2205,person_index,0
empire-desfosses-1956-adm-655dbf,urbaineseineaccidents,L’Urbaine et La Seine-accidents,aime-j,,J Aimé,Aimé,J,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aimé (J.),69,person_index,0
empire-desfosses-1956-adm-655dbf,riojaneirotramwayslightpowercyltd,Rio de Janeiro tramways light and power Cy ltd,air-j,,J Air,Air,J,administrateur,1956,Annuaire Desfossés 1956,"Rio de Janeiro tramway, light and power",Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Air (J.),418,person_index,0
empire-desfosses-1956-adm-655dbf,materieltelephoniquelmt,Le Matériel téléphonique (LMT),airault-j,,J Airault,Airault,J,administrateur,1956,Annuaire Desfossés 1956,secr. gén.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Airault (J.),1283,person_index,0
empire-desfosses-1956-adm-655dbf,banqueottomane,Banque ottomane,aksan-r,,R Aksan,Aksan,R,directeur_general,1956,Annuaire Desfossés 1956,dga Bq Ottomane,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Aksan (R.),216,person_index,0
empire-desfosses-1956-adm-655dbf,alfa,L’Alfa,alamigeon-e,,E Alamigeon,Alamigeon,E,administrateur,1956,Annuaire Desfossés 1956,L’Alfa,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Alamigeon (E.),2172,person_index,1
empire-desfosses-1956-adm-655dbf,sceracartonnageechantillonnagereliureaubervilliers,SCERA (Cartonnage d’échantillonnage et de reliure d’Aubervilliers,albarranc-a,,A Albarranc,Albarranc,A,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albarranc (A.),2175,person_index,0
empire-desfosses-1956-adm-655dbf,impressiondocumentsmultiples,L’impression des documents multiples,albarranc-a,,A Albarranc,Albarranc,A,administrateur,1956,Annuaire Desfossés 1956,L’impression des documents multiples,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albarranc (A.),2201,person_index,0
empire-desfosses-1956-adm-655dbf,chadeholdingespagnol,CHADE (holding espagnol),d-albe-d,,duc d'Albe,d'Albe,duc,administrateur,1956,Annuaire Desfossés 1956,CHADE,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Albe (duc d’),1333,person_index,0
empire-desfosses-1956-adm-655dbf,horizonsfrance,Horizons de France,albert-p,,Ph Albert,Albert,Ph,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albert (Ph.),2209,person_index,0
empire-desfosses-1956-adm-655dbf,banqueetatmaroc,Banque d’État du Maroc,albert-p,,Ph Albert,Albert,Ph,administrateur,1956,Annuaire Desfossés 1956,Bq État Maroc,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albert (Ph.),103,person_index,1
empire-desfosses-1956-adm-655dbf,credit,Compagnie générale française de crédit (ex-BFCE),albert-p,,Ph Albert,Albert,Ph,administrateur,1956,Annuaire Desfossés 1956,ph Cie gén. frse de crédit,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albert (Ph.),126,person_index,1
empire-desfosses-1956-adm-655dbf,nationaleinvestissement,Société nationale d’investissement,albert-p,,Ph Albert,Albert,Ph,administrateur,1956,Annuaire Desfossés 1956,SNI,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albert (Ph.),514,person_index,0
empire-desfosses-1956-adm-655dbf,rhonepoulenc,Rhône-Poulenc,albert-p,,Ph Albert,Albert,Ph,president,1956,Annuaire Desfossés 1956,pdt Rhône-Poulenc,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albert (Ph.),1405,person_index,0
empire-desfosses-1956-adm-655dbf,norvegienneazotenorskhydro,Norvégienne de l’azote (Norsk Hydro),albert-p,,Ph Albert,Albert,Ph,administrateur,1956,Annuaire Desfossés 1956,Norsk Hydro,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albert (Ph.),1529,person_index,0
empire-desfosses-1956-adm-655dbf,plantationselima,Plantations d’Élima,albertini-p,,Paul Albertini,Albertini,Paul,administrateur,1956,Annuaire Desfossés 1956,Plantations d’Élima,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albertini (Paul),1797,person_index,1
empire-desfosses-1956-adm-655dbf,savana,SAVANA,albientz-m,,Marcel Albientz,Albientz,Marcel,administrateur_delegue,1956,Annuaire Desfossés 1956,adm.-dir. Savana,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albientz (Marcel),1705,person_index,1
empire-desfosses-1956-adm-655dbf,celluloidpetitcollinoyonnithe,Celluloïd Petitcollin Oyonnithe,albisson-g,,Gabriel Albisson,Albisson,Gabriel,administrateur,1956,Annuaire Desfossés 1956,Celluloïd Petitcollin Oyonnithe,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albisson (Gabriel),1491,person_index,0
empire-desfosses-1956-adm-655dbf,angloamericancorpsouthafrica,Anglo-american corp of South Africa,albu-s,,Sir George Werner Albu,Albu,Sir George Werner,administrateur,1956,Annuaire Desfossés 1956,Anglo-American,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albu (Sir George Werner),754,person_index,0
empire-desfosses-1956-adm-655dbf,miningfinancecorp,General mining and finance corp,albu-s,,Sir George Werner Albu,Albu,Sir George Werner,president,1956,Annuaire Desfossés 1956,pdt General mining and finance,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albu (Sir George Werner),759,person_index,0
empire-desfosses-1956-adm-655dbf,vanryngoldminesestatesltd,Van Ryn Gold mines estates ltd,albu-v,,V.C Albu,Albu,V.C,administrateur,1956,Annuaire Desfossés 1956,Van Ryn Gold,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Albu (V.C.),804,person_index,0
empire-desfosses-1956-adm-655dbf,etsmarcelsebinrob,"Éts Marcel Sebin, Rob",d-albufera-d,,duc Louis d'Albufera,d'Albufera,duc Louis,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Albufera (duc Louis d’),1052,person_index,0
empire-desfosses-1956-adm-655dbf,houilleresbassinloirehouillerescevennesdauphine,Houillères du bassin de la Loire + Houillères des Cévennes… du Dauphiné,alby,,Alby,Alby,,administrateur,1956,Annuaire Desfossés 1956,Houillères Auvergne,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Alby,500,person_index,0
