doc_id,person_key,person_id,in_network,name_clean,surname,given,office_class,office_raw,jurisdiction,former,pattern,evidence,source_ref,region,country
afrique-du-nord-aec-1951-maroc-0655fe,moulonguet-j,moulonguet-j,1,Jacques Moulonguet,Moulonguet,Jacques,senior_state,préfet,Vienne,1,bracket,"t., mat. de constr. — Présid. : Jacques Moulonguet [ép. fille général Huré][? anc. préfet Vienne], 11, bd Kœnig, Neuilly-sur-Seine. Cie minière et métallurgique (Voir",Annuaire des entreprises coloniales 1951,Maroc,Maroc
afrique-du-nord-agricole-du-maroc-1910-1931-a6ff78,bourlon-de-rouvre-c,,0,Charles Bourlon de Rouvre,Bourlon de Rouvre,Charles,local_elected,conseiller général,,1,apposition,"once la mort, à l'âge de soixante-treize ans, de M. Charles Bourlon de Rouvre, ancien conseiller général et député de la Haute-Marne, pendant plusieurs législatures, président de l'In",Société Agricole du Maroc,Maroc,Maroc
afrique-du-nord-air-algerie-3628f2,devinat,devinat,1,Devinat,Devinat,,minister,ministre des Travaux publics et des Transports,,0,apposition,"tion réelle, effective et continue» jusqu’à son atterrissage. Si M. Devinat, ministre des Travaux publics et des Transports, encourage l’activité actuelle d’Air Algérie sur la Méditerranée, il n’en a ",Air Algérie,Algerie,Algérie
afrique-du-nord-air-algerie-3628f2,brottes,,0,Brottes,Brottes,,senior_state,préfet,Oran,0,apposition," direction d’Orly, emportant dans sa vaste carlingue, vers Paris, M. Brottes, préfet d’Oran, et soixante-quinze passagers d’Oranie, directeurs d’agences de voyages",Air Algérie,Algerie,Algérie
afrique-du-nord-air-algerie-3628f2,boumendjel,,0,Boumendjel,Boumendjel,,minister,ministre algérien de la Reconstruction,,0,apposition,"portantes négociations franco-algériennes auxquelles participe M. Boumendjel, ministre algérien de la Reconstruction, des Travaux Publics et des Transports. Ces négociations ont pour objet la con",Air Algérie,Algerie,Algérie
afrique-du-nord-akkares-societe-miniere-e97288,tousaint-pendezec-j,,0,Jean Marie Tousaint Pendézec,Tousaint Pendézec,Jean Marie,local_elected,maire de,Constantine,0,entry_header,"énéral de Biskra (fév. 1907), conseiller municipal (1925), adjoint (1929), puis maire de Constantine (1935-1938), vice-président du conseil général et du Conseil supér","Société d'Akkarès, Belezma",Algerie,Algérie
afrique-du-nord-albert-fevre-cie-alger-e2a274,pouperon-t,,0,Théophile-Eugène POUPERON,POUPERON,Théophile-Eugène,colonial_admin,administrateur des Colonies,,0,apposition,"e qu'ils viennent d'éprouver en Ia personne de M. Théophile-Eugène POUPERON, administrateur des Colonies leur mari, père, frère, beau-frère, oncle, neveu et cousin, décédé à Paris, le",Ateliers de réparations maritimes de l'Afrique du Nord,Algerie,Algérie
afrique-du-nord-alger-eclairage-force-dcbf2c,de-galland,,0,de Galland,de Galland,,local_elected,maire d’,Alger,0,bracket, L'assemblée a ratifié la nomination comme administrateurs de MM. de Galland [maire d’Alger] et Loisy . 1 ————————— Société algérienne d’éclairage et de force (L,Société Algérienne d'éclairage et de force,Algerie,Algérie
afrique-du-nord-alger-eclairage-force-dcbf2c,schelle-g,schelle-g,1,Gustave Schelle,Schelle,Gustave,senior_state,directeur au ministère,,0,entry_header,"eil d'une quinzaine de sociétés. Voir encadré. Gustave Schelle (1845-1927) : directeur au ministère des travaux publics jusqu’en mai 1905, puis 6 administrateur des Chemins de fe",Société Algérienne d'éclairage et de force,Algerie,Algérie
afrique-du-nord-alger-eclairage-force-dcbf2c,caillaux-p,caillaux-p,1,Pierre Caillaux,Caillaux,Pierre,senior_state,conseiller d’État,,0,entry_header,"été financière française et coloniale (SFFC). Maître des requêtes, puis (1928) conseiller d’État. Président du Syndicat professionnel des producteurs et distributeurs d’énergi",Société Algérienne d'éclairage et de force,Algerie,Algérie
afrique-du-nord-alger-glace-hygienique-2808a5,regnauld-de-bellescize-f,,0,Fernand Regnauld de Bellescize,Regnauld de Bellescize,Fernand,local_elected,Maire de,,0,entry_header,"1), administrateur de la Métallurgique de la Loire et des Mines de la Loire. Maire de la Chapelle-du-Châtelard (Ain), rengagé en 1915, administrateur du Chemin de fe",Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,Algerie,Algérie
afrique-du-nord-algerienne-de-navigation-8282a4,rollin-l,rollin-l,1,Louis Rollin,Rollin,Louis,minister,ministre de la marine marchande,,0,apposition,"CEMENT DU « CHARLES-SCHIAFFINO » (Le Temps, 17 mars 1930) M. Louis Rollin, ministre de la marine marchande, a présidé, aujourd’hui, au Trait (Seine-Inférieure), la cérémonie du lancemen","Société Algérienne de Navigation pour l'Afrique du Nord, Charles Schiaffino et Cie",Algerie,Algérie
afrique-du-nord-algerienne-de-navigation-8282a4,ceccaldi,ceccaldi,1,Ceccaldi,Ceccaldi,,senior_state,préfet,,0,apposition,"on pour l’Afrique du nord. M. Louis, Rollin était accompagné de MM. Ceccaldi, préfet ; des parlementaires du département ; de M. de Peyerimhoff, président du com","Société Algérienne de Navigation pour l'Afrique du Nord, Charles Schiaffino et Cie",Algerie,Algérie
afrique-du-nord-algerienne-des-mines-1988d8,thomas,thomas,1,THOMAS,THOMAS,,local_elected,conseiller général,,0,apposition,"us fixé. Article 4. — Sont nommés membres de cette commission : MM. THOMAS, conseiller général à Bougie ; DUBAN d'Olivier, conseiller général à Akbou ; BENALY CHËRIF Alla","Société Algérienne des mines, puis Algérienne des Mines du Gueldaman",Algerie,Algérie
afrique-du-nord-alhambra-rue-d-isly-4f6e32,de-galland-c,,0,Charles de Galland,de Galland,Charles,local_elected,maire de,,0,apposition," je ne voudrais pas faire concurrence à notre cher ami, M. Charles de Galland, maire de la Ville d'Alger. Il m'est cependant agréable, au nom de la commission des fêt",Société de l'Alhambra de la rue d'Isly,Algerie,Algérie
afrique-du-nord-alliance-africaine-eea347,hernandez-j,hernandez-j,1,Joseph Hernandez,Hernandez,Joseph,local_elected,conseiller général,Arzew,0,apposition,"Transatlantique, demeurant à Marseille, rue Paradis ; 7) M. Joseph Hernandez, conseiller général d'Arzew, président du Syndicat commercial et industriel d'Oran, président du S","Alliance africaine, Compagnie française d'assurances et de réassurances",Algerie,Algérie
afrique-du-nord-anglo-algerienne-m-c-87fb9b,dureault-h,dureault-h,1,Henri Duréault,Duréault,Henri,senior_state,préfet,,0,entry_header,"1872 à Constantine. Fils d’un receveur des Domaines. Directeur de cabinet de 4 préfet (1891-1897), sous-préfet de Trévoux, Pithiviers, Lannion (1897-1901), directeur",Société Anglo-Algérienne Maritime et Commerciale,Algerie,Algérie
afrique-du-nord-anglo-algerienne-m-c-87fb9b,dureault-h,dureault-h,1,Henri Duréault,Duréault,Henri,senior_state,sous-préfet,Trévoux,0,entry_header,"Fils d’un receveur des Domaines. Directeur de cabinet de 4 préfet (1891-1897), sous-préfet de Trévoux, Pithiviers, Lannion (1897-1901), directeur du cabinet du gouverneu",Société Anglo-Algérienne Maritime et Commerciale,Algerie,Algérie
afrique-du-nord-anglo-algerienne-m-c-87fb9b,dureault-h,dureault-h,1,Henri Duréault,Duréault,Henri,colonial_governor,gouverneur général,Algérie,0,entry_header,"us-préfet de Trévoux, Pithiviers, Lannion (1897-1901), directeur du cabinet du gouverneur général de l’Algérie, Revoil (1901), sous-préfet de Montbrison (1901-1905), chef de cab",Société Anglo-Algérienne Maritime et Commerciale,Algerie,Algérie
afrique-du-nord-anglo-algerienne-m-c-87fb9b,dureault-h,dureault-h,1,Henri Duréault,Duréault,Henri,senior_state,sous-préfet,Montbrison,0,entry_header,"1901), directeur du cabinet du gouverneur général de l’Algérie, Revoil (1901), sous-préfet de Montbrison (1901-1905), chef de cabinet adjoint d’Eugène Étienne au ministè",Société Anglo-Algérienne Maritime et Commerciale,Algerie,Algérie
afrique-du-nord-armstrong-cork-algerie-4b0072,morinaud-j,,0,Jean Morinaud,Morinaud,Jean,local_elected,conseiller général,,0,apposition,"s services économiques ; Barris du Penher. délégué financier ; Jean Morinaud, conseiller général du département de Constantine, représentant du Syndicat des propriétaires de f",Cie des Lièges Armstrong,Algerie,Algérie
afrique-du-nord-atwater-cie-alger-4b3fb1,emil-b,,0,Baerek Emil,Emil,Baerek,senior_state,consul général,Allemagne,0,apposition," avec M. Atwater William. Les témoins étaient : pour la mariée M. Baerek Emil, consul général d'Allemagne, et M. Mason Dean, consul des États-Unis ; pour le marié : MM. Dav",Atwater & Cie,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,borrel,,0,Borrel,Borrel,,minister,sous-secrétaire d'État aux Forces hydrauliques,,0,apposition,"trateur de la Compagnie générale transatlantique, et Mme d'Allest ; M. Borrel, sous-secrétaire d'État aux Forces hydrauliques ; M. Robert David, sous-secrétaire d'État au ministère de l'Intérieur, et ",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,david-r,david-r,1,Robert David,David,Robert,minister,sous-secrétaire d'État au ministère de l'Intérieur,,0,apposition,"; M. Borrel, sous-secrétaire d'État aux Forces hydrauliques ; M. Robert David, sous-secrétaire d'État au ministère de l'Intérieur, et Mme Robert David ; M. Chaumet, ancien ministre, et Mlle Chaumet ; ",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,legrand,legrand,1,Legrand,Legrand,,senior_state,conseiller d'État,,0,apposition,"résident de la Fédération des syndicats d'initiative d'Algérie ; M. Legrand, conseiller d'État, chef de cabinet de M. [Paul] Bignon [secrétaire d’État à la marine marchande]",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,lyautey,,0,Lyautey,Lyautey,,colonial_governor,résident général,,0,apposition,"mobile et une grande manifestation aura lieu à Fès où M. le général Lyautey, résident général de France au Maroc, doit se rendre. M. Dal Piaz, administrateur-directeur d",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,levy,levy,1,Lévy,Lévy,,local_elected,maire de,Boghari,0,apposition,"nombreux bans furent battus en l'honneur de la garnison de Boghar, de M. Lévy, maire de Boghari. et du groupe symphonique. ——————————— LES SOUVERAINS BELGES EN ALGÉRI",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,chaumet,chaumet,1,Chaumet,Chaumet,,minister,ministre de la Marine,,1,apposition," soir, à bord du paquebot « Lamoricière ». Il sera accompagne de M. Chaumet, ancien ministre de la Marine, président de la Ligue maritime et coloniale française, qui s'associe aux effo",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,steeg,steeg-l,1,Steeg,Steeg,,colonial_governor,gouverneur général,,0,apposition,"redi 9 novembre, à 9 heures du soir, sous la présidence d'honneur de M. Steeg, gouverneur général, assisté de M. le maire d’Alger et des principales autorités, et avec le con",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,weymann,,0,Weymann,Weymann,,local_elected,maire de,Tizi-Ouzou,0,apposition,"ise. À l'heure des toasts, M. Catalogne, l'aimable sous-préfet, et M. Weymann, maire de Tizi-Ouzou, qui, tous deux, ont tant fait pour la Kabylie, dirent leur joie de",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,maglioni,,0,Maglioni,Maglioni,,local_elected,maire de,Batna,0,apposition,"de l'arrondissement. Au dessert des discours sont prononcés par M. Maglioni, maire de Batna ; Jules Cuttoli, délégué financier et président du conseil général ;",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,cazenave,cazenave-e,1,Cazenave,Cazenave,,local_elected,maire de,Biskra,0,apposition," Stora, représentant de M. Pol Roger, avait également convié M. Cazenave, maire de Biskra, M. Gonin, président du meeting, M. Citroën, le général Estienne, la pr",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,altairac-g,altairac-g,1,G. Altairac,Altairac,G.,local_elected,conseiller général,Maison-Carrée,0,apposition,"t à M. Marcel Altairac, fils de feu M. F. Altairac et frère de M. G. Altairac, conseiller général de Maison-Carrée. Après la cérémonie religieuse, au cours de laquelle se fire",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-banca-italiana-di-sconto-3b76ca,maunoury,,0,Maunoury,Maunoury,,minister,ministre de l'Intérieur,,0,apposition,"ANCE (Le Petit Provençal, 18 février 1922) Paris, 17 février. M. Maunoury, ministre de l'Intérieur, a décidé de prendre des arrêtés d’expulsion contre deux étrangers qui ont pri","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banque-de-l-algerie-de58aa,fould-a,fould-a,1,Achille Fould,Fould,Achille,minister,ministre des finances,,0,apposition,"BANQUE EN ALGÉRIE (Le Journal des débats, 24 juillet 1851) M. Achille Fould, ministre des finances, dépose un projet de loi demandant l'institution d'une banque en Algérie. Le g","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,fould,fould,1,Fould,Fould,,minister,ministre des finances,,0,apposition,"Non non ! – Si ! si !) M. le président : Lisez, c'est nécessaire. M. Fould, ministre des finances : Vous jugerez après avoir entendu tes motifs. M. le ministre des finances ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,passy,passy,1,Passy,Passy,,minister,ministre des finances,,0,apposition,"Oran et de Constantine.) M. Émile Barrault : Peu importe le mot ! M. Passy, ministre des finances : Nous reconnaissons que ce sont des centres importans, des centres commercia","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,de-keratry-e,de-keratry-e,1,Émile de Kératry,de Kératry,Émile,senior_state,préfet de police,Paris,0,entry_header," il participe à l'expédition 9 du Mexique, devient député du Finistère (1869), préfet de police de Paris (4 septembre 1870), s'évade en ballon, prend la tête quelque temps de","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,de-keratry-e,de-keratry-e,1,Émile de Kératry,de Kératry,Émile,senior_state,préfet,Haute-Garonne,0,entry_header,"en ballon, prend la tête quelque temps de l'armée de Bretagne, puis brièvement préfet de la Haute-Garonne et des Bouches-du-Rhône (1871-1872). Il se consacre ensuit","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,chierico-n,,0,Nelson- Chierico,Chierico,Nelson-,senior_state,préfet,Maine-et-Loire,0,apposition,"du président de la République, en date du 26 octobre 1886, M. Nelson- Chierico, préfet de Maine-et-Loire, a été nommé directeur de la Banque de l’Algérie, en remplac","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,rouvier,rouvier,1,Rouvier,Rouvier,,minister,ministre des finances,,0,apposition,"cteurs des finances la situation réelle de la Banque d’Algérie. M. Rouvier, ministre des finances, rappelle que la Banque d’Algérie est sous la surveillance du trésorier payeur","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,bouvier,bouvier,1,Bouvier,Bouvier,,minister,ministre des finances,,0,apposition,". » L'attitude de Rouvier À ces accusations nettes et précisés, M. Bouvier, ministre des finances, s'est contenté de répondre, comme à son ordinaire, par des arguments de senti","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,paysant-l,paysant-l-louis,1,Louis Paysant,Paysant,Louis,senior_state,Sous-préfet,Lesparre,0,entry_header,"Marie, professeur de chant. Un fils, Léon, receveur des contributions diverses. Sous-préfet de Lesparre (1878), d’Arles (1880), de Béziers, préfet de l’Aude (1883), du Lo","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,paysant-l,paysant-l-louis,1,Louis Paysant,Paysant,Louis,senior_state,préfet,Aude,0,entry_header,"ibutions diverses. Sous-préfet de Lesparre (1878), d’Arles (1880), de Béziers, préfet de l’Aude (1883), du Lot (1885), receveur-percepteur à Paris (1888), trésorier","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,barbedette-f,barbedette-f,1,F. Barbedette,Barbedette,F.,local_elected,conseiller général,,0,apposition," (L'Écho rochelais, 14 octobre 1896) Un de nos compatriotes, M. F. Barbedette, conseiller général républicain de Djidjelli, vient de publier en brochure une série d’articles qu","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,cochery,,0,Cochery,Cochery,,minister,ministre des Finances,,0,apposition,"ce télégraphique de la Vigie algérienne : On a pu entendre, hier, M. Cochery, ministre des Finances, déclarer, en réponse à la demande de l'enquête sur la gestion de la Banque de","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,cambon-j,cambon-j,1,Jules Cambon,Cambon,Jules,colonial_governor,gouverneur général,Algérie,0,apposition,"a Légion d'honneur du 21 mars 1897 (min. Finances), parrainé par Jules Cambon, gouverneur général de l'Algérie. Décédé à Menton, le 9 avril 1919. M. Rouget, directeur de la s","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,caillaux,,0,Caillaux,Caillaux,,minister,ministre des finances,,0,apposition," M. Dubost a insiste pour l'adoption de l'article 4. À son tour, M. Caillaux, ministre des finances, est venu apporter des explications au Sénat, et il a fini par l'emporter. Le ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,jonnart,,0,Jonnart,Jonnart,,colonial_governor,gouverneur général,Algérie,1,apposition,"onseil, comprend tous les représentants de l'Algérie au Parlement ; M. Jonnart, ancien gouverneur général de l'Algérie ; les représentants du gouvernement de la République en Algérie, ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,ali-ben-siam,,0,Ali ben Siam,Ali ben Siam,,local_elected,conseiller général,,0,apposition," Mahieddine, président de la délégation des Arabes en Algérie ; Ali ben Siam, conseiller général, président de l'Association cultuelle musulmane ; Benbadis Mohamed Musiapha b","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,marraud-p,marraud-p,1,Pierre Marraud,Marraud,Pierre,minister,ministre de l'Intérieur,,0,apposition,"té déposé le 8 février 1921 sur le bureau de la chambre par M. Pierre Marraud, ministre de l'Intérieur, et que la Chambre avait adopté en fixant à 18 millions l'avance à verser par ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,steeg,steeg-l,1,Steeg,Steeg,,colonial_governor,gouverneur général,,0,apposition,"LGÉRIE Le crédit agricole (Les Annales coloniales, 31 mars 1925) M. Steeg, gouverneur général, a réuni au Palais d'été, M. Moreau, directeur général de la Banque de l'Algér","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,cauzeret,,0,Cauzeret,Cauzeret,,colonial_admin,directeur des affaires indigènes,,0,apposition,"urs ; M. Frioux, directeur du cabinet du gouverneur général ; M. Cauzeret, directeur des affaires indigènes au ministère de l'Intérieur, représentant l'Algérie ; M. Molive [Moyse], secré","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,tardieu-a,,0,André Tardieu,Tardieu,André,minister,ministre des Travaux publics,,0,apposition,"gnac, dans la Haute-Garonne. M. Lucien Saint a vu ce matin M. André Tardieu, ministre des Travaux publics. Au préalable, M. Lucien Saint avait, comme nous l'avons relaté, eu une entrev","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,eynac-l,,0,Laurent Eynac,Eynac,Laurent,minister,ministre des P,,0,apposition,"frait aujourd'hui son premier déjeuner colonial de l'année. MM. Laurent Eynac, ministre des P. T. T., et Gratien Candace, sous-secrétaire d'État aux colonies, représentaien","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,candace-g,,0,Gratien Candace,Candace,Gratien,minister,sous-secrétaire d'État aux colonies,,0,apposition,"nial de l'année. MM. Laurent Eynac, ministre des P. T. T., et Gratien Candace, sous-secrétaire d'État aux colonies, représentaient le gouvernement en l'absence de. M. Albert Sarraut, empêché. ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,saint-l,,0,Lucien Saint,Saint,Lucien,colonial_governor,résident général,,0,apposition,"présidait cette manifestation, à laquelle assistaient encore MM. Lucien Saint, résident général de France au Maroc ; Brunet, Delmont et Diagne, anciens sous-secrétaires d'Éta","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,bonnet-g,bonnet-g,1,Georges Bonnet,Bonnet,Georges,minister,ministre des Finances,,0,apposition,"énéral de la Banque de l'Algérie ayant donné sa démission, M. Georges Bonnet, ministre des Finances, a soumis à la signature du Président de la République un décret nommant à ce ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,flouret-m,flouret-m,1,Marcel Flouret,Flouret,Marcel,senior_state,préfet,Seine,0,bracket,"ye, secrétaire gén. Conseil d'administration. — Président : M[arcel] Flouret* [préfet de la Seine à la Libé], gouverneur [1949-1953] ; administrateurs : MM. Badra, ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,lacoste-r,lacoste-r,1,Robert Lacoste,Lacoste,Robert,minister,ministre de l'Algérie,,0,apposition,"gérie (1947-1961), directeur des cabinets civil et militaire de Robert Lacoste, ministre de l'Algérie (fév. 1956-avril 1958), préfet en mission (nov. 1962), en congé spécial (janv. ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
