from_company_id,to_company_id,from_name,to_name,n_observations,first_year,last_year,roles
minesparzan,moulinsmaghreb,de la Société des mines de Parzan,Sté des moulins du Maghreb,1,1958,1958,administrateur:1
afriqueorientale,moulinsmaghreb,de la Compagnie de l'Afrique orientale,Sté des moulins du Maghreb,1,1958,1958,administrateur:1
omniumentreprises,portsmarocainsmehedyakenitrarabatsale,Cie/Omnium d'entreprises],Société des ports marocains de Mehédya-Kénitra et Rabat-Salé,1,1958,1958,administrateur:1
vicomtejnantois,unionfinanciereconstructionmaroc,vicomte J de Nantois,Union financière pour la construction au Maroc,1,1958,1958,president:1
fdevisevpdtmarseillaisecredit,unionfinanciereconstructionmaroc,F. Devise [v.-pdt Marseillaise de Crédit,Union financière pour la construction au Maroc,1,1958,1958,administrateur:1
misfmonstiersmerinvillemezieresissoire,elevagemeknes,Mis F des Monstiers-Mérinville [de Mézières-sur-Issoire,Sté d'élevage de Meknès,1,1958,1958,administrateur:1
rsautterbanqueodier,developpementcasablanca,R Sautter [de la banque Odier,Sté générale pour le développement de Casablanca,1,1958,1958,president:1
egalementassociesdansasiatiqueimportation,cherifiennecarpettes,également associés dans la Société asiatique d'importation,Cie chérifienne des carpettes,1,1950,1950,administrateur:1
breton,nidlris,Breton,« Le Nid d'lris »,1,1950,1950,administrateur:1
cooperativeapprovisionnement,marocaineapprovisionnementtransportcredit,Coopérative d'approvisionnement,Sté marocaine d'approvisionnement. de transport et de crédit,1,1922,1922,administrateur:1
creditfoncieralgerie,stearineriemarocaine200,Crédit foncier d'Algérie,Stéarinerie marocaine. — 200,1,1922,1922,administrateur:1
algeriennekenitraamwramansellem,stearineriemarocaine200,Cie Algérienne.. KÉNITRA Amwram Ansellem,Stéarinerie marocaine. — 200,1,1922,1922,administrateur:1
plage,minoteriefrancomarocainesale,Plage,Minoterie franco-marocaine de Salé,1,1941,1941,administrateur:1
commandantmir,nordmarocain,commandant L. Mir,Cie française du Nord Marocain,1,1926,1926,president:1
banquecoloniale,etablissementssoussanafreres,Banque coloniale,Établissements Soussana frères,1,1926,1926,administrateur:1
docteurbengue,marocentreprises,docteur Bengué,Maroc-Entreprises,1,1926,1926,administrateur:1
etudesmarocaines,pecheriesmarocaines,Société d'études marocaines,Pêcheries marocaines,1,1926,1926,administrateur:1
developpementcasablanca,electricitemarrakech,Société générale pour le développement de Casablanca,Société d'électricité de Marrakech,1,1926,1926,administrateur:1
lyonnaiseeaux,electricitemarrakech,Société lyonnaise des eaux,Société d'électricité de Marrakech,1,1926,1926,administrateur:1
marocainedistributioneau,electricitemarrakech,Société marocaine de distribution d'eau,Société d'électricité de Marrakech,1,1926,1926,administrateur:1
maroccommerce,electricitemarrakech,Cie du Maroc pour le commerce,Société d'électricité de Marrakech,1,1926,1926,administrateur:1
maroccommerce,electricitemazagan,Cie du Maroc pour le commerce,Société d'électricité de Mazagan,1,1926,1926,administrateur:1
maroccommerce,electricitesafi,Cie du Maroc pour le commerce,Société d'électricité de Safi,1,1926,1926,administrateur:1
nordafricain,porttanger,Cie du Nord Africain,Société du port de Tanger,1,1926,1926,administrateur:1
verrier,manufacturemarocainecalorifugesliegesagglomeres,Verrier,Manufacture marocaine de calorifuges et lièges agglomérés,1,1926,1926,administrateur:1
marquismoustiermerinville,elevagemeknes,marquis de Moustier-Mérinville,Société d'élevage de Meknès,1,1926,1926,administrateur:1
financierefrancomarocaine,elevagemeknes,Société financière franco-marocaine,Société d'élevage de Meknès,1,1926,1926,administrateur:1
liegeslasserens,liegesmamora,Société des lièges de Lasserens,Société des lièges de la Mamora,1,1926,1926,administrateur:1
cimentsportlandboulonnais,boulognemaroc,Cie nouvelle des ciments Portland du Boulon-nais,Boulogne-Maroc,1,1926,1926,administrateur:1
petschemarocainedistributioneau,habitationsmaroc,Petsche (Société marocaine de distribution d'eau,Société d'Habitations au Maroc,1,1926,1926,administrateur:1
banquecolonialeetudes,immobilieremarrakech,Banque coloniale d'études,Société immobilière de Marrakech,1,1926,1926,administrateur:1
barbermaroc,charbonnierecasablanca,L. Barber. Cie française du Maroc,Cie charbonnière de Casablanca,1,1926,1926,administrateur:1
debenhamtramways,marocaineasiatiquepetroles,A.-S. Debenham. Cie des tramways,Cie marocaine et asiatique des pétroles,1,1926,1926,administrateur:1
henryvantichelenideautomobile,domainekorifla,Henry van Tichelen Ide. Société Automobile,Société an. du domaine de Korifla,1,1926,1926,administrateur:1
leongerauddistilleriesmarocaines,etudesentreprisesmaroc,Léon Géraud. Société des Distilleries marocaines,Société d'études et d'entreprises au Maroc,1,1926,1926,administrateur:1
cboixfseindustrielle,fashionablehouse,C. Boix. Société fse industrielle,Société « Fashionable House »,1,1926,1926,administrateur:1
baronevencecoopee,industrielleagricolemarrakech,baron Evence Coopée,Société industrielle et agricole de Marrakech,1,1926,1926,administrateur:1
paulvandenvenmarocaineagriculture,industrielleagricolemarrakech,Paul Van den Ven. Société marocaine d'agriculture,Société industrielle et agricole de Marrakech,1,1926,1926,administrateur:1
gabrielbonnetunionfrancocherifienne,transportsmazeres,Gabriel Bonnet. Union franco-chérifienne,Transports Mazères,1,1926,1926,administrateur:1
foncieremarococcidental,transportsmazeres,Société foncière du Maroc occidental,Transports Mazères,1,1926,1926,administrateur:1
industrielle,transportsmazeres,Société industrielle,Transports Mazères,1,1926,1926,administrateur:1
flittardifrigorifiquesnord,transportsmazeres,F. Littardi. Cie des Frigorifiques du Nord,Transports Mazères,1,1926,1926,administrateur:1
viandegroupemarocainetudes,transportsmazeres,de viande. Groupe marocain d'études,Transports Mazères,1,1926,1926,administrateur:1
conseilmassena,transportsmazeres,Conseil: Société A. Masséna,Transports Mazères,1,1926,1926,administrateur:1
jeandantonconservesfedhala,transportsmazeres,Jean Danton. Société de conserves de Fédhala,Transports Mazères,1,1926,1926,administrateur:1
gilberthersentetudes,transportsmazeres,Gilbert Hersent. Société d'études,Transports Mazères,1,1926,1926,administrateur:1
robertmussardimmobilierekenitra,industriellecommercialeadoursebou,Robert Mussard. Société immobilière de Kénitra,Société industrielle et commerciale Adour-Sebou,1,1926,1926,administrateur:1
robertmussardimmobiliere,industriellecommercialeadoursebou,Robert Mussard. Société immobilière,Société industrielle et commerciale Adour-Sebou,1,1926,1926,administrateur:1
robertmussardminoteriessebou,industriellecommercialeadoursebou,Robert Mussard. Société des Minoteries du Sebou,Société industrielle et commerciale Adour-Sebou,1,1926,1926,administrateur:1
materiauxconstructionminierecherifienne,chomel,Matériaux de construction. Cie minière chérifienne,Chomel et Cie,1,1926,1926,administrateur:1
agencemaritimealbertcoutolle,commercialeagricolemaroc,agence maritime. Albert Coutolle,Société an. commerciale et agricole du Maroc,1,1926,1926,administrateur:1
massena,groupemarocainetudesentreprises,Société Masséna,Groupe marocain d'études et d'entreprises,1,1926,1926,administrateur:1
argilletdistilleriesmarocaines,agricolezemmours,L. Argillet. Société des Distilleries marocaines,Société agricole des Zemmours,1,1926,1926,administrateur:1
louissauvegrainfsecooperativeconsommation,forestierekcebia,Louis Sauvegrain. Société fse coopérative de consommation,Société forestière de Kcebia,1,1926,1926,administrateur:1
mobiliere,creditmaghreb,Société mobilière,Crédit du Maghreb,1,1937,1937,administrateur:1
petitsfilsfrancoiswendel,cherifienneetablissementsmory,Petits-Fils de François de Wendel,Société chérifienne des Établissements Mory et Cie,1,1937,1937,administrateur:1
manufacturetapis,nordafricaineventespubliques,Manufacture française de tapis,Société Nord-Africaine de ventes publiques,1,1937,1937,administrateur:1
administrateursunioncommercialeindochinoise,nordafricaineventespubliques,administrateurs. Union commerciale indochinoise,Société Nord-Africaine de ventes publiques,1,1937,1937,administrateur:1
maroc,petrolesmaroc,Cie Générale du Maroc,Cie française des pétroles au Maroc,1,1937,1937,administrateur:1
officenationalcombustiblesliquides,petrolesmaroc,Office national des combustibles liquides,Cie française des pétroles au Maroc,1,1937,1937,administrateur:1
lyonnaiseschistesbitumineux,petrolesmaroc,Société lyonnaise des Schistes bitumineux,Cie française des pétroles au Maroc,1,1937,1937,administrateur:1
hersent,portfedala,Société anon. Hersent,Cie du port de Fédala,1,1937,1937,vice_president:1
navigationpaquet,sucrieremarocaine,Cie de Navigation Paquet,Cie sucrière marocaine,1,1937,1937,administrateur:1
forageslaynefrance,hydrauliqueafrique,Société française de forages Layne France,L'Hydraulique-Afrique,1,1937,1937,administrateur:1
prospection,minieremarocaine,Société de Prospection,Minière Marocaine,1,1937,1937,administrateur:1
majorgeorgehorn,moroccominingcompany,major George Horn,Morocco Mining Company,1,1937,1937,administrateur:1
majorchhoward,moroccominingcompany,major Ch. Howard,Morocco Mining Company,1,1937,1937,administrateur:1
transports,omniumnordafricain,Cie générale de transports,Omnium nord-africain (Anct,1,1937,1937,administrateur:1
officetransportsmaroc,omniumnordafricain,et l'Office général de transports au Maroc,Omnium nord-africain (Anct,1,1937,1937,administrateur:1
quiprisdenominationomniumnordafricain,omniumnordafricain,qui a pris la dénomination d'Omnium nord-africain,Omnium nord-africain (Anct,1,1937,1937,administrateur:1
cherifienneparticipations,carrieresmarocaines,Société chérifienne de participations,Société des Carrières Marocaines,1,1937,1937,administrateur:1
officenationalcombustiblesliquides,cherifiennepetroles,Office national des combustibles liquides,Société chérifienne des pétroles,1,1937,1937,administrateur:1
petroles,cherifiennepetroles,Cie française des pétroles,Société chérifienne des pétroles,1,1937,1937,administrateur:1
cherifiennecharbonnagesdjerada,cherifiennepetroles,Société chérifienne des charbonnages de Djerada,Société chérifienne des pétroles,1,1937,1937,administrateur:1
commerciale,cherifiennepetroles,Société commerciale,Société chérifienne des pétroles,1,1937,1937,administrateur:1
asiatique,electricitesafi,Cie asiatique,Société d'électricité de Safi,1,1937,1937,administrateur:1
hersent,entrepotsfrigorifiquesafriquenord,Société Hersent,Société des Entrepôts frigorifiques de l'Afrique du Nord,1,1937,1937,administrateur:1
cheminsfermaroc,etudesexploitationsminierestadla,des Chemins de fer du Maroc,Société d'études et d'exploitations minières du Tadla,1,1937,1937,president:1
omniumnordafricain,etudesinitiativemisevaleursous,Omnium nord-africain,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
maroc,etudesinitiativemisevaleursous,Cie générale du Maroc,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
creditfoncieralgerie,etudesinitiativemisevaleursous,Crédit foncier d'Algérie,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
cheminsfermaroc,etudesinitiativemisevaleursous,Cie des Chemins de fer du Maroc,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
financiere,etudesinitiativemisevaleursous,Société financière française,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
navigationpaquet,etudesinitiativemisevaleursous,Cie de navigation Paquet,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
commerciale,etudesinitiativemisevaleursous,Société commerciale,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
marocaine,etudesinitiativemisevaleursous,Cie Marocaine,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
etablissementsschneider,etudesinitiativemisevaleursous,Établissements Schneider,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
developpementcasablanca,etudesinitiativemisevaleursous,Société générale pour le développement de Casablanca,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
tifnouttiranimine,etudesinitiativemisevaleursous,Cie de Tifnout-Tiranimine,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
entreprisesmaroc,etudesinitiativemisevaleursous,Société générale d'entreprises au Maroc,Société d'études et d'initiative pour la mise en valeur du Sous,1,1937,1937,administrateur:1
mineslucette,minesouedoudina,Société nouvelle des mines de la Lucette,Société des Mines de l'Oued Oudina,1,1937,1937,administrateur:1
omniumnordafricain,minierefrancoespagnoleceuta,Omnium nord-africain,Société minière franco-espagnole de Ceuta,1,1937,1937,administrateur:1
prospection,minierefrancoespagnoleceuta,Société de prospection,Société minière franco-espagnole de Ceuta,1,1937,1937,administrateur:1
ouasta,miniererehamna,Société d'Ouasta,Société minière des Rehamna,1,1937,1937,administrateur:1
britishroumaniancorporationltd,porttanger,British Roumanian Corporation Ltd,Société du port de Tanger,1,1937,1937,administrateur:1
peninsularorientalsteamnavigationcltd,porttanger,Peninsular and Oriental Steam Navigation C° Ltd,Société du port de Tanger,1,1937,1937,administrateur:1
pzangmarocaineculture,fermieremarocaineexploitationsagricoles,P. Zang. Cie marocaine. Culture,Cie fermière marocaine d'exploitations agricoles,1,1937,1937,administrateur:1
banquefrance,sudmarocain,Banque générale pour la France,Cie du Sud-Marocain,1,1937,1937,administrateur:1
colonies,sudmarocain,Colonies,Cie du Sud-Marocain,1,1937,1937,administrateur:1
calmel,agavesagadir,général Calmel,Société des agaves d'Agadir,1,1937,1937,president:1
colonelbalagny,agricoletrifa,colonel Balagny,Société agricole des Trifa,1,1937,1937,president:1
colonellallemand,domainekorifla,colonel Lallemand,Société anon. du domaine de Korifla,1,1937,1937,president:1
marquismoustiersmerinville,elevagemeknesagouraiparmeknes,marquis des Moustiers-Mérinville,"Société d'élevage de Meknès, AGOURAI, par Meknès",1,1937,1937,president:1
baronjeanbellescize,francomarocaine,baron Jean de Bellescize,Société franco-marocaine,1,1937,1937,secretaire:1
comtehenrilangle,francomarocaine,comte Henri de Langle,Société franco-marocaine,1,1937,1937,administrateur:1
cherifienneparticipations,developpementcasablanca,Société chérifienne de participations,Société générale pour le développement de Casablanca,1,1937,1937,administrateur:1
bonfilsmarocainedistributioneau,habitationsmaroc,Bonfils (Société marocaine de distribution d'eau,Société d'habitations au Maroc,1,1937,1937,administrateur:1
suisseexplosifs,africaineexplosifs,Société suisse des explosifs,Cie africaine des explosifs,1,1937,1937,administrateur:1
cherifienneparticipation,africaineplantesparfum,Société chérifienne de participation,Cie africaine de plantes à parfum,1,1937,1937,administrateur:1
marocainepaystropicaux,africaineplantesparfum,Société marocaine des pays tropicaux,Cie africaine de plantes à parfum,1,1937,1937,administrateur:1
maroc,africaineplantesparfum,Cie générale du Maroc,Cie africaine de plantes à parfum,1,1937,1937,administrateur:1
georgesduvernoisagricoleouezzan,africainetransports,Georges Duvernois. Cie agricole d'Ouezzan,Cie africaine de transports,1,1937,1937,administrateur:1
continentaleimportation,agricolesefrou,Cie continentale d'importation,Cie agricole de Sefrou,1,1937,1937,administrateur:1
frydencherifiennearmement,charbonnierecasablanca,F. Ryden. Cie chérifienne d'armement,Cie charbonnière de Casablanca,1,1937,1937,administrateur:1
entreprisemichaud,transportsaeriensmaroc,Entreprise Michaud,Cie générale de transports aériens au Maroc,1,1937,1937,administrateur:1
martinlejeuneinternationalegrandsmagasins,immobilieremoghreb,Martin Lejeune. Cie internationale des Grands Magasins,Cie immobilière du Moghreb,1,1937,1937,administrateur:1
eteziernavigationv,mobiliereimmobilieremarocsoudan,E. Tezier. Cie de navigation V,Cie mobilière et immobilière Maroc et Soudan,1,1937,1937,administrateur:1
vbergertramways,tifnouttiranimine,V. Berger. Cie des tramways,Cie de Tifnout-Tiranimine,1,1937,1937,administrateur:1
