company_id,name,territory,n_territories,all_territories,sector,sector_group,sector_group_en,sector_raw,n_directors,n_connected,share_connected,connection_tier,connection_tier_name,has_executive,has_legislature,has_administration,has_local,has_proxy,n_executive,n_legislature,n_administration,n_local,n_proxy,has_sitting,has_former,n_sitting,n_former,n_testable,n_concurrent,n_connected_neighbours,indirect_only,first_connection_year,last_connection_year,confidence,connected_directors
banquecommercialefrancobelge,Banque commerciale franco-belge,Indochine,1,Indochine,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,34,2,0.0588,4,executive,1,1,0,0,0,2,1,0,0,0,1,1,3,1,1,0,52,0,1917,1925,high,Briand; Maurice Raynaud
banquecommercialeindustrielle,Banque commerciale et industrielle,Algérie,2,Algérie; Tunisie,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,35,8,0.2286,4,executive,1,1,1,1,0,4,6,2,2,0,1,1,14,2,3,0,43,0,1882,1913,high,Bourgeois; Chapsal; Edmond Develle; Eugène Sarlin; Fernand Chapsal; Léon Mougeot; Meunier; Émile Mauger
banquecommercialemaroc,Banque commerciale du Maroc,Afrique occidentale française,8,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Madagascar; Maroc; Syrie-Liban; Tunisie,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",51,5,0.0980,4,executive,1,1,1,1,0,1,2,1,2,0,1,1,6,2,0,0,154,0,1911,1958,low,Boniface; Faure; Paul Dutasta; Piot; Piétri
banquecontinentaleparis,Banque continentale de Paris,Indochine,3,Indochine; Maroc; Tunisie,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,15,1,0.0667,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,30,0,1919,1919,high,Gaston Guiot
banquecotonniere,Banque cotonnière,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),13,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,,,,
banquecourtoistoulouse,"Banque Courtois, Toulouse",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
banquecoxclimited,"Banque Cox & C°, Limited",Algérie,1,Algérie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
banquedepots,Société française de banque et de dépôts,Indochine,2,Indochine; Tunisie,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),11,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,,,,
banquedupont,Banque L. Dupont et Compagnie,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),9,2,0.2222,3,legislature,0,1,0,1,0,0,2,0,1,0,1,0,3,0,1,1,11,0,1930,1956,high,F. Dupont; Louis Nicolle
banquedupuyfreres,Banque Dupuy frères et Compagnie,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
banqueeconomienationalevarsovie,Banque de l’économie nationale (Varsovie),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
banqueemission,"Banque française d'émission, puis Banque française et orientale",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
banqueescompte,Banque d'escompte,Guinée Conakry,1,Guinée Conakry,Commerce,trade,Trade and commerce,Commerce,1,1,1.0000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1954,1954,high,Édouard BONNEFOUS
banqueetatmaroc,Banque d'État du Maroc,Afrique occidentale française,7,Afrique occidentale française; Algérie; Empire ottoman/Turquie; Indochine; Madagascar; Maroc; Syrie-Liban,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",102,5,0.0490,4,executive,1,0,1,0,0,1,0,5,0,0,1,1,5,1,0,0,119,0,1907,1938,high,Gaston Guiot; Gouin; Jules Cambon; Laurent; Renouard
banqueeuropeennebruxellesparistentativereprisedomainesagricolesconcessionramassagealfafrancoalgerienne,"Banque européenne, Bruxelles, Paris. Tentative de reprise des domaines agricoles et de la concession de ramassage d'alfa de la Compagnie franco-algérienne",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,19,8,0.4211,4,executive,1,1,1,1,0,1,6,1,2,0,1,1,9,2,0,0,6,0,1879,1893,high,Alfred Blanche; E. Fourcand; Hubert; J. PALOTTE; Jean-Paul David; Philippart; Romero Robledo; Émile Brelay
banquefonciereegyptelandbankegyptalexandrie,"Banque foncière d'Égypte Land Bank of Egypt, Alexandrie",Égypte,1,Égypte,,not_a_sector,Not a sector,,36,4,0.1111,4,executive,1,1,0,0,0,2,3,0,0,0,1,0,5,0,2,0,24,0,1905,1945,high,Camille Krantz; Jules Charles-Roux; Saïd Pacha; Édouard Bourre
banquefoncierefrancomarocaine,Banque foncière franco-marocaine,Maroc,1,Maroc,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",15,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
banquefoncieremaroc,Banque foncière du Maroc,Maroc,1,Maroc,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",19,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,
banquefoncieremetropolitaineoutremer,Banque foncière métropolitaine et d’outre-mer,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,5,1,0.2000,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,10,0,1928,1928,low,Duboin
banquefontaine,Banque Fontaine et Compagnie,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
banquefrance,Banque de France,Afrique occidentale française,6,Afrique occidentale française; Algérie; Empire ottoman/Turquie; Indochine; Maroc; Tunisie,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,22,3,0.1364,4,executive,1,1,1,0,0,1,1,1,0,0,1,1,2,1,1,1,48,0,1924,1956,high,André Ballande; Charles Laurent; Wilfrid Baumgartner
banquefrancecolonies,Banque générale pour la France et les colonies,,0,,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
banquefrancoalgerienne,Banque franco-algérienne,Algérie,1,Algérie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
banquefrancoalgerienneindustriellecommerciale,Banque franco-algérienne industrielle et commerciale,Algérie,1,Algérie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
banquefrancochinoise,La Banque franco-chinoise,Chine,2,Chine; Indochine,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,19,3,0.1579,4,executive,1,1,1,1,0,2,1,2,2,0,1,1,6,2,1,1,78,0,1922,1924,high,Alfred-Léon Bouchet; Ernest Outrey; Grandjean
banquefrancochinoisecommerceindustrie,Banque franco-chinoise pour le commerce et l'industrie,Chine,2,Chine; Indochine,Documents généraux (par ordre chronologique),unclassified,Unclassified,Sociétés françaises ou à participation française,56,5,0.0893,4,executive,1,1,1,0,0,2,1,2,0,0,1,1,5,2,0,0,162,0,1937,1956,high,André Lorgère; Eugène Regnault; François; Maurice Le Gallen; [Maurice] Le Gallen
banquefrancojaponaise,Banque franco-japonaise,Afrique occidentale française,8,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire ottoman/Turquie; Indochine; Maroc; Syrie-Liban; Tahiti (Polynésie),Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,4,1,0.2500,4,executive,1,1,0,1,0,1,1,0,1,0,1,0,3,0,0,0,22,0,1924,1936,high,Charles Dumont
banquefrancopolonaise,Banque franco-polonaise,Afrique occidentale française,7,Afrique occidentale française; Algérie; Empire ottoman/Turquie; Indochine; Madagascar; Maroc; Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,,,,
banquefrancoserbe,Banque franco-serbe,Indochine,4,Indochine; Maroc; Serbie-Yougoslavie; Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,11,2,0.1818,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0,0,97,0,1910,1924,high,Arsène Henry; San Simon
banquefrancotunisiennepretsmobiliersmontspietetunisie,Banque franco-tunisienne de prêts mobiliers et monts-de-piété de Tunisie,Tunisie,1,Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
banquefrseafriqueequat,Banque frse de l'Afrique équat,La Réunion,1,La Réunion,Documents généraux,unclassified,Unclassified,Sociétés diverses,3,2,0.6667,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0,0,39,0,1922,1956,high,Maurice Superville; Édouard Valadier
banqueguadeloupe,Banque de la Guadeloupe,Guadeloupe et Martinique,1,Guadeloupe et Martinique,Documentation générale,not_a_sector,Not a sector,Documentation générale,17,1,0.0588,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,1956,1956,high,Antoine Bon
banquegunzburg,de la Banque Gunzburg,Syrie-Liban,1,Syrie-Liban,Sociétés diverses,unclassified,Unclassified,Sociétés diverses,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
banqueguyane,Banque de la Guyane,Guyane française,1,Guyane française,Documentation générale,not_a_sector,Not a sector,Documentation générale,14,1,0.0714,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,14,0,1922,1922,high,Arsène Henry
banquehypothecairefrancoargentine,Banque hypothécaire franco-argentine,Algérie,5,Algérie; Indochine; Madagascar; Syrie-Liban; Tunisie,Documents généraux,mining,Mining and quarrying,Mines et carrières,17,1,0.0588,4,executive,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41,0,1956,1956,medium,Raoul Berger
banquehypothecairefrancoegyptienne,Banque hypothécaire franco-égyptienne,Afrique occidentale française,7,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Madagascar; Tunisie; Égypte,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",12,2,0.1667,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,1,1,23,0,1914,1914,high,Maurice Dutreil; Maxime-Alexandre Ficatier
banquehypothecairemaroc,Banque hypothécaire du Maroc,Maroc,1,Maroc,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
banqueiindochine,Banque de I'Indochine,Indochine,1,Indochine,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,24,4,0.1667,2,administration,0,0,1,0,0,0,0,4,0,0,1,1,3,1,0,0,108,0,1951,1951,medium,Alexandre Celier; Charles Michel-Côte; Jean Monguillot; René Bousquet
banqueilessaintpierremiquelon,Banque des îles Saint-Pierre-et-Miquelon,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
banqueimperialeottomane,"Banque impériale ottomane, puis Banque ottomane ou Osmanli Bankasi, 289 p.",Empire ottoman/Turquie,3,Empire ottoman/Turquie; Serbie-Yougoslavie; Syrie-Liban,Transports terrestres,transport,"Transport, ports and docks",Transports terrestres,35,5,0.1429,4,executive,1,1,1,0,0,1,1,3,0,0,1,1,5,1,0,0,97,0,1891,1920,high,André Berthelot; Arsène Henry; Laurent; Pyrame Naville; Rouvier
banqueindochine,Banque de l’Indochine,Afrique équatoriale française,9,Afrique équatoriale française; Chine; Djibouti; Inde (Comptoirs français de l’); Indochine; Maroc; Nouvelle-Calédonie (Mélanésie); Nouvelles-Hébrides (Mélanésie); Syrie-Liban,Autres sociétés,unclassified,Unclassified,Autres sociétés,177,27,0.1525,4,executive,1,1,1,1,0,8,6,16,4,0,1,1,27,15,2,1,359,0,1875,1970,high,Alexandre Celier; Alexandre Gérard; Alfred-Léon Bouchet; André Labussière; Boyer; Brincard; Charles Chanel; Charles Michel-Côte
banqueindustrielleafriquenord,Banque industrielle de l'Afrique du Nord,Afrique occidentale française,3,Afrique occidentale française; Algérie; Indochine,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",60,7,0.1167,3,legislature,0,1,1,0,0,0,4,3,0,0,1,0,7,0,1,0,133,0,1919,1953,high,Boyer; Charles Farnier; Frédéric-Victor-Adolphe MANAUT; Léonus Bénard; Marcel Flouret; Michaux; René-Victor Manaut
banqueindustriellebgiheninfusion1949participationcredit,Banque générale industrielle BGI-La Hénin (fusion en 1949 de la S.A. de participation et de crédit,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),13,1,0.0769,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,31,0,1956,1956,low,Thibout
banqueindustriellechine,La Banque industrielle de Chine,Afrique occidentale française,3,Afrique occidentale française; Chine; Indochine,"Banque, gérance, assurances…",finance,"Banking, finance and insurance","Banque, gérance, assurances…",74,23,0.3108,4,executive,1,1,1,1,0,10,7,8,2,0,1,1,26,6,2,0,165,0,1913,1937,high,Albert Ernest Duval; André Berthelot; Antonin Frézouls; Aristide Briand; Arthur Espivent de la Villesboisnet; Calary de Lamazière; François; Gaston Camille Kahn
banqueindustriellecolonialeparisruetaitbout23,"Banque industrielle et coloniale, Paris, rue Taitbout, 23",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,,,,
banqueindustriellecommercialeregionnordparis,Banque industrielle et commerciale de la région nord de Paris,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
banqueindustriellecommercialeregionsudparis,Banque industrielle et commerciale de la région sud de Paris,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
banqueindustriescoloniales,Banque des industries coloniales,,0,,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",5,1,0.2000,4,executive,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1930,1930,low,Levêque
banqueinterets,Banque des intérêts français,Indochine,1,Indochine,"Banque, gérance, assurances…",finance,"Banking, finance and insurance","Banque, gérance, assurances…",15,4,0.2667,4,executive,1,1,1,1,0,1,3,1,2,0,1,1,6,1,2,1,47,0,1926,1932,high,Camille Lapeyre; Charles Michel; Michel; Étienne Riche
banqueinternationalecommerce,Banque internationale de commerce,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
banqueitaliennecreditbancaitalianadicredito,"Banque italienne de crédit Banca italiana di credito, ancienne Cooperativa italiana di credito",Tunisie,1,Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
banqueitalienneescomptebancaitalianadiscontorome,"Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,1,Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",31,5,0.1613,3,legislature,0,1,0,0,0,0,5,0,0,0,1,0,5,0,0,0,3,0,1920,1932,high,Cesare Rossi; Guillaume Marconi; Louis Dreyfus; Louis Gavazzi; Pascal Leonardi Cattolica
banqueitalocreditparistunisbejaangelodonati,"Banque italo-française de crédit, Paris, Tunis, Béja. Angelo Donati",Tunisie,1,Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
banqueliban,Banque du Liban,Syrie-Liban,1,Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,8,1,0.1250,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,1,1,5,0,1913,1932,high,Eugène Lautier
banquelippens,de la Banque Lippens,Indochine,1,Indochine,Commerce,trade,Trade and commerce,Commerce,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,
banqueluc,Banque A. Luc & Cie,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,,,,
banquemadagascar,Banque de Madagascar,Madagascar,2,Madagascar; Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,25,7,0.2800,3,legislature,0,1,1,0,0,0,2,5,0,0,1,1,5,3,2,0,154,0,1937,1937,high,Cassé-Barthe; Charles Michel-Côte; Delanney; Henri Saurin; Henry Corsin; Louis Legrand; Pierre Chaudun
banquemadagascarcomores,Banque de Madagascar et des Comores,Afrique occidentale française,7,Afrique occidentale française; Algérie; Empire ottoman/Turquie; Indochine; Madagascar; Maroc; Syrie-Liban,Banques et groupes financiers,finance,"Banking, finance and insurance",Banques et groupes financiers,46,9,0.1957,4,executive,1,1,1,0,0,1,1,8,0,0,1,1,8,3,1,1,170,0,1925,1956,high,Blaise Diagne; Charles Michel-Côte; Gaston Raynal; Henri Saurin; Hoarau; Marcel Delanney; Philibert; Pierre Chaudun
banquemarcelaubert,Banque Marcel Aubert,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
banquemaritime,Banque maritime,Algérie,1,Algérie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,,,,
banquemaroc,Banque française du Maroc,Indochine,2,Indochine; Maroc,"Banque, gérance, assurances…",finance,"Banking, finance and insurance","Banque, gérance, assurances…",14,4,0.2857,4,executive,1,1,1,0,0,2,3,1,0,0,1,1,6,1,1,1,86,0,1926,1926,high,Claudius Petit; Maurice Bouilloux-Laffont; Maurice Bouilloux-Lafont; Pierre Guesde
banquemarocaineagriculturecommerceindustrie,"Banque marocaine pour l'agriculture, le commerce et l'industrie",Maroc,1,Maroc,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,,,,
banquemartinique,Banque de la Martinique,Guadeloupe et Martinique,2,Guadeloupe et Martinique; Indochine,Documentation générale,not_a_sector,Not a sector,Documentation générale,14,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
banquemax,Banque Max,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
banquemobiliereprivee,"Banque mobilière privée, puis Banque industrielle et mobilière privée",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,4,1,0.2500,1,local_or_proxy,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4,0,1922,1928,high,Louis Arène
banquemutuelleetudes,"Banque mutuelle d'études, puis Banque mutuelle d'études et de crédit",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,46,1,0.0217,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,23,0,1924,1924,medium,Henry Chevalier
banquenationalecommerceexterieur,Banque nationale française du commerce extérieur,Afrique occidentale française,6,Afrique occidentale française; Algérie; Indochine; Madagascar; Maroc; Tunisie,Documents généraux (par ordre chronologique),mining,Mining and quarrying,Mines et carrières,19,1,0.0526,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,41,0,1930,1936,high,Gaston Gourdeau
banquenationalecommerceindusbnci,Banque nationale pour le commerce et l’indus. (BNCI),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,1,0.0833,4,executive,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,28,0,1956,1956,low,Guillaume de Tarde
banquenationalecommerceindustrie,Banque nationale pour le commerce et l'industrie,Algérie,2,Algérie; Maroc,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",13,2,0.1538,4,executive,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,41,0,1948,1956,low,Guillaume de Tarde; Gustave Mercier
banquenationalecommerceindustrieafriquebncialger,"Banque nationale pour le commerce et l'industrie (Afrique) : BNCI (A.), Alger",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,1,0.1000,4,executive,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,31,0,1956,1956,low,Guillaume de Tarde
banquenationalecommerceindustrieindochine,Banque nationale pour le commerce et l'industrie -Indochine,Indochine,1,Indochine,"Banque, gérance, assurances…",finance,"Banking, finance and insurance","Banque, gérance, assurances…",8,1,0.1250,4,executive,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,36,0,1956,1956,low,Guillaume de Tarde
banquenationalecredit,de la Banque nationale de crédit,Afrique occidentale française,8,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Madagascar; Maroc; Syrie-Liban; Tunisie,Commerce,trade,Trade and commerce,Commerce,5,1,0.2000,4,executive,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32,0,,,low,Paul Valayer
banquenationalemexique,Banque nationale du Mexique,Indochine,2,Indochine; Syrie-Liban,Documents généraux,not_a_sector,Not a sector,Documents généraux,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,,,,
banqueneuflize,Banque de Neuflize,Algérie,1,Algérie,Mines et carrières,mining,Mining and quarrying,Mines et carrières,3,1,0.3333,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,10,0,1904,1904,low,Girod
banqueoceanindien,Banque de l'océan Indien,Indochine,4,Indochine; Madagascar; Maroc; Tunisie,Banques et groupes financiers,finance,"Banking, finance and insurance",Banques et groupes financiers,3,1,0.3333,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,16,0,1930,1936,high,Jean Babin Chevaye
banqueottomane,Banque ottomane,Algérie,4,Algérie; Empire ottoman/Turquie; Syrie-Liban; Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",42,2,0.0476,3,legislature,0,1,1,0,0,0,1,2,0,0,1,0,3,0,0,0,83,0,1895,1913,high,Arsène Henry; Vincent
banqueparis,Banque de Paris,Afrique équatoriale française,4,Afrique équatoriale française; Algérie; Chine; Syrie-Liban,Documents généraux (par ordre chronologique),utilities,"Water, gas and electricity","Eau et assainissement, électricité (utilities)",2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,,,
banqueparisiennemaroc,Banque parisienne pour le Maroc,Maroc,1,Maroc,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
banqueparispaysbasparibas,Banque de Paris et des Pays-Bas (Paribas),Afrique occidentale française,9,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire ottoman/Turquie; Indochine; Madagascar; Maroc; Syrie-Liban; Tunisie,"Banque, gérance, assurances…",finance,"Banking, finance and insurance","Banque, gérance, assurances…",23,1,0.0435,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,56,0,1930,1936,high,Bertrand Aramon
banquepayseuropecentrale,Banque des pays de l’Europe centrale,Empire ottoman/Turquie,5,Empire ottoman/Turquie; Indochine; Maroc; Tahiti (Polynésie); Tunisie,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,13,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,,,,
banquepaysorient,Banque française des pays d’Orient,Empire ottoman/Turquie,4,Empire ottoman/Turquie; Indochine; Maroc; Syrie-Liban,Documents généraux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,20,4,0.2000,4,executive,1,1,1,1,0,1,1,2,1,0,1,1,5,1,0,0,94,0,1925,1938,high,Claudius Petit; Léon Orosdi; Paul Dutasta; Émile Level
banquepopulaire,Banque populaire,Algérie,1,Algérie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",10,1,0.1000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,10,0,1930,1930,low,Perrin
banquepretsnantissementsmontspieteegyptiens,banque de prêts sur nantissements Société des monts-de-piété égyptiens,Syrie-Liban,1,Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,22,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,,,,
banqueprivee,Banque privée,Afrique occidentale française,5,Afrique occidentale française; Indochine; Madagascar; Syrie-Liban; Tunisie,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,22,5,0.2273,4,executive,1,1,1,0,0,3,2,1,0,0,1,0,6,0,1,1,52,0,1917,1920,high,Achille Fould; Gaston Guiot; Stern; Van Eetvelde; Xavier Reille
