company_id,name,territory,n_territories,all_territories,sector,sector_group,sector_group_en,sector_raw,n_directors,n_connected,share_connected,connection_tier,connection_tier_name,has_executive,has_legislature,has_administration,has_local,has_proxy,n_executive,n_legislature,n_administration,n_local,n_proxy,has_sitting,has_former,n_sitting,n_former,n_testable,n_concurrent,n_connected_neighbours,indirect_only,first_connection_year,last_connection_year,confidence,connected_directors
banquepriveecoloniale,Banque privée coloniale,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
banquepriveeindustriellecommercialecolonialelyonmarseille,"Banque privée industrielle, commerciale et coloniale Lyon-Marseille",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
banquepriveelyonmarseille,Banque privée Lyon-Marseille,Algérie,3,Algérie; Maroc; Égypte,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
banqueproduitsalimentairescoloniaux,Banque des produits alimentaires et coloniaux,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),19,3,0.1579,4,executive,1,1,1,0,0,1,2,1,0,0,1,0,4,0,1,0,31,0,1937,1956,high,Claudius Petit; René-Victor Manaut; Édouard Labouchère
banqueregionalecoloniale,Banque régionale et coloniale,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,,,,
banqueregionaleescomptedepotsbred,Banque régionale d’escompte et de dépôts-BRED,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
banquereglementsinternationauxbri,Banque des règlements internationaux (BRI),Algérie,6,Algérie; Indochine; Madagascar; Maroc; Syrie-Liban; Tunisie,Documents généraux,not_a_sector,Not a sector,Documents généraux,8,1,0.1250,4,executive,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31,0,1956,1956,medium,Wilfrid Baumgartner
banquerenauld,de la Banque Renauld,Maroc,1,Maroc,Bâtiment et travaux publics,construction,Construction and building materials,Bâtiment et travaux publics,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
banquereunion,Banque de la Réunion,La Réunion,1,La Réunion,Documents généraux,not_a_sector,Not a sector,Documents généraux,6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
banquereunionbourbonnaisecreditreunies,Banque de la Réunion et Société bourbonnaise de crédit réunies,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,1,0.2000,4,executive,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,3,0,1956,1956,low,G. Repiquet
banquerhin,Banque du Rhin,,0,,Bâtiment et travaux publics,construction,Construction and building materials,Bâtiment et travaux publics,4,1,0.2500,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,20,0,1936,1936,high,Maurice Burrus
banquerioplata,Banque française du rio de la Plata,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
banquerussoasiatique,Banque russo-asiatique,Afrique occidentale française,7,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire ottoman/Turquie; Indochine; Maroc; Syrie-Liban,Documents généraux,not_a_sector,Not a sector,Documents généraux,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,,,,
banquesaigon,Banque de Saigon,Indochine,1,Indochine,"Banque, gérance, assurances…",finance,"Banking, finance and insurance","Banque, gérance, assurances…",4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,
banquesalonique,Banque de Salonique,Algérie,3,Algérie; Macédoine; Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),19,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,,,,
banquescalbert,Banque Scalbert,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,1,0.0833,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,13,0,1930,1936,high,Jean Plichon
banquesenegal,Banque du Sénégal,Sénégal,1,Sénégal,Banque,finance,"Banking, finance and insurance",Banque,19,4,0.2105,4,executive,1,1,1,1,0,1,1,1,1,0,1,0,4,0,0,0,27,0,1882,1882,low,Chanel; Gaillard; Hervé; Michaux
banquespecialemadagascaroceanindien,"Banque spéciale pour Madagascar Compagnie de l'océan Indien, puis Banque de l'océan Indien, puis Cie de l'océan Indien",Madagascar,1,Madagascar,Banques et groupes financiers,finance,"Banking, finance and insurance",Banques et groupes financiers,20,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,,,,
banquestrasbourg,Banque de Strasbourg,Syrie-Liban,1,Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
banquesuisse,Banque suisse et française,Indochine,1,Indochine,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,32,2,0.0625,2,administration,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,30,0,1894,1917,high,André Salles; Salles
banquesyrie,Banque française de Syrie,Afrique occidentale française,9,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire ottoman/Turquie; Indochine; Madagascar; Maroc; Syrie-Liban; Tunisie,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,35,2,0.0571,2,administration,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,81,0,1919,1919,low,Gouin; Jean Boissonnas
banquesyriegrandliban,Banque de Syrie et du Grand-Liban,Empire ottoman/Turquie,2,Empire ottoman/Turquie; Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,61,2,0.0328,2,administration,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,117,0,1937,1940,high,Arsène Henry; Jean Boissonnas
banquesyrieliban,Banque de Syrie et du Liban,Algérie,6,Algérie; Empire ottoman/Turquie; Indochine; Maroc; Syrie-Liban; Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",37,2,0.0541,4,executive,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,101,0,1922,1937,medium,Jean Boissonnas; Raymond Poincaré
banquetransatlantique,Banque transatlantique,Afrique occidentale française,7,Afrique occidentale française; Algérie; Indochine; Madagascar; Maroc; Syrie-Liban; Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",121,10,0.0826,4,executive,1,1,1,1,1,3,1,4,2,1,1,1,11,2,0,0,140,0,1889,1956,high,Charles Géry; Eugène Regnault; Faure; Henri Durangel; Jean Astruc; Jean-François-Eugène CHARLES; Maurice Rouvier; Piétri
banquetunisie,Banque de Tunisie,Maroc,2,Maroc; Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",70,3,0.0429,3,legislature,0,1,1,1,0,0,1,1,1,0,1,1,3,1,0,0,112,0,1892,1926,high,Charles Géry; Faure; Hachette
banquetunisiennepretsgages,"Banque tunisienne de prêts sur gages, puis Société des monts-de-piété de Tunisie",Tunisie,1,Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
banqueunionmarocaine,Banque de l'union marocaine,Maroc,2,Maroc; Tunisie,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",18,1,0.0556,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,16,0,1930,1932,high,André Fels
banqueunionnordafricaine,Banque de l'union nord-africaine,Algérie,1,Algérie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,
banqueunionparisienne,Banque de l'Union Parisienne,Afrique occidentale française,10,Afrique occidentale française; Algérie; Empire ottoman/Turquie; Guinée Conakry; Indochine; Java et Sumatra (Indes néerlandaises); Madagascar; Maroc; Syrie-Liban; Tunisie,Documents généraux,conglomerate,Transcolonial and diversified groups,Groupes indochinois et dirigeants d'affaires diverses,11,3,0.2727,4,executive,1,1,0,1,0,2,1,0,1,0,1,1,3,1,0,0,70,0,1922,1926,medium,Charles Poirson; Charles Sergent; Frédéric FRANÇOIS-MARSAL
banqueunionparisiennebup,Banque de l’Union parisienne (BUP),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),11,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,,,,
barcelonaisetraction,Barcelonaise de traction,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),13,1,0.0769,4,executive,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,1956,1956,medium,Benoît Richard
baronnervopdtdirgen,"Baron L. de Nervo, pdt-dir. gén",,0,,Groupes miniers transcoloniaux,mining,Mining and quarrying,Groupes miniers transcoloniaux,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,,,,
baronreilleesolagesedurandanduzefaris,"Baron A. Reille, E. de Solages, E. Durand, Anduze-Faris",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
barrageday,Le barrage du Day,Indochine,1,Indochine,"Hydraulique agricole, irrigations (du nord au sud)",plantations,Plantations and commodity crops,"Hydraulique agricole, irrigations (du nord au sud)",4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
barragedoluongoudoluong,Barrage de Doluong ou Do-Luong,Indochine,1,Indochine,"Hydraulique agricole, irrigations (du nord au sud)",plantations,Plantations and commodity crops,"Hydraulique agricole, irrigations (du nord au sud)",2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
barrageouedfoddairrigationvalleecheliff,Barrage de l'oued-Fodda pour l'irrigation de la vallée du Chéliff,Algérie,1,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",construction,Construction and building materials,"Bâtiment et travaux publics, matériaux de construction, céramique",1,1,1.0000,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,9,0,1931,1931,low,Gustave Mercier
barsfrancelille,Bars de France (Lille),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
barthelemyrobaglia,Barthélémy Robaglia,Venezuela,1,Venezuela,,not_a_sector,Not a sector,,5,1,0.2000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,8,0,1933,1933,high,Barthélémy Robaglia
bartissol,Bartissol,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,1,0.1000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1956,1956,high,Émile Roussel
barytecomines,"Société française La Baryte de Comines, puis Produits chimiques et blancs de Comines",Maroc,1,Maroc,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",7,1,0.1429,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,32,0,1911,1911,medium,Jean Bartholoni
bascongo,Compagnie Française du Bas-Congo,Afrique équatoriale française,2,Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo,Documents généraux (par ordre chronologique),trade,Trade and commerce,Sociétés commerciales,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
bassousvetementspfabrication,Bas et sous-vêtements (Compagnie française p. la fabrication de),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,1,0.1429,4,executive,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,5,0,1956,1956,high,Léon Garnier
bastosindochine,Bastos d’Indochine,Indochine,1,Indochine,Autres industries alimentaires,food_processing,"Food processing, livestock and fishing",Autres industries alimentaires,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,,,
bata,Bata,Indochine,1,Indochine,Commerce,trade,Trade and commerce,Commerce,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
bateauxvapeurnord,Cie des Bateaux à vapeur du Nord,Algérie,2,Algérie; Tunisie,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks",Transports maritimes,22,1,0.0455,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,1,1,41,0,1930,1940,high,Albert-Pierre Peyronnet
bateauxvapeurnordcbvn,Compagnie des bateaux à vapeur du Nord (CBVN),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,1,0.1250,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,18,0,1956,1956,low,Bourgeois
batelagechargeurstamatave,Société de batelage des Chargeurs de Tamatave,Madagascar,1,Madagascar,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
batelagemanakaramanakara,"Société du Batelage de Manakara, Manakara",Madagascar,1,Madagascar,"Transports fluviaux, maritimes et aériens",transport,"Transport, ports and docks","Transports fluviaux, maritimes et aériens",2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
batignolleschatillonsofmamaterielarm,Batignolles-Châtillon > SOFMA (Matériel d’arm.),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
batignollesconstruction,Batignolles (Société de construction des),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
batiment,BATIMENT,Tunisie,1,Tunisie,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,,,,
bauchecoffresforts,Bauche (coffres-forts)(anc. Éts Bauche et Triaud),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,
baudsauvage,Baud et Sauvage,Indochine,1,Indochine,Industries diverses,unclassified,Unclassified,Industries diverses,1,1,1.0000,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1913,1913,low,Béziat
bazacle,BAZACLE,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,39,2,0.0513,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0,0,54,0,1938,1938,high,Jean Maroger; Keller
bazina,Société française du Bazina,Indochine,2,Indochine; Tunisie,Documents généraux (par ordre chronologique),mining,Mining and quarrying,Mines,17,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,,,,
bdonantaiseboisderoulesoceanusinerochefortmer,BDO (Compagnie nantaise des Bois déroulés Océan)(usine à Rochefort-sur-Mer…),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
beccat,BECCAT,,0,,Groupes industriels transcoloniaux,conglomerate,Transcolonial and diversified groups,Groupes industriels transcoloniaux,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
bechuanalandexplorationcyltd,The Bechuanaland exploration Cy ltd,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
beersconsolidatedmines,De Beers Consolidated mines,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
beersondheimercofrancfortmain,"Beer, Sondheimer & Co, Francfort-sur-le-Main",,0,,Groupes miniers transcoloniaux,mining,Mining and quarrying,Groupes miniers transcoloniaux,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
belgecheminsfereconomiques,Société Générale Belge des Chemins de fer économiques,,0,,"Eau et assainissement, électricité (utilities)",utilities,"Water, gas and electricity","Eau et assainissement, électricité (utilities)",2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
belgedeveloppementindustrieoucommercedansprovincesequatorialesabyssinie,Belge pour le développement de l’industrie ou du commerce dans les provinces équatoriales d’Abyssinie,Abyssinie ou Ethiopie,1,Abyssinie ou Ethiopie,,not_a_sector,Not a sector,,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
belgeentrepriseselectriques,Société Générale Belge d'Entreprises électriques,,0,,"Eau et assainissement, électricité (utilities)",utilities,"Water, gas and electricity","Eau et assainissement, électricité (utilities)",16,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,,,
belgeminesdjebelslatadjebelhameima,Société belge des mines du Djebel-Slata et Djebel-Hameïma,Tunisie,1,Tunisie,Mines,mining,Mining and quarrying,Mines,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
belgeminesmineraismetaux,"Belge des mines, minerais et métaux",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,1,0.0833,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,25,0,1956,1956,low,Bourgeois
belgeminesreunies,Société belge des Mines réunies,Tunisie,1,Tunisie,Mines,mining,Mining and quarrying,Mines,6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
belgephosphatesainkerma,Société belge des Phosphates d'Aïn-Kerma,Tunisie,1,Tunisie,Mines,mining,Mining and quarrying,Mines,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,,,,
belgepinduschimiques,Belge p. les indus. chimiques,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
belgiquesgb,Société générale de Belgique (SGB),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),17,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
