company_id,name,placement_level,anchor,anchor_territory,group,lat,lon,filed_territory,n_countries_listed,sector_group,degree,weighted_degree,reason
entreprisesquilmes,Entreprises Quilmès,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,food_processing,3,3,head_office_observed
exportationimportationcomptoirsdijon,"Exportation et d'importation des Comptoirs français, Dijon",unplaced,,,,,,Empire (transversal),0,trade,1,1,no country listed
danelpetitsfilsleonard,Danel (Les petits-fils de Léonard),unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
danone,Danone,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
fusiongaz,Fusion des gaz,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
dauphinoiseconstructionsmecaniquesbourgoin,"DAUPHINOISE de CONSTRUCTIONS MÉCANIQUES, Bourgoin",unplaced,,,,,,Empire (transversal),0,finance,2,2,no country listed
metallurgiquemadagascarisotry,"Cie métallurgique de Madagascar, Isotry",territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,1,1,single filing country
miniereamaracherki,Société Minière d'Amara-Cherki,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,mining,4,4,single filing country
sitges,Sitgès,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,transport,1,1,place_listed
nouvellisteindochine,Le Nouvelliste d'Indochine,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,media_print,1,1,place_listed
fibrescoloniales,Société des fibres coloniales,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique équatoriale française,1,not_a_sector,8,8,head_office_observed
minesorplacersbiano,Mines d’or et placers de Biano,unplaced,,,,,,Afrique occidentale française,2,mining,4,4,filed under 2 countries
sevilleadministrateurcivilplanteurcafepoivrethanhdien,"Séville, administrateur civil, planteur de café et de poivre à Thanh-dien",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,1,1,single filing country
unionvinicolenordafricaine,Union vinicole nord-africaine,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,trade,3,3,place_listed
deutscheskohlendepot,Deutsches Kohlen Depot,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,trade,1,1,place_listed
deuxiemeactesuivantspiececailuong,Deuxième acte et suivants de la pièce de « cai luong »,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,media_print,1,1,single filing country
vanduc,Lê van Duc,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,finance,1,1,place_listed
financieremoghreb,Compagnie Financière du Moghreb,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,finance,1,1,place_listed
developpementcongo,Société pour le Développement du Congo français,territory,Congo-Brazzaville,Congo-Brazzaville,empire,-4.532,13.568,Congo-Brazzaville ou Moyen-Congo,1,unclassified,3,3,single filing country
industrielleagricoleniari,Société Industrielle et Agricole du Niari,city,Kayes,Soudan français,empire,14.446,-11.444,Afrique équatoriale française,2,food_processing,3,3,head_office_observed
metallurgiqueindustrielleafricaine,Société métallurgique et industrielle africaine,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,3,3,single filing country
materielconstruction,Société de Matériel de construction,unplaced,,,,,,Empire (transversal),0,not_a_sector,14,14,no country listed
parisienneexportation,Sté parisienne d'exportation,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,2,2,single filing country
reunion,Réunion,unplaced,,,,,,Algérie,3,transport,2,2,filed under 3 countries
papeterieseinepricel,Papeterie de la Seine < Pricel puis (1962) Cellulose du pin : arrêt de la produits de papier,unplaced,,,,,,Empire (transversal),0,not_a_sector,10,10,no country listed
distilleriescentreannamquinhon,"Distilleries du Centre-Annam, Qui-Nhon",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,food_processing,1,1,single filing country
trangbomoutrangbom,Trangbom ou Trang-bom,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,wood_paper,1,1,single filing country
distilleriesindochinerusseykeoprespnompenhkandal,"Distilleries de l’Indochine, Russey-kéo, près Pnom-Penh, et Kandal",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,food_processing,2,2,single filing country
hotelroyal,Hôtel Royal,city,Pnom-Penh,Indochine,empire,11.562,104.916,Indochine,1,hospitality,2,2,place_listed
etsrgonfreville,Éts R. Gonfreville,unplaced,,,,,,Empire (transversal),0,not_a_sector,7,7,no country listed
fabreguettes,Fabreguettes,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,food_processing,6,6,place_listed
distributionpetrolesmaroc,Société française de distribution des pétroles au Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,1,single filing country
edencinema,Éden-Cinéma,city,Battambang,Indochine,empire,13.096,103.203,Indochine,1,media_print,3,3,place_listed
mmxpresident,"MM. X..., président",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,4,4,single filing country
tuileriesbeauvais,Tuileries de Beauvais,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
dockslyonnais,Docks lyonnais,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,trade,6,6,single filing country
docksnord,Docks du Nord,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
minescharrierprugnealliercuivreetain,"Mines de Charrier (à La Prugne, Allier) : cuivre, étain)",unplaced,,,,,,Empire (transversal),0,not_a_sector,9,9,no country listed
essencesvegetalesafricaines,Société des Essences végétales africaines,city,Paris,France,metropole,48.857,2.352,Maroc,1,food_processing,5,5,head_office_observed
vinicolemediterranee,Société Vinicole de la Méditerranée,city,Marseille,France,metropole,43.296,5.37,Empire (transversal),0,trade,7,7,place_listed
vrinat,Vrinat,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,trade,7,7,place_listed
domainebennabet,Société anon. du domaine de Ben-Nabet,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,3,single filing country
immeublestrezieres,Société des immeubles Trézières,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,10,10,single filing country
domainemegrine,Domaine de Mégrine,city,Tunis,Tunisie,empire,36.806,10.181,Tunisie,1,food_processing,2,2,head_office_observed
manuflampeselectriques,Manuf. française de lampes électriques,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
dragagesauriferesguyane,Compagnie des Dragages aurifères de la Guyane française,city,Paris,France,metropole,48.857,2.352,Guyane française,1,mining,1,1,head_office_observed
explorationcoteivoire,Compagnie d'Exploration de la Côte-d'Ivoire,city,Paris,France,metropole,48.857,2.352,Côte d'Ivoire,1,mining,1,1,head_office_observed
dueldentistessaigon,Duel de dentistes à Saïgon,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,health_education,2,2,single filing country
immobiliereetangberremediterranee,Immobilière de l’étang de Berre et de la Méditerranée,unplaced,,,,,,Empire (transversal),0,not_a_sector,7,7,no country listed
produitsannamtanhminhparquangtri,"Société des Produits d'Annam, Tanh-Minh, par Quang-Tri",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,2,2,single filing country
easterninternationalinvestmenttrustlondres,"Eastern international investment trust, Londres",unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
electriciteindochine,Société des électricité de l'Indochine,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,1,1,single filing country
eauxelectricitemadagascar,"Compagnie des Eaux et électricité de Madagascar, puis exploitation directe de l'Énergie industrielle",territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,utilities,3,3,single filing country
eauxelectricitevientiane,Eaux et électricité de Vientiane,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,utilities,1,1,single filing country
patisseriebiettron,Pâtisserie Biettron,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,trade,8,8,place_listed
eauxmineralescharbonnieresbains,Eaux minérales de Charbonnières-les-Bains,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
etsgeorgetfils,Éts Georget fils,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
meulesnorton,Meules Norton,unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
echoannamite,L'Écho annamite,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,1,1,single filing country
sipiere53,Sipière — 53,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,conglomerate,1,1,single filing country
eclairagemeknes,Sté d'éclairage de Meknès,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,1,single filing country
rpdomange,R.et P DOMANGE,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,5,5,single filing country
ecoleartgiadinh,École d'art de Giadinh,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,health_education,2,2,single filing country
expositionsartmoderneindochinoistokiohanoi,"Expositions de l'Art moderne indochinois, Tokio et Hanoï",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,culture_leisure,1,1,single filing country
ecoleartthudaumot,École d'art de Thudaumot,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,health_education,2,2,single filing country
villagouverneurcapsaintjacquesouvillablanchevilladoumerjosephsambetarchitectereportagephotosunnygalloudec,"Villa du gouverneur, Cap Saint-Jacques, ou Villa Blanche, villa Doumer . Joseph Sambet, architecte. Reportage photo de Sunny Le Galloudec",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,hospitality,2,2,single filing country
fabbebejouets,Fab. de bébé et jouets,unplaced,,,,,,Empire (transversal),0,not_a_sector,5,5,no country listed
editionsbourrelierrachetees19631966pararmandcolin,Éditions Bourrelier (rachetées en 1963-1966 par Armand Colin),unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
editionsextremeasie,Éditions d’Extrême-Asie,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,media_print,3,3,place_listed
parisafriqueindochine,Paris-Afrique-Indochine,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,trade,3,3,head_office_observed
egliseprotestantetonkinnordannam,Église protestante française du Tonkin et du Nord-Annam,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,culture_leisure,1,1,place_listed
minieredjebelgustar,Compagnie minière du Djebel-Gustar,city,Paris,France,metropole,48.857,2.352,Algérie,1,mining,1,1,head_office_observed
electricitebiskra,Société d'Électricité de Biskra,city,Bruxelles,Belgique,foreign,50.851,4.352,Algérie,1,utilities,4,4,head_office_observed
internationaleentreprisesexploitationselectriques,Société Internationale d’entreprises et exploitations électriques,city,Bruxelles,Belgique,foreign,50.851,4.352,Algérie,1,utilities,2,2,place_listed
electrificationafricaine,Électrification africaine,city,Dakar,Sénégal,empire,14.716,-17.467,Afrique occidentale française,1,not_a_sector,5,5,head_office_observed
senegalaiseprecontrainteindustrielle,Société sénégalaise de précontrainte industrielle,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,4,4,single filing country
tonkinindochine,Compagnie Française du Tonkin et de l'Indo-Chine,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,trade,2,2,place_listed
unionmaritimecoloniale,Union maritime et coloniale,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,finance,3,3,place_listed
etsdickson,Éts Dickson,unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
westernholdingsltd,Western holdings ltd,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
elevagemeknes,Société d'Élevage de Meknès,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,food_processing,3,3,single filing country
produitschimiquesoueststmarcpresbrest,"Produits chimiques de l’Ouest (St-Marc, près Brest)",unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
patespapierstextilosespapentredeuxguiersiserecorderieechellessavoie,"Pâtes, papiers et textiloses (Pap. à Entre-Deux-Guiers (Isère), corderie aux Échelles (Savoie),",unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
unioncommagric,Union comm. agric. (ex-Union coloniale de l’Afrique du Nord)(abs,unplaced,,,,,,Empire (transversal),0,not_a_sector,9,9,no country listed
raffineriessavonnerieskonrad,Raffineries et savonneries Konrad,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
entrepotsfrigorifiqueslouisblanc,Entrepôts frigorifiques Louis Blanc,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
sequanaisefonciereimmobiliere,Séquanaise foncière et immobilière,unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
felixhubert,Félix Hubert,territory,Guadeloupe et Martinique,Guadeloupe et Martinique,empire,15.615,-61.442,Guadeloupe et Martinique,1,not_a_sector,2,2,single filing country
entreprisesdesplatslefevre,Entreprises Desplats et Lefèvre,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,2,2,single filing country
etudesgrandatlas,Société d'Études du Grand-Atlas,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,real_estate,3,3,head_office_observed
etablrogermagnier,Établ. Roger Magnier,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,2,single filing country
plantationscasamancekolda,"Société des Plantations de Casamance, Kolda",city,Paris,France,metropole,48.857,2.352,Sénégal,1,food_processing,1,1,head_office_observed
locamat,LOCAMAT,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
epargnefrance,Épargne de France,unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
etsgerardnosten,Éts Gérard Nosten,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
sogim,SOGIM (ex-Plakalnitza),unplaced,,,,,,Empire (transversal),0,not_a_sector,5,5,no country listed
recherchesminierespotenkodogo,Société de Recherches minières de Po-Tenkodogo,city,Paris,France,metropole,48.857,2.352,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,mining,19,19,head_office_observed
silifer,Silifer,unplaced,,,,,,Empire (transversal),0,not_a_sector,8,8,no country listed
syndicattientsin,Syndicat français de Tien-Tsin,territory,Chine,Chine,foreign,31.141,116.503,Chine,1,unclassified,1,1,single filing country
equipements,Société générale d’équipements,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
labinal,Labinal,unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
erassongdasilvaramosgrobertgeorgesrenardmmalletadm,"E. Rasson, G. da Silva Ramos, G. Robert, Georges Renard, M. Mallet, adm",unplaced,,,,,,Empire (transversal),0,conglomerate,1,1,no country listed
immobilierefoiresexpofetesvilleparisrp,"Immobilière des foires, expo et fêtes de la Ville de Paris et de la RP",unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
espagne,l'Espagne,unplaced,,,,,,Algérie,2,not_a_sector,3,3,filed under 2 countries
estrellasminingfinancecorp,Estrellas Mining and finance Corp,unplaced,,,,,,Empire (transversal),0,mining,1,1,no country listed
fonciereimmobilierefes,Cie foncière et immobilière de Fès,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,4,4,single filing country
stedesancetablhbernard,Sté des anc. Établ. H. Bernard,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,2,single filing country
etablissementsalexandrerannou,Établissements Alexandre Rannou,city,Hussein-Dey,Algérie,empire,36.74,3.1,Algérie,1,trade,1,1,place_listed
