doc_id,pdf_url,status,http_bytes,sha256,n_pages,n_chars,n_pages_with_text,pdf_title,pdf_creation_date,error
afrique-du-nord-adrien-beudon-alger-00ba36,https://entreprises-coloniales.fr/afrique-du-nord/Adrien_Beudon-Alger.pdf,ok,76476,2a1eb220f92170c6d78b24a24d369eba53a724958d4bc3f86049a74ce6b224fc,2,6079,2,"Adrien Beudon, entrepreneur à Alger",D:20180513175718Z,
afrique-du-nord-aec-1922-maroc-ba808c,https://entreprises-coloniales.fr/afrique-du-nord/AEC_1922-Maroc.pdf,ok,812079,1eb87bdb7b556806695f1d0dc153f8dff88fd1675255931cca0da7a8908b4896,65,198818,65,Annuaire des entreprises coloniales 1922-Maroc,D:20250623124955Z00'00',
afrique-du-nord-aec-1926-maroc-e65b4d,https://entreprises-coloniales.fr/afrique-du-nord/AEC_1926-Maroc.pdf,ok,452593,02571facd647ff4860db1cd1532c2d7dc5944341b09528913e60db8757be752a,55,156621,55,Annuaire des entreprises coloniales 1926-Maroc,D:20250623074742Z00'00',
afrique-du-nord-aec-1937-maroc-dfc464,https://entreprises-coloniales.fr/afrique-du-nord/AEC_1937-Maroc.pdf,ok,658068,4590f7f32a7dc97fd259b991a246fc109dd3cc340d4a5e157e90e7e0c3393c21,77,246109,77,Annuaire des entreprises coloniales 1937-Maroc,D:20240520083554Z00'00',
afrique-du-nord-aec-1949-maroc-26af61,https://entreprises-coloniales.fr/afrique-du-nord/AEC_1949-Maroc.pdf,ok,527014,b22a21a16f8be5e1583aa155160a2c5d3d8ba7f49b08e2c1ddf9b6d6c1962f2b,61,191001,61,Annuaire des entreprises coloniales 1949-Maroc,D:20231008173800Z00'00',
afrique-du-nord-aec-1951-maroc-0655fe,https://entreprises-coloniales.fr/afrique-du-nord/AEC_1951-Maroc.pdf,ok,1589075,bec6968264e2d06e108a46cad3b4ce648a34c84524581d79f2d7fc86306071ea,193,521880,193,Annuaire des entreprises coloniales 1951-Maroc,D:20250424080854Z00'00',
afrique-du-nord-africaine-cultures-indus-82471f,https://entreprises-coloniales.fr/afrique-du-nord/Africaine_cultures_indus.pdf,ok,4708393,59312ecf0206119f5e9968b8e6d2462c1ab32bd6b631fb7c77c352b4e5d68876,13,22753,13,"Compagnie africaine de cultures industrielles, Alger",D:20220522112344Z00'00',
afrique-du-nord-africaine-de-distilleries-f5e3bd,https://entreprises-coloniales.fr/afrique-du-nord/Africaine_de_Distilleries.pdf,ok,69349,03da69ffd6af9fddec3ed8fa0c08ba19b41d1cd5ce0e3bd9a023fd20ec5038fb,1,1049,1,"Africaine de Distilleries, Casablanca",D:20200214085943Z,
afrique-du-nord-africaine-de-travaux-d104a1,https://entreprises-coloniales.fr/afrique-du-nord/Africaine_de_Travaux.pdf,ok,2832428,e3a2ebfd772894d053fbf2ef219e60215e6c4edd7dd718cde0aea6f464971136,5,7846,5,"Société Africaine de Travaux, Alger",D:20240913145847Z00'00',
afrique-du-nord-africaine-industrielle-automobile-4bef1f,https://entreprises-coloniales.fr/afrique-du-nord/Africaine_industrielle+automobile.pdf,ok,630611,b39e790099b8ca5b8c21b976d171d75c2e71c0fed3c0e04a2b235acc288ddd1e,5,5030,5,"Soc. africaine industrielle et automobile, Casablanca",D:20210301134643Z,
afrique-du-nord-africaine-liege-alger-71b003,https://entreprises-coloniales.fr/afrique-du-nord/Africaine_Liege-Alger.pdf,ok,68626,ba0528530cb9a9889abbe075ac01007d120cabe16eba3ccd6ab45ea199e9133e,3,8869,3,"Compagnie africaine du liège, Alger",D:20220630175856Z00'00',
afrique-du-nord-africaine-mines-et-transports-b3ef7b,https://entreprises-coloniales.fr/afrique-du-nord/Africaine_Mines_et_transports.pdf,ok,10716404,f0955752eea05866b57dab6eaab97d3674068b88dbcc7813776c2460e826b476,9,15246,9,Société africaine de mines et transports,D:20250718133504Z00'00',
afrique-du-nord-africaine-mines-marseille-4977e7,https://entreprises-coloniales.fr/afrique-du-nord/Africaine_Mines-Marseille.pdf,ok,107951,38b89bbdc63d5569d5f6c67c42946e01f1ec742bcd712f5ab03a143c4d5d9290,6,18875,6,Société africaine de mines (1900-1903),D:20191207194210Z,
afrique-du-nord-afrique-et-congo-fouka-57b69f,https://entreprises-coloniales.fr/afrique-du-nord/Afrique_et_Congo-Fouka.pdf,ok,59670,ee802f10c4f1834d86e59e1c336474697b1ee240ec34fd7d7786064c56ebd3e2,4,7279,4,Afrique et Congo-Algérie,D:20220414064910Z00'00',
afrique-du-nord-afrique-francaise-alger-6d5f90,https://entreprises-coloniales.fr/afrique-du-nord/Afrique_francaise-Alger.pdf,ok,2045985,4e4d2bd874093651efa7c80f06bdd4ad08fe8920f5222ea63da562d5defc817d,12,26553,12,"L’Afrique française, Alger",D:20240905081427Z00'00',
afrique-du-nord-agence-marocaine-publicite-0f0e34,https://entreprises-coloniales.fr/afrique-du-nord/Agence_marocaine_publicite.pdf,ok,54048,f41ffc6fc207a85e3960daad235408596c24104ef42deedf6b18c1bd22db5088,1,1326,1,Agence marocaine de publicite et d’information,D:20170307213150Z,
afrique-du-nord-agric-comm-indus-marocaine-48ac0e,https://entreprises-coloniales.fr/afrique-du-nord/Agric._Comm._Indus._Marocaine.pdf,ok,60243,40e8b9585ea24843718485f4fbefec5aa6f276659f40fff2c9f6002f28646920,2,4252,2,"Cie agricole, commerciale, industrielle marocaine",D:20220209093835Z00'00',
afrique-du-nord-agricole-des-doukkala-388559,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_des_Doukkala.pdf,ok,7168382,23e9ce889379618b241483c07b4549d81a4e32f4ad32185ade4b9d63ceae151b,6,11301,6,"Société agricole des Doukkala, Mazagan (Maroc) ",D:20240816105216Z00'00',
afrique-du-nord-agricole-du-maroc-1910-1931-a6ff78,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_du_Maroc_1910-1931.pdf,ok,71568,6a8464098c51c6d76421f888cb9f98fa83582b3b3d96d8e779d837f668aca9cc,4,7463,4,Société agricole du Maroc,D:20220815130936Z00'00',
afrique-du-nord-agricole-du-nord-africain-d6c765,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_du_Nord-Africain.pdf,ok,53793,0ae855d116c134105c590024fbbcbbd33b51cb344815fe6a5f20d4ab83f4044f,2,3761,2,Cie agricole du Nord-Africain,D:20220627170832Z00'00',
afrique-du-nord-agricole-immobiliere-tunis-69716e,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_Immobiliere_Tunis.pdf,ok,45377,2d1bd2ae8d225c629fa20ef1f168ea96f61e9ffe11a056ff9e26c18e0a937174,1,1447,1,Agricole Immobiliere Tunisienne,D:20170625204031Z,
afrique-du-nord-agricole-industrielle-de-baraki-6f0d0a,https://entreprises-coloniales.fr/afrique-du-nord/Agricole&industrielle_de_Baraki.pdf,ok,39919,fa420987ca7ff1faa4aa390ab095cab9d19b627d3a2c34f3400c1614e4e045af,1,824,1,Société agricole et industrielle de Baraki,D:20210128083824Z,
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_Lyonnaise_Nord_Afrique.pdf,ok,121890,ad9364a073292cb0b7f5af32568fc908209234453aff31289a091b0207aec921,15,35562,15,Soc. agricole lyonnaise du Nord de l'Afrique,D:20180515190722Z,
afrique-du-nord-agricole-marocaine-1928-9da255,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_Marocaine-1928.pdf,ok,50444,bbbc8c9b1f6b0694ade9f7dc56838b241927571093593d3b4358d12e00c0c494,1,1325,1,Agricole_Marocaine-1928,D:20200325182647Z,
afrique-du-nord-agricole-oranaise-12f3da,https://entreprises-coloniales.fr/afrique-du-nord/Agricole-Oranaise.pdf,ok,152802,d5da0df5035facabde5580b419b14df9944163cd9e739d49cc575c776340ae54,12,26391,12,Compagnie agricole oranaise,D:20221110101815Z00'00',
afrique-du-nord-agricole-torba-e2fe1d,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_Torba.pdf,ok,37969,a4a8d74ce0de74d42ea788e37be7eb4af128041383128b4e9dd93093f0d00ba0,1,1217,1,Societe agricole Torba,D:20170626102638Z,
afrique-du-nord-agricole-trifa-ac2f80,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_Trifa.pdf,ok,37686,51218bc42fa8e5709d006e700a7e4a01fb83ee0e0a78d363253c4c37f646be13,1,1481,1,Société agricole des Trifa,D:20180613103109Z,
afrique-du-nord-agriculture-et-industrie-marocaines-022415,https://entreprises-coloniales.fr/afrique-du-nord/Agriculture_et_industrie_marocaines.pdf,ok,44073,fb15177c4115daf04af2d23257e11b44c01719b4c301373a6be319ea062976f5,1,2089,1,"L’Agriculture et l’Industrie marocaines, Casablanca",D:20220819170523Z00'00',
afrique-du-nord-ain-kerma-antimoine-f9914a,https://entreprises-coloniales.fr/afrique-du-nord/Ain-Kerma_antimoine.pdf,ok,76237,6f52be51b90001222bdfa73f78f8f92fed407b4f025cf40605707a4f4ade3647,5,9000,5,Société des mines d'Ain-Kerma,D:20190914133849Z,
afrique-du-nord-ain-nouba-zinc-011fad,https://entreprises-coloniales.fr/afrique-du-nord/Ain-Nouba_Zinc.pdf,ok,4727669,92fba1ad528be8e51c281c2f4eebaa7bd966b6d830a3d9e951ae1828157c857a,10,16676,10,Société française des mines de zinc d’Aïn-Nouba,D:20240908191827Z00'00',
