doc_id,company_key,company_name,person_key,name_clean,surname,given,role,year,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,source_genre
afrique-du-nord-ch-de-fer-tanger-fez-2af025,cheminfertangerfez,Chemin de fer Tanger-Fez,moreau-e,Émile Moreau,Moreau,Émile,president,1937,,,Maroc,Maroc,"Transports terrestres, garages automobiles et agricoles",directory_entry,prose_role_after,initials_or_forename,Émile Moreau,prose
afrique-du-nord-ch-fer-algeriens-1860-1863-c5b448,cheminsferalgeriens,Compagnie des Chemins de fer algériens,barrot-f,Ferdinand Barrot,Barrot,Ferdinand,president,1870,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Ferdinand Barrot,prose
afrique-du-nord-ch-fer-maroc-oriental-56cdb0,cheminsfermarocoriental,Chemins de fer du Maroc-Oriental,michaux-l,Lucien Michaux,Michaux,Lucien,president,1935,,,Maroc,Maroc,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Lucien Michaux,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,ed,Ed,Ed,,administrateur,1892,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_before,surname_only,Ed,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,caze-e,Edmond Caze,Caze,Edmond,president,1900,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Edmond Caze,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,linol,Linol,Linol,,administrateur,1903,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Linol,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,linol,Linol,Linol,,administrateur,1903,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Linol,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,janicot-x,Xavier Janicot,Janicot,Xavier,administrateur_delegue,1905,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Xavier Janicot,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,chabert-a,Albert Chabert,Chabert,Albert,president,1905,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Albert Chabert,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,pellerin-de-latouche,Pellerin de Latouche,Pellerin de Latouche,,president,1905,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Pellerin de Latouche,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,francois-gastu,[François] Gastu,[François] Gastu,,administrateur,1905,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,[François] Gastu,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,galicier-a,Albert Galicier,Galicier,Albert,administrateur,1905,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Albert Galicier,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,de-pellerin-de-latouche-g,Gaston de Pellerin de Latouche,de Pellerin de Latouche,Gaston,president,1906,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Gaston de Pellerin de Latouche,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,hatton,Hatton,Hatton,,commissaire_aux_comptes,1909,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Hatton,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,chatoney-c,Chatsanet [Chatoney],[Chatoney],Chatsanet,commissaire_aux_comptes,1909,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,positional_forename,Chatsanet [Chatoney],prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,alba,Alba,Alba,,directeur,1910,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Alba,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,varcollier,Varcollier,Varcollier,,directeur,1912,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Varcollier,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,pellissier-tanon,Pellissier-Tanon,Pellissier-Tanon,,directeur,1912,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Pellissier-Tanon,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,hatton,Hatton,Hatton,,commissaire_aux_comptes,1915,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Hatton,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,chatoney,Chatoney,Chatoney,,commissaire_aux_comptes,1915,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Chatoney,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,albarel-h,Henri Albarel,Albarel,Henri,directeur,1929,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Henri Albarel,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,silhol-a,André Silhol,Silhol,André,administrateur,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,André Silhol,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,yvan-e,Edmond Yvan,Yvan,Edmond,administrateur,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Edmond Yvan,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,mirabaud-e,Eugène Mirabaud,Mirabaud,Eugène,administrateur,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Eugène Mirabaud,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,silhol-a,André Silhol,Silhol,André,administrateur,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,initials_or_forename,André Silhol,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,yvan-e,Edmond Yvan,Yvan,Edmond,administrateur,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,initials_or_forename,Edmond Yvan,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,mirabaud-e,Eugène Mirabaud,Mirabaud,Eugène,administrateur,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,initials_or_forename,Eugène Mirabaud,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,varcollier,Varcollier,Varcollier,,directeur,1933,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Varcollier,prose
afrique-du-nord-ch-fer-routes-algerie-656656,cheminsferroutesalgerie,Chemins de fer sur routes d'Algérie,paris,Paris,Paris,,president,1942,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Paris,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,du-vivier-de-streel-e,Edmond du Vivier de Streel,du Vivier de Streel,Edmond,vice_president,1923,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Edmond du Vivier de Streel,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,terrier-a,Auguste Terrier,Terrier,Auguste,directeur,1923,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Auguste Terrier,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,cornu,Cornu,Cornu,,directeur,1929,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Cornu,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,regismanset,Régismanset,Régismanset,,directeur,1929,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Régismanset,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,camerman,Camerman,Camerman,,directeur,1929,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Camerman,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,dautry,Dautry,Dautry,,directeur,1953,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Dautry,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,gravier,Gravier,Gravier,,president,1953,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Gravier,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,chaix-e,Edmond Chaix,Chaix,Edmond,president,1953,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Edmond Chaix,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,laval-p,Pierre Laval,Laval,Pierre,president,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Pierre Laval,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,de-warren-e,Édouard de Warren,de Warren,Édouard,president,1931,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Édouard de Warren,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,maitre-desvallon,Maître-Desvallon,Maître-Desvallon,,directeur,1932,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Maître-Desvallon,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,ardoin,Ardoin,Ardoin,,directeur,1941,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Ardoin,prose
afrique-du-nord-ch-fer-transsaharien-b5c2ae,cheminfertranssaharien,Chemin de fer transsaharien,chadancon,Chadançon,Chadançon,,directeur_general,1942,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Chadançon,prose
afrique-du-nord-chabet-ballout-3ff99b,mineschabetballoutsoukahrras,Société générale des mines de Chabet-Ballout à Souk-Ahrras,fleury-a,Armand FLEURY,FLEURY,Armand,administrateur,1926,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,initials_or_forename,Armand FLEURY,prose
afrique-du-nord-chabet-ballout-3ff99b,mineschabetballoutsoukahrras,Société générale des mines de Chabet-Ballout à Souk-Ahrras,boussand-l,Lucien BOUSSAND,BOUSSAND,Lucien,administrateur,1926,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,initials_or_forename,Lucien BOUSSAND,prose
afrique-du-nord-chabet-ballout-3ff99b,mineschabetballoutsoukahrras,Société générale des mines de Chabet-Ballout à Souk-Ahrras,fleury-a,Armand Fleury,Fleury,Armand,president,1931,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,surname_first_paren,FLEURY (Armand),prose
afrique-du-nord-chabet-kohol-1911-1931-5ce69b,mineschabetkohol,Compagnie des mines de Chabet-Kohol,boussand-l,Lucien Boussand,Boussand,Lucien,administrateur,1914,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,initials_or_forename,Lucien Boussand,prose
afrique-du-nord-chabet-kohol-1911-1931-5ce69b,mineschabetkohol,Compagnie des mines de Chabet-Kohol,raynaud,Raynaud,Raynaud,,administrateur,1915,,,Algerie,Algérie,Mines et carrières,citation,prose_appointed_after,surname_only,Raynaud,prose
afrique-du-nord-chantier-warot-alger-ed85e5,chantierswarot,CHANTIERS WAROT,pinon-f,Fernand Pinon,Pinon,Fernand,administrateur_delegue,1939,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_role_after,initials_or_forename,Fernand Pinon,prose
afrique-du-nord-charbonac-bbe201,charbonac,Charbonac,ivorra,Ivorra,Ivorra,,directeur,1943,,,Algerie,Algérie,Commerce,citation,prose_role_after,surname_only,Ivorra,prose
afrique-du-nord-charbonnages-briquettes-mediterranee-7cec69,charbonnagesbriquettesmediterranee,Société française des Charbonnages et briquettes de la Méditerranée,cha,Cha,Cha,,administrateur,1908,,,Maroc,Maroc,Commerce,citation,prose_appointed_before,surname_only,Cha,prose
afrique-du-nord-charbonnages-de-djerada-ebbec3,charbonnagesdjerada,"Charbonnages de Djerada, puis Charbonnages nord-africains",vool,Vool,Vool,,directeur,1934,,,Maroc,Maroc,Mines,citation,prose_role_after,surname_only,Mme Vool,prose
afrique-du-nord-charbonnages-de-djerada-ebbec3,charbonnagesdjerada,"Charbonnages de Djerada, puis Charbonnages nord-africains",lardinois,Lardinois,Lardinois,,directeur,1937,,,Maroc,Maroc,Mines,citation,prose_role_after,surname_only,Lardinois,prose
afrique-du-nord-charbonnages-de-djerada-ebbec3,charbonnagesdjerada,"Charbonnages de Djerada, puis Charbonnages nord-africains",lardinois,Lardinois,Lardinois,,directeur,1937,,,Maroc,Maroc,Mines,citation,prose_role_after,surname_only,Lardinois,prose
afrique-du-nord-charbonnages-de-djerada-ebbec3,charbonnagesdjerada,"Charbonnages de Djerada, puis Charbonnages nord-africains",giran,Giran,Giran,,directeur_general,1946,,,Maroc,Maroc,Mines,citation,prose_role_after,surname_only,Giran,prose
afrique-du-nord-charbonniere-du-nord-africain-20f983,charbonnierenordafricain,Compagnie Charbonnière du Nord-Africain,tedde,Teddé,Teddé,,directeur,1920,,,Algerie,Algérie,Commerce,citation,prose_role_after,surname_only,Teddé,prose
afrique-du-nord-charbonniere-du-nord-africain-20f983,charbonnierenordafricain,Compagnie Charbonnière du Nord-Africain,laurens-j,Julien Laurens,Laurens,Julien,administrateur_delegue,1920,,,Algerie,Algérie,Commerce,citation,prose_role_after,initials_or_forename,Julien Laurens,prose
afrique-du-nord-charbonniere-du-nord-africain-20f983,charbonnierenordafricain,Compagnie Charbonnière du Nord-Africain,tedde-a,Albert Teddé,Teddé,Albert,administrateur_delegue,1920,,,Algerie,Algérie,Commerce,citation,prose_role_after,initials_or_forename,Albert Teddé,prose
afrique-du-nord-charbons-briquettes-npdc-99325d,africaineimportationcharbonsbriquettesnordpascalais,Société Africaine d'Importation de charbons et briquettes du Nord et du Pas-de-Calais,champy-l,Louis Champy,Champy,Louis,directeur_general,1928,,,Algerie,Algérie,Commerce,citation,prose_role_after,initials_or_forename,Louis Champy,prose
afrique-du-nord-chargeurs-algeriens-reunis-43ffea,chargeursalgeriensreunis,Chargeurs algériens réunis,freres-l,Laurens frères,frères,Laurens,directeur,1913,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,positional_forename,Laurens frères,prose
afrique-du-nord-chargeurs-marocains-9ca148,chargeursmarocains,Cie des chargeurs marocains,dureault-d,Doriot [Duréault],[Duréault],Doriot,president,1922,,,Maroc,Maroc,"Transports maritimes, fluviaux et aériens",citation,prose_role_after,positional_forename,Doriot [Duréault],prose
afrique-du-nord-chaux-ciments-maroc-b5536d,chauxcimentsmateriauxconstructionmaroc,"CHAUX, CIMENTS et MATÉRIAUX de CONSTRUCTION au MAROC. S",maree-p,Pierre MARÉE,MARÉE,Pierre,directeur_general,1938,,,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,initials_or_forename,Pierre MARÉE,prose
afrique-du-nord-chaux-ciments-maroc-b5536d,chauxcimentsmateriauxconstructionmaroc,"Société des chaux, ciments et matériaux de construction au Maroc",fines,Fines,Fines,,directeur,1919,,,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,Fines,prose
afrique-du-nord-chaux-ciments-maroc-b5536d,chauxcimentsmateriauxconstructionmaroc,"Société des chaux, ciments et matériaux de construction au Maroc",mare,Maré,Maré,,directeur_general,1919,,,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,Maré,prose
afrique-du-nord-chaux-ciments-maroc-b5536d,chauxcimentsmateriauxconstructionmaroc,"Société des chaux, ciments et matériaux de construction au Maroc",saglio,Saglio,Saglio,,directeur,1919,,,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,Saglio,prose
afrique-du-nord-chaux-ciments-rivet-1900-1922-18575c,chauxcimentsrivetalger,Chaux et ciments de Rivet-Alger,salieres,SALIÈRES,SALIÈRES,,vice_president,1900,,,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,SALIÈRES,prose
afrique-du-nord-chaux-ciments-rivet-1900-1922-18575c,chauxcimentsrivetalger,Chaux et ciments de Rivet-Alger,guerin,Guérin,Guérin,,directeur,1917,,,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,Guérin,prose
afrique-du-nord-chaux-ciments-rivet-1900-1922-18575c,chauxcimentsrivetalger,Chaux et ciments de Rivet-Alger,lache,Laché,Laché,,administrateur,1921,,,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,Laché,prose
afrique-du-nord-chaux-ciments-rivet-1900-1922-18575c,chauxcimentsrivetalger,Chaux et ciments de Rivet-Alger,michaux,Michaux,Michaux,,administrateur,1921,,,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,Michaux,prose
afrique-du-nord-chavon-et-selles-f62277,chavonselles,Chavon et Sellès,mazel-p,Paul Mazel,Mazel,Paul,directeur,1949,,,Algerie,Algérie,Commerce,citation,prose_role_after,initials_or_forename,Paul Mazel,prose
afrique-du-nord-cheddite-la-manouba-7d581b,universelleexplosifs,"Universelle d'Explosifs, puis Société générale d'explosifs, La Manouba",vachon,… Vachon,… Vachon,,directeur,1914,,,Tunisie,Tunisie,Industries diverses,citation,prose_role_after,surname_only,… Vachon,prose
afrique-du-nord-chemins-fer-algeriens-2296a7,cheminsferalgeriens,Société des Chemins de fer algériens,augustin-falcouz,[Augustin] Falcouz,[Augustin] Falcouz,,president,1908,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,[Augustin] Falcouz,prose
afrique-du-nord-chemins-fer-algeriens-2296a7,cheminsferalgeriens,Société des Chemins de fer algériens,reseau-oranais-fournier,RÉSEAU ORANAIS Fournier,RÉSEAU ORANAIS Fournier,,president,1910,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,m. RÉSEAU ORANAIS Fournier,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,henri-durrieu,[Henri] Durrieu,[Henri] Durrieu,,president,1879,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,[Henri] Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,henri-durrieu,[Henri] Durrieu,[Henri] Durrieu,,president,1880,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_presidency,surname_only,[Henri] Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,durrieu,Durrieu,Durrieu,,president,1881,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,chabert,Chabert,Chabert,,administrateur,1898,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,surname_only,Chabert,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,henri-durrieu,[Henri] Durrieu,[Henri] Durrieu,,president,1881,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,[Henri] Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,durrieu,Durrieu,Durrieu,,president,1882,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,brueyre,Brueyre,Brueyre,,administrateur,1883,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,surname_only,Brueyre,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,henri-durrieu,[Henri] Durrieu,[Henri] Durrieu,,president,1883,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,[Henri] Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,thelier-l,Léon Thelier,Thelier,Léon,administrateur,1883,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Léon Thelier,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,de-mas-latrie-r,René de Mas Latrie,de Mas Latrie,René,administrateur,1883,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,initials_or_forename,R[ené] de Mas Latrie,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,loys-brueyre,[Loys] Brueyre,[Loys] Brueyre,,administrateur,1883,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,surname_only,[Loys] Brueyre,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,durrieu-h,Henri Durrieu,Durrieu,Henri,president,1884,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Henri Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,henri-durrieu,[Henri] Durrieu,[Henri] Durrieu,,president,1885,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,[Henri] Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,leger-l,Léopold Léger,Léger,Léopold,administrateur,1885,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,initials_or_forename,L[éopold] Léger,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,rene-de-mas-latrie,[René] de Mas Latrie,[René] de Mas Latrie,,administrateur,1885,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,surname_only,[René] de Mas Latrie,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,loys-brueyre,[Loys] Brueyre,[Loys] Brueyre,,administrateur,1885,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,surname_only,[Loys] Brueyre,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,durrieu,Durrieu,Durrieu,,president,1886,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,henri-durrieu,[Henri] Durrieu,[Henri] Durrieu,,president,1888,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,[Henri] Durrieu,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,de-mas-latrie-r,René de Mas Latrie,de Mas Latrie,René,administrateur,1888,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,initials_or_forename,R[ené] de Mas Latrie,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,loys-brueyre,[Loys] Brueyre,[Loys] Brueyre,,administrateur,1888,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_appointed_after,surname_only,[Loys] Brueyre,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,zill-des-iles,Zill des Iles,Zill des Iles,,president,1888,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,surname_only,Zill des Iles,prose
afrique-du-nord-chemins-fer-est-algerien-f9d91a,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,thelier-l,Léon Thelier,Thelier,Léon,administrateur,1888,,,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",citation,prose_role_after,initials_or_forename,Léon Thelier,prose
