person_id,name,name_as_parsed,positionality,positionality_group,confidence,evidence,regions,countries,n_board_companies,n_board_ties,first_year,last_year
bourillon-r,R Bourillon,R Bourillon,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bourland,Bourland,Bourland,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bourlet-g,Gérard Bourlet,Gérard Bourlet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
d-bourquelot,D Bourquelot,D Bourquelot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bourrel-v,V Bourrel,V Bourrel,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bourrelier-m,M Bourrelier,M Bourrelier,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bourseau-m,M Bourseau,M Bourseau,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bouscasse-c,Camille Bouscasse,Camille Bouscasse,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bouscasse-m,Maurice Bouscasse,Maurice Bouscasse,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boussignac-j,J Boussignac,J Boussignac,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boussus-j,J Boussus,J Boussus,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boussus-m,M Boussus,M Boussus,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutan-laroze-jacques-ing-hydrographe-de-la-marine,hydrographe de la marine),Boutan-Laroze (Jacques) (ing. hydrographe de la marine),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
boutet-d,Daniel Boutet,Daniel Boutet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutet-m,M Boutet,M Boutet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutet-p,P Boutet,P Boutet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bouteville-m,M Bouteville,M Bouteville,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutin-m,M Boutin,M Boutin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutiton-r,R Boutiton,R Boutiton,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bouton-r,R Bouton,R Bouton,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutros-ghali-w,Wacyf Boutros Ghali,Wacyf Boutros Ghali,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutroy-j,J Boutroy,J Boutroy,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boutry-dieudonne-j,J Boutry-Dieudonné,J Boutry-Dieudonné,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bouy-e,Ernest Bouy,Ernest Bouy,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bouy-r,R Bouy,R Bouy,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boxberger-j,J Boxberger,J Boxberger,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boyard-j,J Boyard,J Boyard,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boyaux-c,Charles Boyaux,Charles Boyaux,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
boyd-h,H.D Boyd,H.D Boyd,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
d-boyer,D Boyer,D Boyer,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-boysson-l,Louis de Boysson,Louis de Boysson,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-boysson-r,Robert de Boysson,Robert de Boysson,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
braccianti-a,A Braccianti,A Braccianti,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bracken-t,The right hon Bracken,The right hon Bracken,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brackfield-p,Peter Brackfield,Peter Brackfield,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
braconnier-j,J Braconnier,J Braconnier,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
braconnier-r,R Braconnier,R Braconnier,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bradford-t,T.H Bradford,T.H Bradford,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brait-de-la-mathe-hfils-de-gaston,Brait de la Mathe (H.)(fils de Gaston),Brait de la Mathe (H.)(fils de Gaston),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
brandela-i,Ivan Brandela,Ivan Brandela,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brandenberger-e,E Brandenberger,E Brandenberger,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brandenburg-a,A Brandenburg,A Brandenburg,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
branders-r,R Branders,R Branders,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brandicourt-e,E Brandicourt,E Brandicourt,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
branges-de-bourcia-h-deep-fustier,Fustier),Branges de Bourcia (H. de)(ép. Fustier),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
de-brantes-l,L. de Brantes,L. de Brantes,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
branthomme-a,A Branthomme,A Branthomme,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
braschoss-l,L Braschoss,L Braschoss,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brasseur-l,L Brasseur,L Brasseur,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brasseur-a,A Brasseur,A Brasseur,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brasseur-p,P Brasseur,P Brasseur,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
braun-p,P Braun,P Braun,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
braun-von-stumm-g,Gustav Braun von Stumm,Gustav Braun von Stumm,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
braunshausen-e,E Braunshausen,E Braunshausen,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bredin-j,J Bredin,J Bredin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
breguet-a,Ant Bréguet,Ant Bréguet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bremant-a,A Brémant,A Brémant,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brenas-p,P Brenas,P Brenas,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brenot-r,R Brenot,R Brenot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bres-h,H Brès,H Brès,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
breteuil-charles-le-tonnelier-de-fdt-de-paris-daka,Breteuil (Charles Le Tonnelier de)(1905-1960)(fdt de Paris-Dakar),Breteuil (Charles Le Tonnelier de)(1905-1960)(fdt de Paris-Dakar),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
breuvart-a,A Breuvart,A Breuvart,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
breynat-j,J Breynat,J Breynat,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brezol-m,M Brezol,M Brezol,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
briat-e,Ed Briat,Ed Briat,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brice-p,Pierre Brice,Pierre Brice,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bricout-e,E Bricout,E Bricout,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
briend-r,R Briend,R Briend,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brieule-j,J Brieule,J Brieule,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-briey-r,R. de Briey,R. de Briey,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
briffard-l,L Briffard,L Briffard,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brinckmann-r,R Brinckmann,R Brinckmann,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brintet-p,P Brintet,P Brintet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brissaud-m,Maurice Brissaud,Maurice Brissaud,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brissonneau-m,M Brissonneau,M Brissonneau,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brocart-j,J Brocart,J Brocart,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brochier-j,J Brochier,J Brochier,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-broe-h,H. de Broe,H. de Broe,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
broglie,Broglie,Broglie,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brohet-m,M Brohet,M Brohet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-broissia-g,Gérard de Broissia,Gérard de Broissia,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-brondeau-durthieres-c,cte Jean de Brondeau d’Urthières,cte Jean de Brondeau d’Urthières,unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
brookman-b,B Brookman,B Brookman,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bros-josephep-fraisse,Fraisse),Bros (Joseph)(ép. Fraisse),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
broski,Broski,Broski,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brosse-e,E Brosse,E Brosse,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brossolet-p,Ph Brossolet,Ph Brossolet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brouard-p,Pierre Brouard,Pierre Brouard,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brouardel-g,G Brouardel,G Brouardel,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brousse-p,P Brousse,P Brousse,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brown-r,R.-C Brown,R.-C Brown,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
browne-d,D.F Browne,D.F Browne,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-bruchard-g,G. de Bruchard,G. de Bruchard,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bruchet-g,G Bruchet,G Bruchet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bruder-j,J Bruder,J Bruder,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brugerolle-a,A Brugerolle,A Brugerolle,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brulant-m,M Brulant,M Brulant,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brule-h,H Brulé,H Brulé,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brulfer-mauriceep-dlle-le-foullon,Dlle Le Foullon),Brulfer (Maurice)(ép. Dlle Le Foullon),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
brun-champein-a,A Brun-Champein,A Brun-Champein,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brun-de-pontet-a,A Brun de Pontet,A Brun de Pontet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brunet-l,L.H Brunet,L.H Brunet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brunie-h,Henry C Brunie,Henry C Brunie,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bruniquel-a,A Bruniquel,A Bruniquel,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brunon-j,J Brunon,J Brunon,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
brunschwig-f,F Brunschwig,F Brunschwig,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bruyant-a,A Bruyant,A Bruyant,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bruyas-c,C Bruyas,C Bruyas,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bruyere-p,P Bruyère,P Bruyère,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
buarini-g,Gaston Facon dit Buarini,Gaston Facon dit Buarini,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bucher-h,Hermann Bücher,Hermann Bücher,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
budd-m,Maurice Budd,Maurice Budd,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
buelens-c,C Buelens,C Buelens,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
buffandeau-h,H Buffandeau,H Buffandeau,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bultot-g,G Bultot,G Bultot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bumiller-j,J Bumiller,J Bumiller,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bunzli-r,René Bünzli,René Bünzli,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
burdin-h,H Burdin,H Burdin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
buret-r,R Buret,R Buret,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
burgat-g,G Burgat,G Burgat,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
burgess-g,G.-F.-A Burgess,G.-F.-A Burgess,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
burrus-j,J Burrus,J Burrus,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
burstorff-da-silva-d,Dr A Burstorff da Silva,Dr A Burstorff da Silva,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bury-m,M Bury,M Bury,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
bursaux-j,Jacques Bursaux,Jacques Bursaux,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
buttgenbach-h,H Buttgenbach,H Buttgenbach,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
byers-c,C.F Byers,C.F Byers,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cabanis-e,E Cabanis,E Cabanis,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cabantous-l,L.L Cabantous,L.L Cabantous,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cabassut-e,E Cabassut,E Cabassut,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cabral-de-oliveira-e-castro-a,A Cabral de Oliveira e Castro,A Cabral de Oliveira e Castro,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-cadagua-l,L. de Cadagua,L. de Cadagua,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cadiot-f,François Cadiot,François Cadiot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cadogan-sir-alexanderom-gcmg-kcb,"Cadogan (Sir Alexander)(OM, GCMG, KCB)","Cadogan (Sir Alexander)(OM, GCMG, KCB)",unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
cadot-a,A Cadot,A Cadot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cahen-salvador-g,G Cahen-Salvador,G Cahen-Salvador,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caillat,Caillat,Caillat,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caillat-r,R Caillat,R Caillat,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caillaux-l,L Caillaux,L Caillaux,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caillet,Caillet,Caillet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cailloux-p,P Cailloux,P Cailloux,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
calas-h,H Calas,H Calas,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
calemard-j,J Calemard,J Calemard,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
callier-j,J Callier,J Callier,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
callies-p,P Calliès,P Calliès,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
callou-marcelep-marthe-rousselot,Marthe Rousselot),Callou (Marcel)(ép. Marthe Rousselot),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
calmey-f,F Calmey,F Calmey,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
calvin-c,C.C Calvin,C.C Calvin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
calvo-j,J.-M Calvo,J.-M Calvo,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-camas-j,J. de Camas,J. de Camas,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cambau,Cambau,Cambau,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cambier-j,J Cambier,J Cambier,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cambo-j,J Cambo,J Cambo,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
d-cambois,D Cambois,D Cambois,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cambournac-jeanfils-de-louis,Cambournac (Jean)(fils de Louis),Cambournac (Jean)(fils de Louis),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
caminale-f,F Caminale,F Caminale,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
campbell-m,Mme M.E Campbell,Mme M.E Campbell,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
campenon-a,A Campenon,A Campenon,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
campenon-edme,Campenon (Edme)(1872-1962),Campenon (Edme)(1872-1962),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
campion-g,G Campion,G Campion,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
campion-p,P Campion,P Campion,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
campo-a,Alberto Felice Campo,Alberto Felice Campo,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
camus-c,C Camus,C Camus,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
camuset-r,R Camuset,R Camuset,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
canaple-e,Ed Canaple,Ed Canaple,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
canat-de-chizy-n,N Canat de Chizy,N Canat de Chizy,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cancade-chaligne-m,Mme T Cancade-Chaligne,Mme T Cancade-Chaligne,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cancino-s,Salvador M Cancino,Salvador M Cancino,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
candlot-charles-fils-dedouard-candlot-specialiste-,"Candlot (Charles)(1884-1962)(Fils d’Édouard Candlot, spécialiste des ciments. Ing. ECP)","Candlot (Charles)(1884-1962)(Fils d’Édouard Candlot, spécialiste des ciments. Ing. ECP)",unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
canel-g,G Canel,G Canel,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cantenot-j,J Cantenot,J Cantenot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
canthelou-j,J Canthelou,J Canthelou,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caoutchoucs-de-lindochine,Caoutchoucs de l’Indochine,Caoutchoucs de l’Indochine,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
capatti-c,C Capatti,C Capatti,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
capdeville-a,Armand-Gilbert Capdeville,Armand-Gilbert Capdeville,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
capelle-c,comte Capelle,comte Capelle,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
capic-a,Auxiliaire de placements industriels et commerciaux CAPIC,Auxiliaire de placements industriels et commerciaux CAPIC,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
capitan-p,P Capitan,P Capitan,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caplain-saint-andre-j,Jacques Caplain Saint-André,Jacques Caplain Saint-André,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caplain-j,Joseph Caplain,Joseph Caplain,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caplain-saint-andre-c,Claude Caplain Saint-André,Claude Caplain Saint-André,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cappati-c,C Cappati,C Cappati,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
capt-t,Th Capt,Th Capt,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caravale-e,E Caravale,E Caravale,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-carbonnieres-g,G. de Carbonnières,G. de Carbonnières,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-cardes-j,J. de Cardes,J. de Cardes,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
cardon-m,M Cardon,M Cardon,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carel-m,Marcel Carel,Marcel Carel,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carel-r,R Carel,R Carel,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
de-carfort-o,Olivier de Carfort,Olivier de Carfort,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carin-r,R Carin,R Carin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carlin-g,G Carlin,G Carlin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carnaud-et-forges-de-basse-indre,Carnaud et forges de Basse-Indre,Carnaud et forges de Basse-Indre,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carnot-c,Cl Carnot,Cl Carnot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carnot-s,S Carnot,S Carnot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
caroli-m,M Caroli,M Caroli,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carpentier-gonse-jacquespr-iep-paris-ep-genevieve-,Geneviève Arbelot),"Carpentier-Gonse (Jacques)(Pr. IEP Paris, ép. Geneviève Arbelot)",unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,0,1956,1956
carr-w,W Carr,W Carr,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
carrare-d,Dr Carrare,Dr Carrare,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,0,1956,1956
