person_id,name_clean,chambers,both_chambers,constituencies,n_constituencies,also_minister,first_year,last_year,tenure_years,n_snapshots,snapshots,key_ambiguous,in_network,n_companies,n_proxy_firms,territories,n_territories,evidence
reveillaud-e,Eugène Réveillaud,Chamber of Deputies; Senate,1,,0,0,1902,1921,19,0,,0,0,0,0,,0,mention
revillon-t,Tony Revillon,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
reynald-g,Georges REYNALD,Senate,0,Ariège,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
reynaud-p,Paul Reynaud,Chamber of Deputies,0,Basses-Alpes,1,0,1919,1924,5,3,1930; 1932; 1936,0,0,0,0,,0,roster
reynaud-s,Simon Reynaud,Chamber of Deputies,0,Loire,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
reynaud-simon,REYNAUD Simon,Chamber of Deputies,0,Loire,1,0,,,,0,,0,0,0,0,,0,mention
ribeyre-p,Paul Ribeyre,Chamber of Deputies,0,Ardèche,1,0,,,,1,1954,0,0,0,0,,0,roster
ricci-g,Gaston Ricci,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
richard-a,Adrien Richard,Senate,0,Vosges,1,0,,,,3,1930; 1932; 1936,0,1,5,0,Empire (transversal),1,roster
riche-e,Étienne Riche,Chamber of Deputies,0,Ardennes,1,0,1928,1934,6,2,1930; 1932,0,1,2,0,Algérie; Indochine,2,mention; roster
ricklin-e,Ernest Ricklin,Chamber of Deputies,0,Haut-Rhin,1,0,,,,2,1930; 1932,0,0,0,0,,0,roster
rimaud-monsieur-audiffred-n,Nancy Rimaud Monsieur Audiffred,Senate,0,Ia,1,0,,,,0,,0,0,0,0,,0,mention
rimbert-f,Fernand Rimbert,Chamber of Deputies,0,Seine-Inférieure,1,0,1924,1936,12,3,1930; 1932; 1936,0,0,0,0,,0,roster
rio,Rio,Senate,0,,0,1,,,,0,,1,0,0,0,,0,mention
rio-a,Alphonse Rio,Chamber of Deputies; Senate,1,Morbihan,1,0,1919,1924,5,3,1930; 1932; 1936,0,0,0,0,,0,roster
riotteau,Riotteau,Chamber of Deputies; Senate,1,Manche,1,0,1876,1927,51,0,,1,0,0,0,,0,mention
rispal,Rispal,Senate,0,Seine-Inférieure,1,0,,,,0,,1,0,0,0,,0,mention
rives-p,Paul RIVES,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
riviere-a-andre,ARMAND RIVIÈRE,Chamber of Deputies,0,Indre-et-Loire,1,0,,,,0,,0,1,6,0,Afrique équatoriale française; Empire (transversal); Indochine; Maroc,4,mention
robaglia-b,Barthélémy Robaglia,Chamber of Deputies,0,Paris; Seine,2,0,1924,1928,4,1,1930,0,1,9,0,Afrique occidentale française; Algérie; Indochine; Maroc; Venezuela,5,mention; roster
robbe-f-ferdinand,Fernand Robbe,Chamber of Deputies,0,PSF,1,0,1936,1942,6,0,,0,1,3,0,Algérie; Empire (transversal),2,mention
robert-p-paul,Pierre Robert,Senate,0,Loire,1,0,,,,1,1936,0,1,2,0,Afrique équatoriale française,1,roster
robledo-r,Romero Robledo,Chamber of Deputies,0,,0,1,,,,0,,0,1,1,0,Empire (transversal),1,mention
rocca-serra-c,Camille Rocca-Serra,Chamber of Deputies,0,Corse,1,0,1928,1942,14,1,1936,0,0,0,0,,0,roster
roche-j,Jules Roche,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
rocher-c,Camille Rocher,Chamber of Deputies,0,Isère,1,0,1919,1924,5,0,,0,1,1,0,Afrique équatoriale française,1,mention
rochereau-v,Victor Rochereau,Chamber of Deputies,0,Vendée,1,0,1914,1942,28,3,1930; 1932; 1936,0,1,2,0,Afrique équatoriale française; Oubangui-Chari (Centrafrique),2,roster
roger-duveau,[Roger] Duveau,Chamber of Deputies,0,UDSR de Madagascar,1,0,,,,0,,0,0,0,0,,0,mention
rollin-l,Louis Rollin,Chamber of Deputies,0,Paris; Seine,2,1,1919,1952,33,3,1930; 1932; 1936,0,1,2,0,Maroc; Syrie-Liban,2,mention; roster
romastin-t,Théophile Romastin,Chamber of Deputies,0,Sarthe,1,0,,,,0,,0,0,0,0,,0,mention
rosse-j,Joseph Rossé,Chamber of Deputies,0,Haut-Rhin,1,0,,,,2,1932; 1936,0,0,0,0,,0,roster
rossi-c,Cesare Rossi,Senate,0,,0,0,,,,0,,0,1,1,0,Tunisie,1,mention
rothschild-m,Maurice Rothschild,Senate,0,Hautes-Alpes,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
rotours-g,Guillaume Rotours,Chamber of Deputies,0,Nord,1,0,1919,1935,16,3,1930; 1932; 1936,0,0,0,0,,0,roster
rouatan-m,Mario Rouatan,Senate,0,Hérault,1,1,,,,0,,0,0,0,0,,0,mention
rouland-j,Julien Rouland,Chamber of Deputies; Senate,1,Seine-Inférieure,1,0,1898,1927,29,1,1924,0,1,10,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine,4,mention; roster
roulleaux-dugage-h,Henry Roulleaux-Dugage,Chamber of Deputies,0,Orne,1,0,1910,1930,20,1,1930,0,1,3,0,Afrique occidentale française; Algérie; Sénégal,3,mention; roster
rouquier-l,Louis Rouquier,Chamber of Deputies,0,Seine,1,0,,,,1,1932,0,0,0,0,,0,roster
rousseau-j,Jules Rousseau,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
roussel-e,Émile Roussel,Senate,0,Aisne,1,0,,,,2,1930; 1932,0,1,1,0,Empire (transversal),1,roster
roustan-m-marcel,Mario Roustan,Senate,0,Hérault,1,1,,,,0,,0,1,1,0,Afrique occidentale française,1,mention
roux-c-clement,Charles Roux,Chamber of Deputies,0,,0,0,,,,0,,0,1,2,0,Empire (transversal); Indochine,2,mention
roux-fressineng,Roux-Fressineng,Chamber of Deputies; Senate,1,Oran,1,1,,,,0,,1,0,0,0,,0,mention
roux-freyssineng,Roux-Freyssineng,Chamber of Deputies,0,Oran,1,0,,,,0,,1,0,0,0,,0,mention
roy-h,Henri Roy,Senate,0,Loiret,1,0,,,,1,1936,0,0,0,0,,0,mention; roster
rozet-a,Albin Rozet,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
rubio-m,Mariano Rubio,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
ruellan-c,Ch. Ruellan,Chamber of Deputies,0,,0,1,1919,1924,5,0,,0,1,2,0,Afrique équatoriale française; Empire (transversal),2,mention
rumagny-j,J. Rumagny,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
sabatier-a,Auguste Sabatier,Chamber of Deputies,0,Seine,1,0,1928,1932,4,2,1930; 1932,0,1,1,0,Syrie-Liban,1,roster
sabiani-s,Simon Sabiani,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
saint-germain,SAINT-GERMAIN,Chamber of Deputies; Senate,1,Constantine; Oran,2,0,,,,0,,1,1,8,0,Algérie; Congo-Brazzaville ou Moyen-Congo; Empire (transversal),3,mention
saint-germain-m,Marcel Saint- Germain,Chamber of Deputies; Senate,1,Algérie; Oran,2,0,1889,1920,31,0,,0,1,7,0,Algérie; Empire (transversal); Indochine,3,mention
salette-l,Lucien SALETTE,Chamber of Deputies,0,Hérault,1,0,,,,0,,0,0,0,0,,0,mention
salis,Salis,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
santoliquido-r,Rocco Santoliquido,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
saone-et-loire,Saône-et-Loire,Chamber of Deputies; Senate,1,Gard,1,0,1924,1932,8,0,,1,0,0,0,,0,mention
sari,Sari,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
sarraut,Sarraut,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
sarraut-a,Albert Sarraut,Chamber of Deputies; Senate,1,Aune; Secrétaire,2,1,,,,0,,0,1,1,0,Indochine,1,mention
sarraut-m,Maurice Sarraut,Senate,0,Aube,1,0,,,,0,,0,0,0,0,,0,mention
satineau-m,Maurice Satineau,Chamber of Deputies,0,Guadeloupe,1,0,1936,1940,4,0,,0,0,0,0,,0,mention
saurin,Saurin,Chamber of Deputies,0,,0,1,,,,0,,1,1,2,0,Madagascar; Syrie-Liban,2,mention
savary-c,Charles Savary,Chamber of Deputies,0,Manche,1,1,1871,1883,12,0,,0,1,1,0,Empire (transversal),1,mention
scalini-h,Henri Scalini,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
schleiter-f,François Schleiter,Senate,0,Meuse,1,0,,,,1,1954,0,1,1,0,Afrique équatoriale française,1,roster
schleiter-v,Victor Schleiter,Chamber of Deputies,0,Meuse,1,0,1924,1933,9,2,1930; 1932,0,0,0,0,,0,roster
schmidt-j,Jammy SCHMIDT,Chamber of Deputies,0,Oise,1,0,,,,0,,0,0,0,0,,0,mention
schneider-e,Eugène Schneider,Chamber of Deputies,0,,0,1,,,,0,,0,1,3,0,Afrique occidentale française; Côte d'Ivoire; Indochine,3,mention
schneiter-p,Pierre Schneiter,Chamber of Deputies,0,Marne,1,0,,,,1,1954,0,1,1,0,Empire (transversal),1,roster
schoelcher,Schoelcher,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
schrameck,Schrameck,Senate,0,Bouches-du-Rhône,1,0,,,,0,,1,0,0,0,,0,mention
sclafer-j,James Sclafer,Chamber of Deputies,0,Charente-Inférieure,1,0,1924,1939,15,3,1930; 1932; 1936,0,0,0,0,,0,roster
scouloudi,Scouloudi,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
secretaire-de-leon-archimbaud,Secrétaire de Léon Archimbaud,Chamber of Deputies,0,Drôme,1,0,1919,1942,23,0,,0,0,0,0,,0,mention
sellier-h,Henri Sellier,Senate,0,Seine,1,0,,,,1,1936,0,1,1,0,Empire (transversal),1,roster
senateurs-deves,SÉNATEURS Devès,Chamber of Deputies; Senate,1,Cantal; Hérault,2,0,,,,0,,0,0,0,0,,0,mention
serot-r,Robert Serot,Chamber of Deputies,0,Moselle,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
serre-l,Louis Serre,Senate,0,Vaucluse,1,1,,,,2,1930; 1932,0,0,0,0,,0,mention; roster
sevaistre-l,Léon Sevaistre,Chamber of Deputies,0,Eure,1,0,,,,0,,0,0,0,0,,0,mention
sever-j,Jacques Sever,Chamber of Deputies,0,Nord,1,0,1895,1898,3,0,,0,0,0,0,,0,mention
severe,Sévère,Chamber of Deputies,0,Martinique,1,0,,,,0,,1,0,0,0,,0,mention
severe-v,Victor Sévère,Chamber of Deputies,0,Martinique,1,0,1906,1942,36,0,,0,0,0,0,,0,mention
sicard-m,Martial Sicard,Chamber of Deputies,0,,0,0,,,,0,,0,1,2,0,Empire (transversal); Maroc,2,mention
siegfried,Siegfried,Chamber of Deputies; Senate,1,Havre,1,0,,,,0,,1,1,4,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire (transversal),4,mention
siegfried-j-jules,Jules Siegfried,Chamber of Deputies,0,,0,1,,,,0,,0,1,1,0,Afrique occidentale française,1,mention
simon-h,Henry Simon,Chamber of Deputies,0,,0,1,,,,0,,0,1,2,0,Empire (transversal); Maroc,2,mention
simon-s,San Simon,Senate,0,,0,0,,,,0,,0,1,17,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire ottoman/Turquie; Indochine; Maroc,6,mention
sizaire-h,Henry Sizaire,Chamber of Deputies,0,Tarn,1,0,1924,1932,8,2,1930; 1932,0,0,0,0,,0,roster
societe-du-pacifique,Société du Pacifique,Chamber of Deputies,0,Seine,1,0,1919,1924,5,0,,0,0,0,0,,0,mention
sonnery-l,Louis Sonnery,Chamber of Deputies,0,Rhône,1,0,,,,0,,0,0,0,0,,0,mention
sonnery-martin-l,Louis Sonnery-Martin,Chamber of Deputies,0,Rhône,1,0,1893,1898,5,0,,0,0,0,0,,0,mention
sonnery-r,René Sonnery,Chamber of Deputies,0,Rhône,1,0,1893,1898,5,0,,0,1,4,0,Algérie; Indochine; Tunisie,3,mention
sorel-j,Jean-Louis-Albert Sorel,Chamber of Deputies,0,,0,0,1958,1962,4,0,,0,1,1,0,Algérie,1,mention
soulie-l,Louis Soulié,Senate,0,Loire,1,0,,,,2,1930; 1932,0,0,0,0,,0,roster
soulier-e,Édouard Soulier,Chamber of Deputies,0,Paris,1,0,,,,0,,0,0,0,0,,0,mention
steeg-t,Théodore Steeg,Senate,0,,0,1,,,,0,,0,0,0,0,,0,mention
stern-j,Jacques Stern,Chamber of Deputies,0,Basses-Alpes,1,0,1914,1936,22,3,1930; 1932; 1936,0,1,1,0,Nouvelle-Calédonie (Mélanésie),1,roster
sthul-j,Jean Sthul,Senate,0,Moselle,1,0,,,,3,1930; 1932; 1936,0,1,1,0,Afrique occidentale française,1,roster
stoian-i,Ion Stoian,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
stuhl,Stuhl,Senate,0,Moselle,1,0,,,,0,,1,0,0,0,,0,mention
sucriere-du-gol,Sucrière du Gol,Senate,0,Léonus,1,0,,,,0,,0,0,0,0,,0,mention
sultan-f,Fouad Sultan,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
surcouf-r,Robert Surcouf,Chamber of Deputies; Senate,1,,0,0,,,,0,,0,1,7,0,Afrique équatoriale française; Empire (transversal); Indochine; Maroc,4,mention
susset,Susset,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Afrique occidentale française,1,mention
susset-r,Raymond Susset,Chamber of Deputies,0,Seine,1,0,,,,0,,0,0,0,0,,0,mention
taiittinger-p,Pierre Taiittinger,Chamber of Deputies,0,Paris,1,0,,,,0,,0,0,0,0,,0,mention
taillandier,Taillandier,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Indochine,1,mention
taittinger-p,Pierre Taittinger,Chamber of Deputies,0,Charente-Inférieure; Chte-Inf; Paris,3,0,1919,1924,5,4,1924; 1930; 1932; 1936,0,1,1,0,Empire (transversal),1,mention; roster
talabot-p,Paulin Talabot,Chamber of Deputies,0,,0,0,,,,0,,0,1,3,0,Algérie; Empire (transversal); Maroc,3,mention
tapponnier,Tapponnier,Chamber of Deputies,0,,0,1,,,,0,,1,0,0,0,,0,mention
tapponnier-p,Paul Tapponnier,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
tardieu-a,André Tardieu,Chamber of Deputies,0,Seine-et-Oise,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
tasso,Tasso,Chamber of Deputies,0,Bouches-du-Rhône,1,0,,,,0,,1,0,0,0,,0,mention
tasso-h,Henri Tasso,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Afrique occidentale française,1,mention
tastes-l,Lionel Tastes,Chamber of Deputies,0,Seine,1,0,1928,1936,8,3,1930; 1932; 1936,0,0,0,2,,0,roster
taudiere,Taudière,Chamber of Deputies,0,Deux-Sèvres,1,0,,,,0,,1,0,0,0,,0,mention
taudiere-e,Émile Taudière,Chamber of Deputies,0,Deux-Sèvres,1,0,1928,1946,18,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
teisserenc-de-bort-e,Edmond Teisserenc de Bort,Chamber of Deputies; Senate,1,Hérault,1,0,1846,1888,42,0,,0,0,0,0,,0,mention
teisserenc-de-bort-l,TEISSERENC DE BORT,Senate,0,Haute-Vienne,1,0,,,,0,,0,1,2,0,Algérie,1,mention
temple-e,Emmanuel Temple,Chamber of Deputies,0,Aveyron,1,0,,,,0,,0,0,0,0,,0,mention
ternisien,Ternisien,Chamber of Deputies,0,Cochinchine,1,0,,,,0,,1,0,0,0,,0,mention
ternynck-l,Louis Ternynck,Senate,0,Aisne,1,0,,,,1,1954,0,0,0,0,,0,roster
tessan-f,François Tessan,Chamber of Deputies,0,Seine-et-Marne,1,0,,,,1,1936,0,0,0,0,,0,roster
testu,Testu,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
theodore-steeg,[Théodore] Steeg,Senate,0,Seine,1,0,,,,0,,0,0,0,0,,0,mention
thibout-d,Thibout,Chamber of Deputies,0,Seine,1,0,,,,1,1924,1,1,5,0,Afrique occidentale française; Empire (transversal),2,mention; roster
thibout-g,Georges Thibout,Chamber of Deputies,0,,0,0,1919,1924,5,0,,0,0,0,0,,0,mention
thierry-j,Joseph Thierry,Chamber of Deputies,0,Bouches-du-Rhône,1,1,1898,1918,20,0,,0,1,11,0,Afrique occidentale française; Algérie; Indochine; Madagascar,4,mention
thion-de-la-chaume-r-robert,René Thion de la Chaume,Chamber of Deputies; Senate,1,,0,0,1914,1942,28,0,,0,1,9,0,Afrique occidentale française; Côte d'Ivoire; Indochine,3,mention
thivrier-i,Isidore Thivrier,Chamber of Deputies,0,Allier,1,0,1924,1942,18,3,1930; 1932; 1936,0,0,0,0,,0,roster
thomas-e-eugene,Eugène Thomas,Chamber of Deputies; Senate,1,Nord,1,0,,,,0,,0,1,1,0,Algérie,1,mention
thomson,Thomson,Chamber of Deputies,0,Bône; Constantine,2,0,,,,0,,1,0,0,0,,0,mention
thomson-g,G. Thomson,Chamber of Deputies,0,Constantine,1,0,,,,0,,0,0,0,0,,0,mention
thoumyre-r,Robert Thoumyre,Chamber of Deputies; Senate,1,Seine; Seine-Inférieure,2,1,1919,1942,23,3,1930; 1932; 1936,0,1,3,0,Algérie; Empire (transversal),2,mention; roster
thureau-dangin-j,Jean Thureau-Dangin,Chamber of Deputies,0,,0,0,1929,1935,6,1,1932,0,1,2,0,Afrique occidentale française,1,roster
tirman-a,Alfred Louis Tirman,Senate,0,,0,0,1892,1899,7,0,,0,1,1,0,Algérie,1,mention
tisseyre-c,Charles Tisseyre,Chamber of Deputies,0,Saône-et-Loire,1,0,,,,1,1924,0,0,0,0,,0,roster
tissier-l,Louis Tissier,Senate,0,Vaucluse,1,0,,,,2,1930; 1932,0,0,0,0,,0,roster
tonnerre-francois-c,Clermont Tonnerre François,Chamber of Deputies,0,Somme,1,0,,,,0,,0,0,0,0,,0,mention
tournan-i,Isidore Tournan,Chamber of Deputies; Senate,1,Gers,1,0,1910,1939,29,3,1930; 1932; 1936,0,1,2,0,Afrique occidentale française,1,mention; roster
toussaint,Toussaint,Chamber of Deputies,0,,0,0,,,,0,,1,1,9,0,Afrique occidentale française; Algérie; Maroc,3,mention
toy-riont-m,Maurice Toy-Riont,Chamber of Deputies; Senate,1,,0,0,1910,1914,4,3,1930; 1932; 1936,0,1,3,0,Afrique occidentale française; Empire (transversal); Madagascar,3,mention; roster
tran-thien-vang,Tran-thien-Vang,Chamber of Deputies,0,Mytho,1,0,,,,0,,1,0,0,0,,0,mention
trarieux,Trarieux,Senate,0,Gironde,1,1,,,,0,,1,1,4,0,Afrique équatoriale française; Oubangui-Chari (Centrafrique),2,mention
travot,Travot,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Empire (transversal),1,mention
treille,Treille,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
trystram-j,Jean-Baptiste Trystram,Chamber of Deputies; Senate,1,Nord,1,0,1876,1889,13,0,,0,0,0,0,,0,mention
ulmo-g,Georges Ulmo,Senate,0,Haute-Marne,1,0,,,,1,1936,0,0,0,0,,0,roster
ulver-h,Henri Ulver,Chamber of Deputies,0,Seine,1,0,,,,1,1954,0,0,0,0,,0,roster
urs-waddington,URS. WADDINGTON,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
valadier-e,Édouard Valadier,Senate,0,Eure-et-Loir,1,0,,,,3,1930; 1932; 1936,0,1,5,0,Afrique équatoriale française; Empire (transversal); Indochine; La Réunion,4,roster
vallat-x,Xavier Vallat,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
vallette-viallard-p,Pierre Vallette-Viallard,Chamber of Deputies,0,Ardèche,1,0,1919,1942,23,1,1936,0,0,0,0,,0,roster
valude,Valude,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Afrique occidentale française,1,mention
valude-p,Pierre Valude,Chamber of Deputies,0,Cher,1,1,1919,1928,9,0,,0,1,1,0,Afrique occidentale française,1,mention
vandame-g,Georges Vandame,Chamber of Deputies,0,Nord,1,0,1906,1924,18,0,,0,0,0,0,,0,mention
varenne-a,Alexandre Varenne,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
vayssiere-m,Marcel Vayssière,Senate,0,Gironde,1,0,1920,1920,0,0,,0,0,0,0,,0,mention
vendroux-j,Jacques VENDROUX,Chamber of Deputies,0,Pas-de-Calais,1,0,,,,1,1954,0,0,0,0,,0,mention; roster
vercruysse-a,Aster Vercruysse,Senate,0,,0,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
veron-e,Édouard Véron,Senate,0,Haute-Loire,1,0,,,,0,,0,0,0,0,,0,mention
victor-marie-travot,[Victor-Marie] Travot,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
vidal-g,Gaston Vidal,Chamber of Deputies,0,,0,1,,,,0,,0,1,1,0,Guyane française,1,mention
vidal-j,Joseph Vidal,Chamber of Deputies,0,Bouches-du-Rhône,1,0,,,,0,,0,1,8,0,Afrique équatoriale française; Algérie; Djibouti; Empire (transversal); Maroc; Tahiti (Polynésie),6,mention
vidal-r,Raymond Vidal,Chamber of Deputies,0,,0,0,,,,0,,0,1,2,0,Empire (transversal); Maroc,2,mention
vieillard-l,Louis Vieillard,Senate,0,Belfort,1,0,,,,3,1930; 1932; 1936,0,1,3,0,Empire (transversal),1,roster
viellard-l,Louis Viellard,Senate,0,Belfort,1,0,,,,0,,0,1,1,0,Maroc,1,mention
vigerie-e,Emmanuel VIGERIE,Chamber of Deputies,0,Ille-el-Vilaine,1,0,,,,0,,0,0,0,0,,0,mention
villain-h,Henri Villain,Chamber of Deputies,0,Aisne,1,0,1871,1886,15,0,,0,1,1,0,Algérie,1,mention
villette,Villette,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
villoutreys-de-brignac-p,Pierre Villoutreys de Brignac,Senate,0,Maine-et-Loire,1,0,,,,1,1954,0,0,0,0,,0,roster
vincent,Vincent,Chamber of Deputies,0,,0,0,,,,0,,1,1,13,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire (transversal); Empire ottoman/Turquie; Guyane française; Indochine; Madagascar; Maroc,9,mention
vincent-a,Adolphe Vincent,Chamber of Deputies,0,Pas-de-Calais,1,0,,,,0,,0,1,20,0,Afrique occidentale française; Algérie; Empire (transversal); Guyane française; Indochine; Maroc; Tunisie,7,mention
vincent-d,Daniel Vincent,Senate,0,Nord,1,1,,,,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
viollette-m,Maurice VIOLLETTE,Chamber of Deputies; Senate,1,Eure-et-Loir,1,0,1902,1939,37,0,,0,1,2,0,Afrique équatoriale française; Empire (transversal),2,mention
waddington-r,Richard Waddington,Senate,0,,0,0,,,,0,,0,1,5,0,Maroc,1,mention
wallach-a,Alfred Wallach,Chamber of Deputies,0,Haut-Rhin,1,0,,,,1,1936,0,1,1,0,Algérie,1,roster
walter-m,Michel Walter,Chamber of Deputies,0,Bas-Rhin,1,0,1919,1942,23,3,1930; 1932; 1936,0,0,0,0,,0,roster
warren-e,Édouard Warren,Chamber of Deputies,0,Meurthe-et-Moselle,1,0,1919,1932,13,2,1930; 1932,0,0,0,0,,0,roster
weill-g,Georges WEILL,Chamber of Deputies,0,Bas-Rhin,1,0,1928,1928,0,2,1930; 1936,0,1,1,0,Tunisie,1,mention; roster
weiller-l,Lazare Weiller,Senate,0,Bas-Rhin,1,0,,,,1,1924,0,0,0,0,,0,roster
wendel-f,François Wendel,Chamber of Deputies,0,Meurthe-et-Moselle,1,0,1914,1933,19,1,1930,0,1,5,0,Empire (transversal); Indochine; Maroc,3,roster
wendel-g,Guy Wendel,Chamber of Deputies,0,,0,0,1919,1927,8,1,1930,0,1,3,0,Algérie; Empire (transversal),2,roster
wickersheimer-e,Émile Wickersheimer,Chamber of Deputies,0,Aude,1,0,1885,1889,4,0,,0,0,0,0,,0,mention
wilson,Wilson,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
wolowski-l,Louis Wolowski,Chamber of Deputies,0,Paris,1,0,1848,1875,27,0,,0,0,0,0,,0,mention
ybarnegaray-j,Jean Ybarnégaray,Chamber of Deputies,0,Basses-Pyrénées; Pyrénées-Atlantiques,2,0,1914,1942,28,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
zay-j,Jean Zay,Chamber of Deputies,0,Orléans,1,0,,,,0,,0,0,0,0,,0,mention
zele-j,Jacques Zele,Senate,0,Togo,1,0,,,,1,1954,0,1,2,0,Afrique occidentale française; Togo,2,roster
