doc_id,source_page,region,page_territory,country,sector,group_path,group_depth,entry_type,name_normalised
afrique-du-nord-aec-1926-maroc-e65b4d,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1926
afrique-du-nord-aec-1937-maroc-dfc464,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1937
afrique-du-nord-aec-1949-maroc-26af61,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1949
afrique-du-nord-aec-1951-maroc-0655fe,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1951
afrique-du-nord-africaine-cultures-indus-82471f,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Compagnie Africaine de cultures industrielles
afrique-du-nord-africaine-de-distilleries-f5e3bd,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,Société Africaine de Distilleries
afrique-du-nord-africaine-de-travaux-d104a1,algerie.html,Algerie,ALGÉRIE,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,Société Africaine de Travaux
afrique-du-nord-africaine-industrielle-automobile-4bef1f,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Commerce,,0,company,Société Africaine Industrielle et Automobile
afrique-du-nord-africaine-industrielle-automobile-4bef1f,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Transports terrestres, garages automobiles et agricoles",,0,company,Société Africaine Industrielle et Automobile
afrique-du-nord-africaine-liege-alger-71b003,algerie.html,Algerie,ALGÉRIE,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,0,company,"Compagnie Africaine du Liège, Alger, Hussein-Dey, Azazga"
afrique-du-nord-africaine-mines-et-transports-b3ef7b,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,Société Africaine de Mines et transports
afrique-du-nord-africaine-mines-marseille-4977e7,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,Société Africaine de Mines
afrique-du-nord-afrique-et-congo-fouka-57b69f,algerie.html,Algerie,ALGÉRIE,Algérie,Industries chimiques,,0,company,Afrique et Congo
afrique-du-nord-afrique-francaise-alger-6d5f90,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,L'Afrique française
afrique-du-nord-agence-marocaine-publicite-0f0e34,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Imprimerie, presse, édition",,0,company,Agence marocaine de publicite et d’informations
afrique-du-nord-agric-comm-indus-marocaine-48ac0e,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,"Compagnie Agricole, Commerciale, Industrielle Marocaine"
afrique-du-nord-agricole-des-doukkala-388559,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,Société Agricole des Doukkala
afrique-du-nord-agricole-du-maroc-1910-1931-a6ff78,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,Société Agricole du Maroc
afrique-du-nord-agricole-du-nord-africain-d6c765,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,Société Agricole du Nord-Africain
afrique-du-nord-agricole-immobiliere-tunis-69716e,tunisie.html,Tunisie,TUNISIE,Tunisie,Industries agro-alimentaires,,0,company,Agricole Immobiliere Tunisienne
afrique-du-nord-agricole-industrielle-de-baraki-6f0d0a,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Société agricole et industrielle de Baraki
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Société Agricole Lyonnaise du Nord de l'Afrique
afrique-du-nord-agricole-marocaine-1928-9da255,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,Agricole Marocaine
afrique-du-nord-agricole-oranaise-12f3da,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Compagnie Agricole Oranaise
afrique-du-nord-agricole-torba-e2fe1d,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,"Société agricole Torba, Wagram"
afrique-du-nord-agricole-trifa-ac2f80,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,Société agricole des Trifa
afrique-du-nord-agriculture-et-industrie-marocaines-022415,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Banques, groupes financiers, assureurs",,0,company,L’Agriculture et l’Industrie marocaines
afrique-du-nord-ain-kerma-antimoine-f9914a,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,Société des mines d'Aïn-Kerma
afrique-du-nord-ain-nouba-zinc-011fad,tunisie.html,Tunisie,TUNISIE,Tunisie,Mines,,0,company,Société des mines de zinc d'Aïn-Nouba
afrique-du-nord-air-algerie-3628f2,algerie.html,Algerie,ALGÉRIE,Algérie,Transports maritimes et aériens,,0,company,Air Algérie
afrique-du-nord-air-liquide-algerie-7af0b4,algerie.html,Algerie,ALGÉRIE,Algérie,Industries chimiques,,0,company,L'Air liquide
afrique-du-nord-air-liquide-maroc-620972,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries chimiques,,0,company,Société Marocaine de Gaz comprimés
afrique-du-nord-air-liquide-tunisie-30b862,tunisie.html,Tunisie,TUNISIE,Tunisie,Industries diverses,,0,company,Société Tunisienne de Gaz comprimés
afrique-du-nord-akkares-societe-miniere-e97288,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,"Société d'Akkarès, Belezma"
afrique-du-nord-alban-cie-bone-aef961,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Alban & Compagnie
afrique-du-nord-albert-fevre-cie-alger-e2a274,algerie.html,Algerie,ALGÉRIE,Algérie,"Métallurgie, constructions navales",,0,company,Ateliers de réparations maritimes de l'Afrique du Nord
afrique-du-nord-alexandra-constantine-3064a5,algerie.html,Algerie,ALGÉRIE,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,Alexandra
afrique-du-nord-alfa-le-pontet-70adee,algerie.html,Algerie,ALGÉRIE,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…","L'Alfa, la Cellunaf et leurs maisons mère",1,company,L'Alfa
afrique-du-nord-alfas-de-fermentation-98a837,tunisie.html,Tunisie,TUNISIE,Tunisie,"Bois meubles, papier",,0,company,Alfas de fermentation
afrique-du-nord-alfas-tunisiens-499d1a,tunisie.html,Tunisie,TUNISIE,Tunisie,"Bois meubles, papier",,0,company,Compagnie Générale des Alfas tunisiens
afrique-du-nord-alfatiere-tunisienne-2d1acd,tunisie.html,Tunisie,TUNISIE,Tunisie,Commerce,,0,company,Alfatière Tunisienne d’Affrètement et d’acconage
afrique-du-nord-alger-de-materiel-agricole-0c6b0f,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,Société Algérienne de Matériel agricole
afrique-du-nord-alger-eclairage-force-dcbf2c,algerie.html,Algerie,ALGÉRIE,Algérie,"Eau, gaz, électricité (Utilities)",,0,company,Société Algérienne d'éclairage et de force
afrique-du-nord-alger-glace-hygienique-2808a5,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique
afrique-du-nord-alger-vie-ouvriere-1913-524879,algerie.html,Algerie,ALGÉRIE,Algérie,Documents généraux (par ordre chronologique),,0,source_document,La vie ouvrière à Alger en 1913
afrique-du-nord-algerie-expo-paris-1867-13fa4f,algerie.html,Algerie,ALGÉRIE,Algérie,Documents généraux (par ordre chronologique),,0,source_document,"L'Algérie à l'Exposition universelle de Paris, 1867"
afrique-du-nord-algerienne-autos-renault-fd74b1,algerie.html,Algerie,ALGÉRIE,Algérie,"Transports terrestres, garages automobiles et agricoles",,0,company,Société algérienne des automobiles Renault
afrique-du-nord-algerienne-camionnage-auto-e1be71,algerie.html,Algerie,ALGÉRIE,Algérie,"Transports terrestres, garages automobiles et agricoles",,0,company,Société Algérienne de Camionnage automobile
afrique-du-nord-algerienne-chaux-ciments-328e63,algerie.html,Algerie,ALGÉRIE,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,"Compagnie Algérienne de chaux et ciments, usine de la Pointe-Pescade"
afrique-du-nord-algerienne-conserves-alimentaires-907e0e,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Société Algérienne de Conserves alimentaires
afrique-du-nord-algerienne-construction-b06002,algerie.html,Algerie,ALGÉRIE,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,Société Algérienne de construction
afrique-du-nord-algerienne-cotonniere-ef6425,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Société Algérienne Cotonnière
afrique-du-nord-algerienne-d-alimentation-arzew-f6cf72,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Société Algérienne d'alimentation
afrique-du-nord-algerienne-de-charbonnage-936e4c,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,Compagnie Algérienne de Charbonnage
afrique-du-nord-algerienne-de-mines-445128,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,Société Algérienne de mines
afrique-du-nord-algerienne-de-navigation-8282a4,algerie.html,Algerie,ALGÉRIE,Algérie,Transports maritimes et aériens,,0,company,"Société Algérienne de Navigation pour l'Afrique du Nord, Charles Schiaffino et Cie"
afrique-du-nord-algerienne-des-eaux-82bbf0,algerie.html,Algerie,ALGÉRIE,Algérie,"Eau, gaz, électricité (Utilities)",,0,company,Société Algérienne des eaux
afrique-du-nord-algerienne-des-mines-1988d8,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,"Société Algérienne des mines, puis Algérienne des Mines du Gueldaman"
afrique-du-nord-algerienne-des-sels-22dd67,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,Compagnie Algérienne des sels
afrique-du-nord-algerienne-du-zinc-e28983,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,Société Algérienne du Zinc . Anc. Société nord-africaine du plomb
afrique-du-nord-algerienne-exploitation-liege-ee3752,algerie.html,Algerie,ALGÉRIE,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,0,company,Société Algérienne pour l'Exploitation du liège
afrique-du-nord-algerienne-georges-sprecher-1a27da,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,Société Algérienne Georges Sprecher
afrique-du-nord-algerienne-houilles-agglomeres-54b205,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,"Société Algérienne de Houilles et Agglomérés, Alger, Philippeville, Bougie, Ténès, Mostaganem et Arzew"
afrique-du-nord-algerienne-huiles-minerales-49401c,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,Société Algérienne des Huiles minérales Stelline
afrique-du-nord-algerienne-materiaux-construction-2a3096,algerie.html,Algerie,ALGÉRIE,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,Société Algérienne de matériaux de construction
afrique-du-nord-algerienne-petroles-mory-8a73b2,algerie.html,Algerie,ALGÉRIE,Algérie,Transports maritimes et aériens,,0,company,Société Algérienne de pétroles Mory
afrique-du-nord-algerienne-petroles-standard-64661c,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,Compagnie Algérienne des Pétroles Standard
afrique-du-nord-algerienne-taxis-citroen-25f647,algerie.html,Algerie,ALGÉRIE,Algérie,"Transports terrestres, garages automobiles et agricoles",,0,company,Société Algérienne des Taxis Citroën
afrique-du-nord-algerienne-transports-automobiles-f2be4d,algerie.html,Algerie,ALGÉRIE,Algérie,"Transports terrestres, garages automobiles et agricoles",,0,company,Société Algérienne de Transports par automobiles
afrique-du-nord-algero-marocaine-cult-comm-6eb946,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Société Algéro-Marocaine de Culture et de commerce
afrique-du-nord-algero-marocaine-cult-comm-6eb946,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries agro-alimentaires,,0,company,Société Algéro-Marocaine de Culture et de commerce
afrique-du-nord-algero-marocaine-immobiliere-b33238,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Sociétés foncières et immobilières,,0,company,Société Algéro-Marocaine Immobilière et Minière
afrique-du-nord-algeroise-futs-transports-340d8f,algerie.html,Algerie,ALGÉRIE,Algérie,"Transports terrestres, garages automobiles et agricoles",,0,company,"Société Algéroise de fûts-transports, puis Algéroise pour le commerce de vins et de fûts transports"
afrique-du-nord-alhambra-rue-d-isly-4f6e32,algerie.html,Algerie,ALGÉRIE,Algérie,Loisirs,,0,company,Société de l'Alhambra de la rue d'Isly
afrique-du-nord-aliment-sucre-raisin-ffa32a,algerie.html,Algerie,ALGÉRIE,Algérie,Industries agro-alimentaires,,0,company,Aliment-sucre-raisin
afrique-du-nord-alliance-africaine-eea347,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,"Alliance africaine, Compagnie française d'assurances et de réassurances"
afrique-du-nord-amara-cherki-f3fb6b,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Mines,,0,company,Société Minière d'Amara-Cherki
afrique-du-nord-amarantini-freres-alger-71bb98,algerie.html,Algerie,ALGÉRIE,Algérie,Transports maritimes et aériens,,0,company,"Amarantini frères, Alger. Succursale à Oran"
afrique-du-nord-anglo-algerienne-m-c-87fb9b,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,Société Anglo-Algérienne Maritime et Commerciale
afrique-du-nord-anglo-francaise-marocaine-334922,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Sociétés foncières et immobilières,,0,company,"Compagnie Anglo-française-marocaine, Ltd 1908)"
afrique-du-nord-ann-indus-1925-alg-509f9d,algerie.html,Algerie,ALGÉRIE,Algérie,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1925
afrique-du-nord-ann-indus-1925-maroc-4457cd,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1925
afrique-du-nord-ann-indus-1925-tunisie-d7c1f4,tunisie.html,Tunisie,TUNISIE,Tunisie,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1925
afrique-du-nord-ann-indus-1938-alg-0c21c1,algerie.html,Algerie,ALGÉRIE,Algérie,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1938
afrique-du-nord-ann-indus-1938-maroc-992aca,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1938
afrique-du-nord-ann-indus-1938-tunisie-06d5aa,tunisie.html,Tunisie,TUNISIE,Tunisie,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1938
afrique-du-nord-annales-africaines-abd47a,algerie.html,Algerie,ALGÉRIE,Algérie,"Imprimerie, presse, édition",,0,company,Annales africaines
afrique-du-nord-aprile-et-brachet-alger-c4378a,algerie.html,Algerie,ALGÉRIE,Algérie,Cuirs et textiles,,0,company,Au Père Lachaise
afrique-du-nord-architectes-de-casablanca-0c63ed,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,Architectes de Casablanca
afrique-du-nord-armement-busck-marseille-255849,algerie.html,Algerie,ALGÉRIE,Algérie,Transports maritimes et aériens,,0,company,Compagnie de navigation Busck
afrique-du-nord-armement-busck-marseille-255849,tunisie.html,Tunisie,TUNISIE,Tunisie,Transports maritimes et aériens,,0,company,Cie de navigation Busck
afrique-du-nord-armstrong-cork-algerie-4b0072,algerie.html,Algerie,ALGÉRIE,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,0,company,Cie des Lièges Armstrong
afrique-du-nord-ascenseurs-port-d-alger-7e3279,algerie.html,Algerie,ALGÉRIE,Algérie,Transports maritimes et aériens,,0,company,"Société des Ascenseurs et monte-charges hydrauliques de la ville d'Alger, puis Ascenseurs monte-charges du port d'Alger"
afrique-du-nord-ash-caplain-saint-andre-582e2d,algerie.html,Algerie,ALGÉRIE,Algérie,Industries pharmaceutiques et parachimie,,0,company,"Ash, Caplain Saint-André"
afrique-du-nord-ass-maroc-agents-gnx-c063f6,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Banques, groupes financiers, assureurs",,0,company,Assurances au Maroc
afrique-du-nord-astolfi-redon-et-cie-alger-bd158a,algerie.html,Algerie,ALGÉRIE,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,"Astolfi, Redon et Cie"
afrique-du-nord-asturienne-algerie-2dff14,algerie.html,Algerie,ALGÉRIE,Algérie,Mines et carrières,,0,company,Compagnie royale Asturienne des Mines
afrique-du-nord-asturienne-tunisie-c3068c,tunisie.html,Tunisie,TUNISIE,Tunisie,Mines,,0,company,Compagnie royale Asturienne des Mines
afrique-du-nord-ateliers-algerois-construc-cd0b13,algerie.html,Algerie,ALGÉRIE,Algérie,"Métallurgie, constructions navales",,0,company,Ateliers algérois de constructions mécaniques
afrique-du-nord-ateliers-chantiers-mmes-tunisie-3c4dba,tunisie.html,Tunisie,TUNISIE,Tunisie,Industries diverses,,0,company,Ateliers et chantiers maritimes de Tunisie
afrique-du-nord-ateliers-de-rabat-075228,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Industries diverses,,0,company,Ateliers de Rabat
afrique-du-nord-ateliers-franco-algeriens-a89c4b,algerie.html,Algerie,ALGÉRIE,Algérie,"Métallurgie, constructions navales",,0,company,Ateliers franco-algériens
afrique-du-nord-ateliers-pandolfo-alger-f36885,algerie.html,Algerie,ALGÉRIE,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,0,company,"Ateliers Pandolfo, puis Ateliers nord-africains de travaux en fer"
afrique-du-nord-ateliers-pandolfo-alger-f36885,algerie.html,Algerie,ALGÉRIE,Algérie,"Métallurgie, constructions navales",,0,company,Ateliers du Centre Pandolfo & Rivet
afrique-du-nord-ateliers-terrin-afn-2aede3,algerie.html,Algerie,ALGÉRIE,Algérie,"Métallurgie, constructions navales",,0,company,Ateliers Terrin de l'Afrique du Nord
afrique-du-nord-atlantide-fedhala-1c04f5,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Transports terrestres, garages automobiles et agricoles",,0,company,L'Atlantide
afrique-du-nord-atoch-scierie-alger-f3bba1,algerie.html,Algerie,ALGÉRIE,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,0,company,Atoch
afrique-du-nord-atwater-cie-alger-4b3fb1,algerie.html,Algerie,ALGÉRIE,Algérie,Transports maritimes et aériens,,0,company,Atwater & Cie
afrique-du-nord-atwater-cie-alger-4b3fb1,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Transports maritimes, fluviaux et aériens",,0,company,Atwater & Cie
afrique-du-nord-atwater-cie-alger-4b3fb1,tunisie.html,Tunisie,TUNISIE,Tunisie,Transports maritimes et aériens,,0,company,Atwater & Cie
afrique-du-nord-au-bon-marche-alger-8cba09,algerie.html,Algerie,ALGÉRIE,Algérie,Commerce,,0,company,Au Bon Marché Alger et Oran et Priminime-Alger
afrique-du-nord-au-grand-bon-marche-6555b8,algerie.html,Algerie,ALGÉRIE,Algérie,Cuirs et textiles,,0,company,Au Grand Bon Marché
afrique-du-nord-audoise-futs-transports-e9f837,algerie.html,Algerie,ALGÉRIE,Algérie,"Transports terrestres, garages automobiles et agricoles",,0,company,Société Audoise de fûts et transports
afrique-du-nord-aussal-guerin-casablanca-c4e0d3,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Commerce,,0,company,"Établissements réunis Aussal & Guerin, importation de denrées périssables, Casablanca. Succursales"
afrique-du-nord-auto-circuits-nordaf-3dd1ed,algerie.html,Algerie,ALGÉRIE,Algérie,"Hôtellerie-restauration, tourisme",,0,company,Auto-Circuits nord-africains
afrique-du-nord-auto-circuits-nordaf-3dd1ed,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Hôtellerie, tourisme, tourisme",,0,company,Auto-Circuits nord-africains
afrique-du-nord-auto-circuits-nordaf-3dd1ed,tunisie.html,Tunisie,TUNISIE,Tunisie,"Hôtellerie, tourisme",,0,company,Auto-Circuits nord-africains
afrique-du-nord-auto-hall-casablanca-abb398,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Transports terrestres, garages automobiles et agricoles",,0,company,Auto-Hall
afrique-du-nord-autobus-ampere-behagle-4a94b6,algerie.html,Algerie,ALGÉRIE,Algérie,"Transports terrestres, garages automobiles et agricoles",,0,company,Autobus d'Ampère et Béhagle
afrique-du-nord-aux-trois-quartiers-bone-37b94f,algerie.html,Algerie,ALGÉRIE,Algérie,Cuirs et textiles,,0,company,"Aux Trois Quarters, Bône, prêt-à-porter féminin"
afrique-du-nord-aux-trois-sultanes-b37495,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,Commerce,,0,company,Compagnie française des grands magasins Aux Trois Sultanes
afrique-du-nord-auxiliaire-commerce-agriculture-e3ab4f,tunisie.html,Tunisie,TUNISIE,Tunisie,"Transports terrestres, garages automobiles et agricoles",,0,company,Société Auxiliaire du Commerce et de l’agriculture
afrique-du-nord-banca-italiana-di-credito-4f1781,tunisie.html,Tunisie,TUNISIE,Tunisie,"Banques et groupes financiers, assurances",,0,company,"Banque italienne de crédit Banca italiana di credito, ancienne Cooperativa italiana di credito"
afrique-du-nord-banca-italiana-di-sconto-3b76ca,tunisie.html,Tunisie,TUNISIE,Tunisie,"Banques et groupes financiers, assurances",,0,company,"Banque italienne d'escompte Banca italiana di sconto, Rome"
afrique-du-nord-bank-of-british-west-africa-0fa132,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Banques, groupes financiers, assureurs",,0,company,Bank of British West Africa Limited
afrique-du-nord-banque-afrique-frse-6d07e0,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,Banque de l'Afrique française et des pays d'Orient
afrique-du-nord-banque-brulebois-biskra-00db30,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,Banque Brulebois
afrique-du-nord-banque-cox-c-algerie-174894,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,"Banque Cox & C°, Limited"
afrique-du-nord-banque-de-l-algerie-de58aa,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,"Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie"
afrique-du-nord-banque-de-l-algerie-de58aa,tunisie.html,Tunisie,TUNISIE,Tunisie,"Banques et groupes financiers, assurances",,0,company,"Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie"
afrique-du-nord-banque-de-tunisie-b95f30,tunisie.html,Tunisie,TUNISIE,Tunisie,"Banques et groupes financiers, assurances",,0,company,Banque de Tunisie
afrique-du-nord-banque-etat-maroc-dfec87,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Banques, groupes financiers, assureurs",,0,company,Banque d'État du Maroc
afrique-du-nord-banque-fonciere-du-maroc-f27811,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Banques, groupes financiers, assureurs",,0,company,Banque foncière du Maroc
afrique-du-nord-banque-franco-tunisienne-372833,tunisie.html,Tunisie,TUNISIE,Tunisie,"Banques et groupes financiers, assurances",,0,company,Banque franco-tunisienne de prêts mobiliers et monts-de-piété de Tunisie
afrique-du-nord-banque-hypothecaire-du-maroc-4382ca,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Banques, groupes financiers, assureurs",,0,company,Banque hypothécaire du Maroc
afrique-du-nord-banque-italo-francaise-2a7a75,tunisie.html,Tunisie,TUNISIE,Tunisie,"Banques et groupes financiers, assurances",,0,company,"Banque italo-française de crédit, Paris, Tunis, Béja. Angelo Donati"
afrique-du-nord-banque-ottomane-tunis-a65ecb,tunisie.html,Tunisie,TUNISIE,Tunisie,"Banques et groupes financiers, assurances",,0,company,Banque ottomane
afrique-du-nord-banque-parisienne-maroc-0ff48e,maroc.html,Maroc,AFRIQUE DU NORD / MAROC,Maroc,"Banques, groupes financiers, assureurs",,0,company,Banque parisienne pour le Maroc
afrique-du-nord-banque-populaire-bone-1c43fa,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,Banque populaire
afrique-du-nord-banque-privee-alger-eb6841,algerie.html,Algerie,ALGÉRIE,Algérie,"Banques et groupes financiers, assurances",,0,company,Banque privée Lyon-Marseille
