doc_id,person_key,person_id,in_network,name_clean,surname,given,chamber,constituency,years_raw,year_start,year_end,n_spans,also_minister,pattern,evidence,source_ref,region,country
afrique-du-nord-aec-1922-maroc-ba808c,chaumet-c,chaumet-c,1,Charles Chaumet,Chaumet,Charles,Chamber of Deputies,,,,,0,0,apposition," Avocat, il accomplit toute sa 59 carrière dans le sillage de Charles Chaumet, député, puis sénateur de la Gironde, qu’il accompagne dans divers ministères et des a",Annuaire des entreprises coloniales 1922,Maroc,Maroc
afrique-du-nord-aec-1922-maroc-ba808c,chaumet-c,chaumet-c,1,Charles Chaumet,Chaumet,Charles,Senate,Gironde,,,,0,0,entry_header,"ccomplit toute sa 59 carrière dans le sillage de Charles Chaumet, député, puis sénateur de la Gironde, qu’il accompagne dans divers ministères et des affaires chérifi",Annuaire des entreprises coloniales 1922,Maroc,Maroc
afrique-du-nord-aec-1922-maroc-ba808c,eug-reveillaud,eug-reveillaud,1,Eug. Réveillaud,Eug. Réveillaud,,Chamber of Deputies,,,,,0,0,bracket,"nte et location de terrains et d'immeubles. — Conseil : MM. Eug. Réveillaud [député, puis sénateur de Chte-Mme], Ch. Baume, Alf. Kirch, Max Caillavet, Si Ahmed Te",Annuaire des entreprises coloniales 1922,Maroc,Maroc
afrique-du-nord-aec-1922-maroc-ba808c,eug-reveillaud,eug-reveillaud,1,Eug. Réveillaud,Eug. Réveillaud,,Senate,Chte-Mme,,,,0,0,bracket,"on de terrains et d'immeubles. — Conseil : MM. Eug. Réveillaud [député, puis sénateur de Chte-Mme], Ch. Baume, Alf. Kirch, Max Caillavet, Si Ahmed Terrab, Si Mohamm",Annuaire des entreprises coloniales 1922,Maroc,Maroc
afrique-du-nord-aec-1951-maroc-0655fe,peyronnet-a,peyronnet-a,1,Albert Peyronnet,Peyronnet,Albert,Senate,Allier,1912,1912,1912,1,1,entry_header,".A.), Albert Peyronnet (1862-1958) : magistrat, avocat, directeur de cabinet, sénateur de l’Allier (1912), 1 ministre du travail (1922-1924), vice-président du Sénat",Annuaire des entreprises coloniales 1951,Maroc,Maroc
afrique-du-nord-aec-1951-maroc-0655fe,longchambon-h,longchambon-h,1,Henri Longchambon,Longchambon,Henri,Senate,R.G.R,1947-1969,1947,1969,1,1,entry_header,"e fin juillet 1940. Résistance. Ministre du ravitaillement (janvier-juin 1946), sénateur R.G.R. des Français de l’étranger (1947-1969), président de la Société techniq",Annuaire des entreprises coloniales 1951,Maroc,Maroc
afrique-du-nord-aec-1951-maroc-0655fe,flory-c,flory-c,1,Charles Flory,Flory,Charles,Senate,,,,,0,0,bracket,"c], Gaston de Caqueray, Charles Flory [BPPB depuis 1937. Dirigeant catholique, sénateur jan.-nov. 1948], André Masséna, prince d'Essling, Prince Charles Murat, George",Annuaire des entreprises coloniales 1951,Maroc,Maroc
afrique-du-nord-aec-1951-maroc-0655fe,cravoisier-h,cravoisier-h,1,Henry Cravoisier,Cravoisier,Henry,Chamber of Deputies,Seine-et-Marne,1928-1932,1928,1932,1,0,entry_header,"agricole des Zemmours. Henry Cravoisier (1884-1952) : ancien maire de Melun, ancien député de la Seine-et-Marne 32 (1928-1932), administrateur des Conserves du Maroc, à ",Annuaire des entreprises coloniales 1951,Maroc,Maroc
afrique-du-nord-aec-1951-maroc-0655fe,des-rotours-g,des-rotours-g,1,Guillaume des Rotours,des Rotours,Guillaume,Chamber of Deputies,,1919-1935,1919,1935,1,0,bracket," et mise en œuvre d'install. industr. et agric. — Gts : Guillaume des Rotours [député (1919-1935), puis sénateur (1935-1942) du Nord, adm. Bq Dupont, etc.], Robert ",Annuaire des entreprises coloniales 1951,Maroc,Maroc
afrique-du-nord-aec-1951-maroc-0655fe,des-rotours-g,des-rotours-g,1,Guillaume des Rotours,des Rotours,Guillaume,Senate,,1935-1942,1935,1942,1,0,bracket,"ll. industr. et agric. — Gts : Guillaume des Rotours [député (1919-1935), puis sénateur (1935-1942) du Nord, adm. Bq Dupont, etc.], Robert des Rotours [frère cadet de",Annuaire des entreprises coloniales 1951,Maroc,Maroc
afrique-du-nord-afrique-francaise-alger-6d5f90,duroux,duroux-j,1,Duroux,Duroux,,Senate,Alger,,,,0,0,apposition,"verneur général, Guerrin, chef de cabinet du secrétaire général. , M. Duroux, sénateur d'Alger ; Galle président des Délégations financières ; Robert, ancien vice-pr",L'Afrique française,Algerie,Algérie
afrique-du-nord-agric-comm-indus-marocaine-48ac0e,neron-e,,0,Édouard Néron,Néron,Édouard,Senate,Haute-Loire,,,,0,0,apposition,"tous amortissements, aux act. —————————— Le coton au Maroc par Édouard Néron, sénateur de la Haute-Loire (Les Annales coloniales, 16 juin 1925) …………………… Les planteurs","Compagnie Agricole, Commerciale, Industrielle Marocaine",Maroc,Maroc
afrique-du-nord-agricole-du-maroc-1910-1931-a6ff78,de-rouvre-c,de-rouvre-c,1,Charles de Rouvre,de Rouvre,Charles,Chamber of Deputies,,,,,0,0,bracket,"ard [Bq Transatl./Bq de Tunisie/Bq comm. maroc.], présid. ; Charles de Rouvre [anc. député][ép. fille Gustave Lebaudy][pdt Institut col. frs et Mines de Falémé-Gambie], ",Société Agricole du Maroc,Maroc,Maroc
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,sonnery-martin-l,,0,Louis Sonnery-Martin,Sonnery-Martin,Louis,Chamber of Deputies,,,,,0,0,apposition,"Ruffier, fabricant, de broderies, demeurant à Tarare ; M. Louis Sonnery-Martin, ancien député, demeurant à Lyon, rue du Peyrat, numéro 10 ; M. Gabriel Martin, auteur dramat",Société Agricole Lyonnaise du Nord de l'Afrique,Algerie,Algérie
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,sonnery-l,,0,Louis Sonnery,Sonnery,Louis,Chamber of Deputies,,,,,0,0,apposition,"propriétaire rentière, demeurant à Lyon, 12, rue Vaubecour. M. Louis Sonnery, ancien député, propriétaire rentier, demeurant à Lyon, 12, rue du Peyrat. M. Jules Roche 1",Société Agricole Lyonnaise du Nord de l'Afrique,Algerie,Algérie
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,sonnery-l,,0,L. Sonnery,Sonnery,L.,Chamber of Deputies,Rhône,,,,0,0,apposition,"iété, constituée il y a environ quatorze ans, par MM. du Sablon et L. Sonnery, ancien député du Rhône, avait pour but de défricher un terrain à peu près inculte, mais parf",Société Agricole Lyonnaise du Nord de l'Afrique,Algerie,Algérie
afrique-du-nord-agricole-oranaise-12f3da,hervey-m,hervey-m,1,Maurice Hervey,Hervey,Maurice,Senate,Eure,,,,0,0,apposition,"ses aux apporteurs. Les premiers administrateurs sont : MM. Maurice Hervey , sénateur de l’Eure, 2 agriculteur et président du Syndicat agricole de Louviers, à Pari",Compagnie Agricole Oranaise,Algerie,Algérie
afrique-du-nord-agricole-oranaise-12f3da,hervey-m,hervey-m,1,Maurice Hervey,Hervey,Maurice,Senate,Eure,1912-,1912,1912,1,0,entry_header,"capital de 2,2 MF. Maurice Hervey (1855-1936) : marié à Valentine Raoul-Duval. Sénateur de l’Eure (1912-136) : 2 www.entreprises-coloniales.fr/afrique-du-nord/Qui_etes",Compagnie Agricole Oranaise,Algerie,Algérie
afrique-du-nord-agricole-oranaise-12f3da,hervey,hervey,1,HERVEY,HERVEY,,Senate,Le,,,,0,0,apposition," de Mouron, administrateurs sortants. ———————— NÉCROLOGIE MORT DE M. HERVEY, SÉNATEUR (Le Temps, 24 octobre 1936) On annonce la mort de M. Maurice Hervey, sénateur",Compagnie Agricole Oranaise,Algerie,Algérie
afrique-du-nord-ain-nouba-zinc-011fad,de-kerguezec-g,,0,Gustave de Kerguezec,de Kerguezec,Gustave,Senate,,,,,0,0,apposition,", le mariage de Mlle Valentine de Kerguezec, fille de M. Gustave de Kerguezec, sénateur, conseiller général des Côtes-du-Nord, avec M. Jacques de Casembroot, fils de ",Société des mines de zinc d'Aïn-Nouba,Tunisie,Tunisie
afrique-du-nord-alfa-le-pontet-70adee,blanchet-v,blanchet-v,1,Victor Blanchet,Blanchet,Victor,Chamber of Deputies,,,,,0,0,apposition,"e ; Achille Bergès , administrateur des Papeteries Bergès ; Victor Blanchet, député, 1 président de la Société des Fabricants de Papiers de France ; Émile Boyond",L'Alfa,Algerie,Algérie
afrique-du-nord-alfa-le-pontet-70adee,blanchet-v,blanchet-v,1,Victor Blanchet,Blanchet,Victor,Chamber of Deputies,,1919-1924,1919,1924,1,0,entry_header,"lanchet (1862-1960) : des Papeteries de Rives, intégrées en 1954 dans Arjomari. Député de 2 l'Isère (1919-1924). Athanase Roudy : ingénieur E.C.P. Directeur adjoin",L'Alfa,Algerie,Algérie
afrique-du-nord-alfa-le-pontet-70adee,roustan-m,roustan-m-marcel,1,Mario Roustan,Roustan,Mario,Senate,Hérault,,,,0,1,apposition,"1, r. Vaneau, Paris. 4 ———————————— Pâtes à papier L'ALFA par Mario Roustan, sénateur de l'Hérault, ancien ministre , vice-président de la Commission sénatoriale des",L'Alfa,Algerie,Algérie
afrique-du-nord-algerienne-des-mines-1988d8,paul-benazet,,0,[Paul] Bénazet,[Paul] Bénazet,,Chamber of Deputies,Indre,,,,0,0,apposition," Compagnie d'Aguilas, ce qui fait comprendre la présence de M. [Paul] Bénazet, député de l'Indre, et déjà administrateur d'Aguilas, au conseil de la S. A. F. A. et ","Société Algérienne des mines, puis Algérienne des Mines du Gueldaman",Algerie,Algérie
afrique-du-nord-anglo-francaise-marocaine-334922,guenin-de-suares-comte-d-aulan-f,,0,"François Guénin de Suarès, comte d'Aulan","Guénin de Suarès, comte d'Aulan",François,Chamber of Deputies,Drôme,1898-1902,1898,1902,1,0,entry_header,"ançois Guénin de Suarès, comte d’Aulan (1864 à Livourne, Italie-1910 à Paris) : député de la Drôme 1 (1898-1902), administrateur de la Compagnie commerciale et colon","Compagnie Anglo-française-marocaine, Ltd 1908)",Maroc,Maroc
afrique-du-nord-ann-indus-1925-alg-509f9d,cheron-a,,0,Adolphe Chéron,Chéron,Adolphe,Chamber of Deputies,,,,,0,0,apposition,"al des Mines de Péchelbronn, questions Chimie industrielle ; Adolphe Chéron, député, questions hygiène sociale ; Lucien Dujardin, ing. métallurgiste, questions la",Annuaire industriel 1925,Algerie,Algérie
afrique-du-nord-ann-indus-1925-alg-509f9d,guernier-c,,0,Ch. Guernier,Guernier,Ch.,Chamber of Deputies,,,,,0,0,apposition,"recteur des Aciéries de Champagnole, questions métallurgiques ; Ch. Guernier, député, président de la Commission de la Marine marchande, question marine ; A. Guise",Annuaire industriel 1925,Algerie,Algérie
afrique-du-nord-ann-indus-1925-alg-509f9d,berthoulat-g,berthoulat-g,1,Georges Berthoulat,Berthoulat,Georges,Senate,,,,,0,0,apposition," le comte de Ségur-Lamoignon, adm. délégué ; Adm. : M. Georges Berthoulat, sénateur ; Simon Bozzi, marquis de Cortina, Joseph Gruss, André Homberg, Frank H. Hould",Annuaire industriel 1925,Algerie,Algérie
afrique-du-nord-ann-indus-1925-maroc-4457cd,delaune-m,delaune-m,1,Marcel Delaune,Delaune,Marcel,Chamber of Deputies,Nord,,,,0,0,apposition,": 1.200.000 fr. 400.000 actions et obligations. Adm. : Prés. : Marcel Delaune, anc. député du Nord, à Séclin ; Vice-Prés. : Bommart, à Lille ; Adm. dél. : J[ean] Guérin",Annuaire industriel 1925,Maroc,Maroc
afrique-du-nord-ann-indus-1925-tunisie-d7c1f4,gerard-a,gerard-a-auguste,1,Albert Gérard,Gérard,Albert,Senate,Ardennes,,,,0,0,apposition,"). Soc. an. au cap de 9.008.000 fr. Conseil d'adm. : Prés. : M. Albert Gérard, sénateur des Ardennes, maître de forges [à Flize], 68, bd de Courcelles, Paris ; Adm. d",Annuaire industriel 1925,Tunisie,Tunisie
afrique-du-nord-ann-indus-1925-tunisie-d7c1f4,carnot-e,carnot-e,1,Ernest Carnot,Carnot,Ernest,Chamber of Deputies,Côte-d’Or,1895-1898,1895,1898,1,0,entry_header,ageries maritimes. Auteur en 1892 d’un rapport sur les Charbonnages du Tonkin. Député de la Côte-d’Or (1895-1898). Représentant des Messageries maritimes à l’Est-As,Annuaire industriel 1925,Tunisie,Tunisie
afrique-du-nord-ann-indus-1925-tunisie-d7c1f4,heuzey-c,heuzey-c,1,Charles Heuzey,Heuzey,Charles,Chamber of Deputies,Château-Chinon,1910-1914,1910,1914,1,0,entry_header,"rente du 10 succursaliste Félix Potin, grand propriétaire viticole en Tunisie. Ancien député de Château-Chinon, Nièvre (1910-1914), à la suite de son frère Pierre, qui ava",Annuaire industriel 1925,Tunisie,Tunisie
afrique-du-nord-ann-indus-1938-alg-0c21c1,benazet-p,benazet-p,1,Paul Bénazet,Bénazet,Paul,Senate,Indre,,,,0,0,bracket,"-prés.-adm. dél. : M. R[aymond] Beaugey [† 1929] ; Adm. : MM. P[aul] Bénazet [sénateur de l’Indre][dém. en 1932], H. Bauer*, J[ules] Bernard [Usines métallurgiques d",Annuaire industriel 1938,Algerie,Algérie
afrique-du-nord-ann-indus-1938-maroc-992aca,boussenot-g,boussenot-g,1,Georges Boussenot,Boussenot,Georges,Chamber of Deputies,Réunion,,,,0,0,bracket,"ande, E. Casteincau, G[eorges] Boussenot [anc. médecin des troupes coloniales, anc. député de la Réunion…]. — Comptoirs en Afrique occidentale, équatoriale et au Maroc. ",Annuaire industriel 1938,Maroc,Maroc
afrique-du-nord-ann-indus-1938-tunisie-06d5aa,paul-fleurot,,0,[Paul] Fleurot,[Paul] Fleurot,,Senate,,,,,0,0,bracket,"ttens [Zafiropulo], Brossette, [Ernest] Carnot, [Paul] Fleurot [cm Paris, puis sénateur gauche démocratique de la Seine. Adm. Cie d’exploitations forestières africain",Annuaire industriel 1938,Tunisie,Tunisie
afrique-du-nord-auto-circuits-nordaf-3dd1ed,duroux,duroux-j,1,Duroux,Duroux,,Senate,Alger,,,,0,0,apposition,"l, par M. Brunel, directeur de l'Agriculture et du Tourisme, et par M. Duroux, sénateur d'Alger, il a longuement étudié l'œuvre de ses collaborateurs et a tenu à mani",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-auto-circuits-nordaf-3dd1ed,taittinger-p,taittinger-p,1,Pierre Taittinger,Taittinger,Pierre,Chamber of Deputies,,,,,0,0,apposition,"a en automobile Le grand tourisme en Afrique du Nord par Pierre Taittinger, député, vice-président de la Commission des Colonies (Les Annales coloniales, 15 mai ",Auto-Circuits nord-africains,Maroc,Maroc
afrique-du-nord-banca-italiana-di-sconto-3b76ca,lautier-e,lautier-e,1,Eugène Lautier,Lautier,Eugène,Chamber of Deputies,Guyane,1924-1932,1924,1932,1,0,entry_header,"acteur en chef à partir de 1919 de L’Homme libre, journal créé par Clemenceau. Député de la Guyane (1924-1932). Joseph Loste (et non Lhoste) : fondateur et préside","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banca-italiana-di-sconto-3b76ca,rossi-c,rossi-c,1,Cesare Rossi,Rossi,Cesare,Senate,,,,,0,0,apposition,"olitiques, industriels et financiers. Citons, entre autres : MM. Cesare Rossi, sénateur, président ; Mario Perrone, vice- président ; Pogliani, administrateur délégué","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banca-italiana-di-sconto-3b76ca,marconi-g,marconi-g,1,Guillaume Marconi,Marconi,Guillaume,Senate,,,,,0,0,apposition,"ésident honoraire, le commandeur César Rossi. President, M. Guillaume Marconi, sénateur. Vice-présidents, le grand officier Marius Perrone et M. Achille Venzaghi. ad","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banca-italiana-di-sconto-3b76ca,gavazzi-l,gavazzi-l,1,Louis Gavazzi,Gavazzi,Louis,Senate,,,,,0,0,apposition,"ur Joseph Da Zara, M. Ernest Galazzi, M. Charles Galimberti, M. Louis Gavazzi, sénateur ; le grand- officier François Gondrand, M. Joseph Gruess, M. Léopold Introini, ","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banca-italiana-di-sconto-3b76ca,leonardi-cattolica-p,leonardi-cattolica-p,1,Pascal Leonardi Cattolica,Leonardi Cattolica,Pascal,Senate,,,,,0,0,apposition,"ruess, M. Léopold Introini, M. Louis Lazzarini, M. Pascal Leonardi Cattolica, sénateur, M. Louis Dreyfus, le commandeur Léopold Mabilleau, le commandeur Louis Mazz","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banca-italiana-di-sconto-3b76ca,scalini-h,,0,Henri Scalini,Scalini,Henri,Senate,,,,,0,0,apposition,"zi, avocat, le commandeur Léon Rappaport, M. Philippe Reina, M. Henri Scalini, sénateur ; le marquis Louis Solari. —————————— La défaillance de la Banca italiana di","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banca-italiana-di-sconto-3b76ca,guglielmo-marconi,,0,Guglielmo-Marconi,Guglielmo-Marconi,,Senate,,,,,0,0,apposition,"envoyés devant la Haute Cour, on notait : le président, M. Guglielmo-Marconi, sénateur ; les vice-présidents, MM. Mario Perrone et Venzaghi: l'administrateur délégué","Banque italienne d'escompte Banca italiana di sconto, Rome",Tunisie,Tunisie
afrique-du-nord-banque-de-l-algerie-de58aa,de-keratry-e,de-keratry-e,1,Émile de Kératry,de Kératry,Émile,Chamber of Deputies,Finistère,1869,1869,1869,1,0,entry_header,", 6 avril 1904) : militaire, il participe à l'expédition 9 du Mexique, devient député du Finistère (1869), préfet de police de Paris (4 septembre 1870), s'évade en ","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,etienne,etienne,1,Étienne,Étienne,,Chamber of Deputies,Oran,,,,0,0,apposition,"hésiterions pas à poursuivre, mais il n'y a rien tel jusqu'ici. » M. Étienne, député d'Oran. — M. Nelson-Chiérico a fortifié les réserves de la Banque de l'Algérie","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,broussais,,0,Broussais,Broussais,,Chamber of Deputies,Alger,,,,0,0,apposition,"fois pour M. Moreau et pour nous. Nous apprenons, en effet, que M. Broussais, député d'Alger, toujours animé du souci de défendre les légitimes intérêts du commerc","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,cosnier-h,cosnier-h,1,Henri Cosnier,Cosnier,Henri,Chamber of Deputies,Indre,,,,0,0,apposition,"été traitée, il y a quelques semaines, dans les Annales, par M. Henri Cosnier, député de l'Indre. Voici, depuis cette étude, quelques éléments nouveaux concernant l","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,bluysen-p,bluysen-p,1,Paul Bluysen,Bluysen,Paul,Chamber of Deputies,,,,,0,1,apposition,"ôts d'or aux colonies (Les Annales coloniales, 21 août 1915) M. Paul Bluysen, député, avait exposé, par question écrite au ministre des finances, qu'à la date du 2","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,roux-freyssineng,,0,Roux-Freyssineng,Roux-Freyssineng,,Chamber of Deputies,Oran,,,,0,0,apposition,"us avons pu joindre notre excellent ami et collaborateur M. Roux-Freyssineng, députe d'Oran, arrivé à temps pour assister aux obsèques de M. Eugène Étienne. M. Ro","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,gasser-j,,0,J. Gasser,Gasser,J.,Senate,Oran,,,,0,0,apposition,"rands établissements du crédit. ———————————— Un tour de vis par J. Gasser, sénateur d'Oran (Les Annales coloniales, 13 février 1925) On a dit et répété, on a c","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
afrique-du-nord-banque-de-l-algerie-de58aa,cuttoli-j,cuttoli-j,1,Jules Cuttoli,Cuttoli,Jules,Chamber of Deputies,Algérie,1928-1936,1928,1936,1,0,apposition,"r chaque Commission de l'Algérie et des colonies, présidée par Jules Cuttoli, député de l'Algérie (1928-1936). 34 tranche nouvelle d'émission de 200 millions pour","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",Algerie,Algérie
