person_id,name,name_as_parsed,positionality,positionality_group,confidence,evidence,regions,countries,n_board_companies,n_board_ties,first_year,last_year
ahmed-ben-hadj-tabar-mekour,Ahmed ben Hadj Tabar Mekour,Ahmed ben Hadj Tabar Mekour,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,1,1930,1930
ahmed-ben-larbi-bou-ayed,Ahmed ben Larbi bou Ayed,Ahmed ben Larbi bou Ayed,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1921,1922
coubeche-a,Ali Coubèche,Ali Coubèche,native,maghrebi_arab_berber,medium,maghrebi_given_name,Madagascar et Djibouti,Djibouti,1,2,1922,1926
goubeche-a,Ali Goubèche,Ali Goubèche,native,maghrebi_arab_berber,medium,maghrebi_given_name,Madagascar et Djibouti,Djibouti,1,1,1921,1921
decortiquage-des-arachides-centres-divers-attem-yo,Attem Youssef,décortiquage des arachides. Centres divers. Attem Youssef,native,maghrebi_arab_berber,medium,maghrebi_given_name;name_recovered,Afrique occidentale francaise,Afrique occidentale française,1,1,1926,1926
bordj-bou-arreridj,Bordj-Bou- Arreridj,Bordj-Bou- Arreridj,native,maghrebi_arab_berber,medium,maghrebi_particle,Algerie,Algérie,1,1,1925,1925
bou-ached,Bou-Ached,Bou-Ached,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1926,1926
bou-arada,Bou-Arada,Bou-Arada,native,maghrebi_arab_berber,medium,maghrebi_particle,Algerie,Algérie,1,1,1925,1925
bou-arfa,Bou-Arfa,Bou-Arfa,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,0,0,1949,1949
mohamed-b,Boudali Mohamed,Boudali Mohamed,native,maghrebi_arab_berber,medium,maghrebi_given_name,Algerie,Algérie,1,1,1928,1928
brahim-el-glaoui,Brahim el Glaoui,Brahim el Glaoui,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1949,1969
par-el-borouj-b,Bécibissa par El Borouj,Bécibissa par El Borouj,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1953,1953
el-hadj-thami-el-glaoui,EL HADJ THAMI EL GLAOUI,EL HADJ THAMI EL GLAOUI,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,0,0,1938,1938
el-biar,El Biar,El Biar,native,maghrebi_arab_berber,medium,maghrebi_particle,Algerie; Empire (transversal),Algérie,0,0,1925,1925
el-biar-alger,El Biar-Alger,El Biar-Alger,native,maghrebi_arab_berber,medium,maghrebi_particle,Algerie,Algérie,1,1,1942,1942
el-glaoui,El Glaoui,El Glaoui,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1935,1935
el-hadj-mamadou-assane-n-daye,El Hadj Mamadou Assane N'Daye,El Hadj Mamadou Assane N'Daye,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Afrique occidentale francaise,Afrique occidentale française,1,1,1963,1963
el-hadj-taar-el-mokri,El Hadj Taar el Mokri,El Hadj Taar el Mokri,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,1,2,1922,1926
el-mokri,El Mokri,El Mokri,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1951,1951
el-mouassine,El Mouassine,El Mouassine,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc; Pacifique,Maroc; Nouvelles-Hébrides (Mélanésie),2,2,1928,1930
el-viage,El Viage,El Viage,native,maghrebi_arab_berber,medium,maghrebi_particle,Empire (transversal),,1,1,1925,1925
el-karit,El-Karit,El-Karit,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,0,0,1949,1949
biskra-exportation-de-dattes-onyx-d-el-kantara,Exportation de dattes.. ONYX d'EL-KANTARA,Biskra. Exportation de dattes.. ONYX d'EL-KANTARA,native,maghrebi_arab_berber,medium,maghrebi_particle;name_recovered,Algerie,Algérie,0,0,1910,1910
mohamed-ben-m-fedel-ben-gelloun-h,Hadi Mohamed ben M'Fedel Ben Gelloun,Hadi Mohamed ben M'Fedel Ben Gelloun,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,1,1930,1930
conseil-mm-s-exc-hadj-etchami,Hadj Etchami,Conseil: MM. S. Exc. Hadj Etchami,native,maghrebi_arab_berber,medium,maghrebi_honorific;name_recovered,Maroc,Maroc,1,1,1930,1930
exc-hadj-thami-glaoui-s,Hadj Thami Glaoui,S. Exc. Hadj Thami Glaoui,native,maghrebi_arab_berber,medium,maghrebi_honorific;name_recovered,Maroc,Maroc,1,1,1930,1930
ou-hadj-lahoussine-arrab-tougain-h,Hamida ou Hadj Lahoussine Arrab Tougain,Hamida ou Hadj Lahoussine Arrab Tougain,native,maghrebi_arab_berber,medium,maghrebi_honorific,Maroc,Maroc,1,1,1928,1928
ou-hadj-lahoussine-arrab-tougani-h,Hamida ou Hadj Lahoussine Arrab Tougani,Hamida ou Hadj Lahoussine Arrab Tougani,native,maghrebi_arab_berber,medium,maghrebi_honorific,Maroc,Maroc,1,1,1930,1930
hammam-bou-hadjar,Hammam-bou-Hadjar,Hammam-bou-Hadjar,native,maghrebi_arab_berber,medium,maghrebi_particle,Algerie,Algérie,1,1,1925,1925
hassan-ben-djelloul,Hassan ben Djelloul,Hassan ben Djelloul,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1922,1926
hassan-ben-m-feddel-benjelloun,Hassan ben M'Feddel Benjelloun,Hassan ben M'Feddel Benjelloun,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,1,1930,1930
hassan-j,Jo Hassan,Jo Hassan,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,1,1,1952,1952
m-hamed-el-mendjera,M'Hamed el Mendjera,M'Hamed el Mendjera,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1926,1926
ahmed-oizan-chapon-m,Marcel Ahmed Oizan-Chapon,Marcel Ahmed Oizan-Chapon,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,0,0,1949,1949
medjez-el-bab,Medjez-el-Bab,Medjez-el-Bab,native,maghrebi_arab_berber,medium,maghrebi_particle,Algerie,Algérie,1,1,1925,1925
elevage-du-betail-moctar-ben-messaoud,Moctar ben Messaoud,élevage du bétail. Moctar ben Messaoud,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name;name_recovered,Afrique occidentale francaise,Afrique occidentale française,1,1,1926,1926
cotonnades-mohamed,Mohamed,cotonnades. Mohamed,native,maghrebi_arab_berber,medium,maghrebi_given_name;name_recovered,Madagascar et Djibouti,Djibouti,1,1,1926,1926
abid-m,Mohamed Abid,Mohamed Abid,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,0,0,1949,1949
mohamed-ben-abbes-benani,Mohamed Ben Abbès Benani,Mohamed Ben Abbès Benani,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1952,1952
mohamed-ben-abdelghin-el-zizi,Mohamed Ben Abdelghin El Zizi,Mohamed Ben Abdelghin El Zizi,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1952,1952
mohamed-ben-otman,Mohamed Ben Otman,Mohamed Ben Otman,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Tunisie,Tunisie,1,2,1948,1951
boulhal-m,Mohamed Boulhal,Mohamed Boulhal,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,1,1,1941,1941
hadjoudj-m,Mohamed Hadjoudj,Mohamed Hadjoudj,native,maghrebi_arab_berber,medium,maghrebi_given_name,Tunisie,Tunisie,1,1,1951,1951
laraki-m,Mohamed Laraki,Mohamed Laraki,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,1,1,1952,1952
mohdi-el-hajoui-m,Mohamed Mohdi El Hajoui,Mohamed Mohdi El Hajoui,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1950,1969
nehlil-m,Mohamed Nehlil,Mohamed Nehlil,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,1,1,1913,1913
mohamed-ben-abdelkader-hrichi,Mohamed ben Abdelkader Hrichi,Mohamed ben Abdelkader Hrichi,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,1,1969,1969
mohamed-ben-abdeslam-lahlou,Mohamed ben Abdeslam Lahlou,Mohamed ben Abdeslam Lahlou,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,1,1930,1930
mohamed-ben-amed-tazi,Mohamed ben Amed Tazi,Mohamed ben Amed Tazi,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,0,0,1949,1949
mohamed-ben-hadj-mohamed-guessous,Mohamed ben Hadj Mohamed Guessous,Mohamed ben Hadj Mohamed Guessous,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,1,1930,1930
mohamed-ben-lachmi,Mohamed ben Lachmi,Mohamed ben Lachmi,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1950,1969
mohamed-ben-makhlouf,Mohamed ben Makhlouf,Mohamed ben Makhlouf,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,0,0,1949,1949
mohamed-ben-ei-m-fadel-ben-djelloul,Mohamed ben eI M'Fadel ben Djelloul,Mohamed ben eI M'Fadel ben Djelloul,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1921,1922
mohamed-el-guebbas,Mohamed el Guebbas,Mohamed el Guebbas,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Algerie,Algérie,1,1,1938,1938
mohamed-el-kettani,Mohamed el Kettani,Mohamed el Kettani,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,0,0,1949,1949
mohamed-el-lachmi,Mohamed el Lachmi,Mohamed el Lachmi,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1948,1953
mohammed-el-guebbas,Mohammed el Guebbas,Mohammed el Guebbas,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Algerie,Algérie,1,2,1931,1933
larbi-el-alaoui-m,Moulay Larbi El Alaoui,Moulay Larbi El Alaoui,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,2,1951,1951
mustapha,Mustapha,Mustapha,native,maghrebi_arab_berber,medium,maghrebi_given_name,Algerie; Empire (transversal),Algérie,0,0,1925,1925
tamzali-m,Mustapha Tamzali,Mustapha Tamzali,native,maghrebi_arab_berber,medium,maghrebi_given_name,Algerie,Algérie,1,1,1948,1948
sebti-o,Omar Sebti,Omar Sebti,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,1,2,1949,1969
port-said,Port-Saïd,Port-Saïd,native,maghrebi_arab_berber,medium,maghrebi_given_name,Algerie; Empire (transversal),Algérie,0,0,1925,1925
mohamed-r,Remaoun Mohamed,Remaoun Mohamed,native,maghrebi_arab_berber,medium,maghrebi_given_name,Algerie,Algérie,0,0,1928,1928
si-s,S. E. Si,S. E. Si,native,maghrebi_arab_berber,medium,maghrebi_honorific,Maroc,Maroc,1,1,1937,1937
si-hadj-abdeselam-ben-abdessadok-s,S. E. Si Hadj Abdeselam Ben Abdessadok,S. E. Si Hadj Abdeselam Ben Abdessadok,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,1,1,1944,1944
si-hadj-thami-el-glaoui-s,S. E. Si Hadj Thami El Glaoui,S. E. Si Hadj Thami El Glaoui,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,1,1,1966,1966
si-thami-el-mokri-s,S. E. Si Thami el Mokri,S. E. Si Thami el Mokri,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,1,2,1951,1969
mohamed-ben-ali-s,S. Mohamed ben Ali,S. Mohamed ben Ali,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Maroc,Maroc,1,1,1948,1948
si-hadj-abdesselam-ben-abdessadok-s,S.-E. Si Hadj Abdesselam Ben Abdessadok,S.-E. Si Hadj Abdesselam Ben Abdessadok,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,1,1,1926,1926
mansour-s,Said Mansour,Said Mansour,native,maghrebi_arab_berber,medium,maghrebi_given_name,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,5,1920,1975
tourqui-ben-charifou-s,Saïd Tourqui Ben Charifou,Saïd Tourqui Ben Charifou,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Madagascar et Djibouti,Madagascar,1,2,1951,1953
l-amin-si-el-hadj-idris-ben-djelloun,Si El Hadj Idris Ben Djelloun,l'amin Si El Hadj Idris Ben Djelloun,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle;name_recovered,Maroc,Maroc,1,1,1938,1938
excel-si-thami-el-mokri-s,Si Thami el Mokri,S. Excel. Si Thami el Mokri,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle;name_recovered,Maroc,Maroc,2,2,1949,1969
sidi-ahmed,Sidi-Ahmed,Sidi-Ahmed,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_given_name,Algerie,Algérie,1,1,1925,1925
sidi-bou-beker,Sidi-Bou-Beker,Sidi-Bou-Beker,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,1,1,1944,1944
sidi-brahim,Sidi-Brahim,Sidi-Brahim,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_given_name,Empire (transversal),,1,1,1912,1912
sidi-tiouli,Sidi-Tiouli,Sidi-Tiouli,native,maghrebi_arab_berber,medium,maghrebi_honorific,Maroc,Maroc,1,1,1944,1944
sidi-bel-abbes,Sidi-bel-Abbès,Sidi-bel-Abbès,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Algerie,Algérie,1,1,1925,1925
souk-el-tleta-du-rharb,Souk el Tleta du Rharb,Souk el Tleta du Rharb,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1953,1953
souk-el-arba-du-rharb,Souk-el-Arba du Rharb,Souk-el-Arba du Rharb,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1953,1953
omar-sebti-t,Tadj Omar Sebti,Tadj Omar Sebti,native,maghrebi_arab_berber,medium,maghrebi_given_name,Maroc,Maroc,2,3,1952,1969
tahar-ben-ammar,Tahar Ben Ammar,Tahar Ben Ammar,native,maghrebi_arab_berber,high,maghrebi_particle;maghrebi_given_name,Tunisie,Tunisie,1,2,1948,1951
sid-el-yamani-t,Trick Sid-el-Yamani,Trick Sid-el-Yamani,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,1,1,1930,1930
yamani-el-mouassine,Yamani el Mouassine,Yamani el Mouassine,native,maghrebi_arab_berber,medium,maghrebi_particle,Maroc,Maroc,0,0,1930,1930
el-hadj-thami,el Hadj Thami,el Hadj Thami,native,maghrebi_arab_berber,high,maghrebi_honorific;maghrebi_particle,Maroc,Maroc,1,1,1937,1937
nataf-a,A. Nataf,A. Nataf,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Tunisie,Tunisie,2,4,1948,1953
azoulay-a,Abraham Azoulay,Abraham Azoulay,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Algerie,Algérie,1,1,1924,1924
corcos-a,Aldo Corcos,Aldo Corcos,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1935,1935
produits-similaires-assouline,Assouline,produits similaires. Assouline,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname;name_recovered,Maroc,Maroc,1,1,1950,1950
attal,Attal,Attal,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1930,1930
bensimon,Bensimon,Bensimon,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1950,1950
bensoussan,Bensoussan,Bensoussan,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1941,1941
ufs-meknes-david-a-benchimol,David A. Benchimol,œufs. Meknès. David A. Benchimol,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname;name_recovered,Maroc,Maroc,1,1,1926,1926
amram-e,Elmaleh Amram,Elmaleh Amram,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1941,1941
boccara-e,Enrico Boccara,Enrico Boccara,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,2,1922,1927
nataf-f,Félix Nataf,Félix Nataf,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1952,1952
g-h-smadja,G.- H. Smadja,G.- H. Smadja,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Madagascar et Djibouti,Madagascar,1,1,1973,1973
smadja-g,G.-H. Smadja,G.-H. Smadja,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Madagascar et Djibouti,Madagascar,1,1,1940,1940
guez-g,Gabriel Guez,Gabriel Guez,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Empire (transversal),,1,1,1937,1937
amar-h,H. Amar,H. Amar,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Proche-Orient,Macédoine,1,3,1933,1940
smadja-h,H. Smadja,H. Smadja,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Madagascar et Djibouti,Madagascar,1,1,1937,1937
bessis-batiment-j,J. Bessis.. BATIMENT,J. Bessis.. BATIMENT,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Tunisie,Tunisie,0,0,1938,1938
toledano-j,J. Toledano,J. Toledano,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,2,2,1922,1926
ohana-j,Joseph Ohana,Joseph Ohana,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,0,0,1949,1949
cuirs-leon-corcos,Léon Corcos,cuirs. Léon Corcos,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname;name_recovered,Maroc,Maroc,1,1,1926,1926
poils-leon-dahan,Léon Dahan,poils. Léon Dahan,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname;name_recovered,Maroc,Maroc,1,1,1922,1922
sentob-o,Ohana Sentob,Ohana Sentob,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1930,1930
amar-s,Saül Amar,Saül Amar,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Indochine; Proche-Orient,Indochine; Macédoine,2,5,1913,1940
ohana-s,Sento Ohana,Sento Ohana,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1935,1935
sidi-amar,Sidi-Amar,Sidi-Amar,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,1,1,1944,1944
dahan-s,Simon Dahan,Simon Dahan,intermediate,maghrebi_jewish,medium,maghrebi_jewish_surname,Maroc,Maroc,0,0,1949,1949
yeghen-pacha-a,Adly Yeghen- Pacha,Adly Yeghen- Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,2,1931,1933
naguib-el-hilali-pacha-a,Ahmed Naguib El Hilali Pacha,Ahmed Naguib El Hilali Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1953,1953
maher-pacha-a,Aly Maher Pacha,Aly Maher Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,3,1937,1953
edip-servet-tor-b,Bey Edip Servet Tor,Bey Edip Servet Tor,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,2,1937,1940
ismail-hakki-b,Bey Ismaïl Hakki,Bey Ismaïl Hakki,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,2,1937,1940
sezai-ome-b,Bey Sezaï Ome,Bey Sezaï Ome,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,2,1937,1940
pacha-nubar-b,Boghos Pacha Nubar,Boghos Pacha Nubar,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,3,1914,1920
pacha-c,Chukri Pacha,Chukri Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,1,1899,1899
servet-bey-e,E. Servet Bey,E. Servet Bey,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,3,1929,1933
hamdy-bey-e,Edhem Hamdy Bey,Edhem Hamdy Bey,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,1,1923,1923
ahmed-el-sawaf-f,Fouad Ahmed el Sawaf,Fouad Ahmed el Sawaf,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1953,1953
bey-mudarris-f,Fouad Bey Mudarris,Fouad Bey Mudarris,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Syrie-Liban,1,2,1929,1931
pacha-f,Férid pacha,Férid pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,1,,
effendi-melhame-h,Habib Effendi Melhamé,Habib Effendi Melhamé,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,1,1899,1899
afifi-pacha-h,Hafez Afifi Pacha,Hafez Afifi Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1948,1948
afifi-pachan-a-celier-h,Hafez Afifi pachan A. Célier,Hafez Afifi pachan A. Célier,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1940,1940
halid-bey-h,Hakki Halid Bey,Hakki Halid Bey,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,1,,
bey-melhame-h,Halim bey Melhamé,Halim bey Melhamé,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Syrie-Liban,1,2,1945,1948
sirry-pacha-h,Hussein Sirry Pacha,Hussein Sirry Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1953,1953
sivry-pacha-h,Hussein Sivry Pacha,Hussein Sivry Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1948,1948
hakki-bey-i,I. Hakki Bey,I. Hakki Bey,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,3,1929,1933
pacha-k,Kahil Pacha,Kahil Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1892,1892
choucri-pacha-m,Mahmoud Choucri Pacha,Mahmoud Choucri Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,2,1948,1953
khalil-bey-m,Mahmoud Khalil Bey,Mahmoud Khalil Bey,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,4,1937,1953
mahmoud-pacha-hamdy,Mahmoud-Pacha Hamdy,Mahmoud-Pacha Hamdy,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1892,1892
shakour-pacha-m,Mansour Shakour Pacha,Mansour Shakour Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Syrie-Liban,1,2,1929,1931
ahmed-pacha-nachaat-s,S. E. Ahmed-Pacha Nachaat,S. E. Ahmed-Pacha Nachaat,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,1,1887,1887
hamdy-bey-s,S. E. O. Hamdy Bey,S. E. O. Hamdy Bey,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Empire ottoman/Turquie,1,1,1906,1906
pacha-melhame-s,Sélim Pacha Melhamé,Sélim Pacha Melhamé,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Syrie-Liban,1,1,1906,1906
harb-pacha-t,Talaat Harb Pacha,Talaat Harb Pacha,local_non_french_elite,ottoman_egyptian,medium,ottoman_egyptian_name,Proche-Orient,Égypte,1,3,1933,1940
