person_id,company_key,company_name,role,year,source_ref,doc_id,annotation,from_company_id,match_method,n_observations,source_genre
mateu-y-pia-m,uniontropicaleplantations,Union tropicale de plantations,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Un. tropic. plantations,uniontropicaleplantationscoteivoire,prefix_exact_length,2,annotation
maurel-l-lucien,maurelprom,Maurel et Prom,administrateur,1922,"Bulletin mensuel de l’Agence économique de l’AOF, mai 1922, p. 138",afrique-occidentale-salins-du-sine-saloum-936ef8,Maurel-et-Prom,salinssinesaloum,prefix_exact_length,2,annotation
max-auger-m,unionminierehautemana,Union minière de la Haute-Mana,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Un. minière Haute Mana,unionminierehtemanaguyane,prefix,2,annotation
maxime-robert-jeanep-jeannie-cusenier,indochinoiseconstructionselectriquesmecaniques,Société indochinoise de constructions électriques et mécaniques,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Indoch. d’élect,indochinoiseelectricite,prefix,2,annotation
may-e,socindustrielletelephones,Soc. Industrielle des TÉLÉPHONES,administrateur,1925,Annuaire industriel 1925,inde-indochine-dtp-1902-1973-1e3306,Sté indus. téléphones,dragagestravauxpublics,prefix,2,annotation
mazauric-v,berliet,Berliet,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Berliet,berliet1967michelincitroen1974saviemrenault1978rvi2001renaulttrucks,exact_single_token,2,annotation
mazeaud-r,francobelgematerielcheminsfer,Société FRANCO-BELGE de MATÉRIEL de CHEMINS de FER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie fse mat. ch. de fer,materielchfer,prefix,2,annotation
menasche-a,comptoirsafricains,Compagnie Générale des Comptoirs africains,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Cie gén. comptoirs afr,minierefoncierebandama,prefix_exact_length,2,annotation
metenier-c,francobelgematerielcheminsfer,Société FRANCO-BELGE de MATÉRIEL de CHEMINS de FER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie fse mat. ch. fer,materielchfer,prefix,2,annotation
meynial-p,molybdene,Le Molybdène,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Molybdène,molybdenemaroc,exact_single_token,2,annotation
michel-cote-c,afriqueorientale,Compagnie de l'Afrique Orientale,administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",madagascar-et-djibouti-ann-indus-1938-madag-7d57c3,Cie de l'Afr. or,creditfonciermadagascar,prefix_exact_length,2,annotation
michel-cote-c,etudesentreprisescoloniales,Compagnie française d'Études et entreprises coloniales,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Cie Études et entrep. col,minesfalemegambie,prefix_exact_length,2,annotation
michel-herve-ep-germaine-gouin-fille-de-gaston-nie,fevrecarrieresscieriesbourgogne,FËVRE et Cie. Carrières et Scieries de Bourgogne,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Carr. et sc. de F,carrieresscieriesfrance,prefix,2,annotation
michez-a,agencesmaritimeshenrylesage,Agences maritimes Henry Lesage,administrateur,1951,"AEC 1951, p. 420",afrique-occidentale-commerciale-agricole-guinee-a7cd72,Agences maritimes Lesage,commercialeagricoleguinee,prefix,2,annotation
millagou-a,algeriennecreditbanque,Société nouvelle de la Compagnie algérienne de crédit et de banque,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie algérienne de crédit et de bq,algeriennecreditbanquefrancealgerietunisiemaroctangerliban,prefix,2,annotation
millet-f,penarroya,Peñarroya,administrateur,1945,Annuaire Desfossés 1945,empire-francaise-du-laurium-cd98fa,Peñarroya,mineslaurium,exact_single_token,2,annotation
mirabaud-francoisfils-deugene-et-solange-pillivuyt,algeriennecreditbanque,Société nouvelle de la Compagnie algérienne de crédit et de banque,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie algérienne créd. et bq,algeriennecreditbanquefrancealgerietunisiemaroctangerliban,prefix,2,annotation
monick-e,raffineriessucresaintlouis,Société des Raffineries de sucre de Saint-Louis,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Raff. sucr. St-Louis,stlouisraffineriesucre,prefix,2,annotation
monnier-c,banqueneuflize,Banque de Neuflize,administrateur,1952,"Vie financière ???, 4 septembre 1952",afrique-du-nord-aec-1951-maroc-0655fe,Bq Neuflize,participationscolonialesfinancieres,prefix,2,annotation
monnier-p,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ch. de fer sur routes d’Algérie,algeriecheminsferroutes,prefix,2,annotation
morand-a,louissauvegrainfsecooperativeconsommation,Louis Sauvegrain. Société fse coopérative de consommation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. générale des coop. de consomm,coopconsomm,prefix,2,annotation
moreau-r,fermierecheminsfertunisiens,Cie Fermière des chemins de fer tunisiens,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Fermière ch. fer Tunisiens,tunisiensfermierechfer,prefix,2,annotation
moret-e-edmond,banqueparispaysbasparibas,Banque de Paris et des Pays-Bas (Paribas),administrateur,,,proche-orient-nationale-empire-ottoman-07a70a,Banque de Paris et des Pays-Bas,nationalecommerceindustrieagriculturedansempireottoman,prefix,2,annotation
nadaud-l,censeurcreditfoncierfrance,censeur du Crédit foncier de France,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,censeur Créd. fonc. France,creditfoncierfrance,prefix,2,annotation
naud-j,denainanzin,Denain-Anzin,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-madagascar-1deb0e,Denain-Anzin,comptoirnationalescompteparis,prefix_exact_length,2,annotation
navarre-b,papeteriesnavarre,PAPETERIES NAVARRE,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Pap. Navarre,papeteriesnavarremoulinpapaultiteuilselonma1952unalimufa,prefix,2,annotation
neton-a,marseillaisemadagascar,Compagnie Marseillaise de Madagascar,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Marseillaise de Madag,marseillaisemadagascarbesson,prefix_exact_length,2,annotation
neu-j,dalmatienne,La Dalmatienne,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Dalmatienne,dalmatiennefrseforceshydroelectriquesdalmatiejulessurmont,exact_single_token,2,annotation
neveux-c,kuhlmann,Kuhlmann,administrateur,1951,"AEC 1951, p. 850",afrique-du-nord-cherifienne-d-engrais-6690ce,Kuhlmann,cherifienneengraisproduitschimiques,exact_single_token,2,annotation
neyrand-c,financierearmement,Société financière de l'Armement,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. fin. de l’armement,financarmement,prefix,2,annotation
nokin-m,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Beeringen,charbonnbeeringenb,prefix,2,annotation
normand-g,produitschimiquesterresrares,Société de Produits chimiques des terres rares,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Terres rares,terresraresproduitschimiquesimmobvaugouin,prefix,2,annotation
nove-josserand-f,berliet,Berliet,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Berliet,berliet1967michelincitroen1974saviemrenault1978rvi2001renaulttrucks,exact_single_token,2,annotation
olivier,olivier,Olivier & Cie,administrateur,1925,Annuaire industriel 1925,inde-indochine-aec-1922-indochine-c3f1fb,Cie Olivier,frigorifiquesextremeorient,exact_single_token,2,annotation
olivier-a,saintgobain,Compagnie de Saint-Gobain,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,St-Gobain,stgobainchaunycireyusinetonnaychte,prefix_exact_length,2,annotation
oppenheim,corsetssireneparisclapinetsfarcyoppenheimreunis,Les corsets Sirène-Paris (Clapin et Ets Farcy & Oppenheim réunis),administrateur,1911,"La Cote de la Bourse et de la banque, 6 juin 1911",afrique-du-nord-ouled-sellem-822d8f,Corsets Sirène,ouledsellemainsmara,prefix,2,annotation
orcel-j,brasseriesnordmarocain,Société des Brasseries du Nord-Marocain,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Brass. Nord-Maroc,brasseriesnordmarocainbranoma,prefix_exact_length,2,annotation
orjo-de-marchovelette,gal,Le Gal,administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-finagri-indus-maroc-ec3371,Général d',financiereagricultureindustriemaroc,exact_single_token,2,annotation
otto,eauxozoneruffecchatellerault,"Eaux et ozone (Ruffec, Châtellerault)",administrateur,1922,"AEC 1922, p. 532",afrique-du-nord-smd-5d0498,Eaux et ozone,marocainedistributioneaugazelectricite,prefix,2,annotation
oudinot-barbier-m,banquealgerie,BANQUE DE L'ALGERIE,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Bq Alg,banquealgerietunisie,prefix_exact_length,2,annotation
painvin-r,phosphatesconstantine,Compagnie des Phosphates de Constantine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Phos. Constantine,phosphatesconstantinekouifprestebessafuturecomiphos,prefix_exact_length,2,annotation
palaz-j,eclairageforcemaroc,Cie d'Éclairage et de force au Maroc,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Écl. et force au Maroc,grandstravauxmarseille,prefix,2,annotation
pallier-g,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ch. de fer sur routes d’Alg,algeriecheminsferroutes,prefix,2,annotation
pallier-g,algeriennecreditbanque,Société nouvelle de la Compagnie algérienne de crédit et de banque,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie algérienne créd.+bq,algeriennecreditbanquefrancealgerietunisiemaroctangerliban,prefix,2,annotation
pallier-g,fermierecheminsfertunisiens,Cie Fermière des chemins de fer tunisiens,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Fermière ch. de fer tunis,tunisiensfermierechfer,prefix,2,annotation
paoli-l,unicomer,L'UNICOMER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Unicomer,unicomeretsreychenne,exact_single_token,2,annotation
parsons-f,thomsonhouston,Thomson-Houston,administrateur,1909,"Le Temps, 11 octobre 1909",afrique-du-nord-gen-distribution-energie-elec-621d8c,Thomson-Houston,distributionenergieelectrique,prefix,2,annotation
pasio-de-perado-a-santander,espagne,l'Espagne,administrateur,1925,Annuaire industriel 1925,afrique-du-nord-metetmin-franco-marocaine-a60028,Espagne,metallurgiqueminierefrancomarocaine,exact_single_token,2,annotation
pasteau-m,cheminsferindochineyunnan,Compagnie française des Chemins de fer de l'Indochine et du Yunnan,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ch. fer Indochine-Yunnan,indochineyunnanchfer,prefix_exact_length,2,annotation
pasteau-m,unicomer,L'UNICOMER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Unicomer,unicomeretsreychenne,exact_single_token,2,annotation
pasteur-c,francobelgematerielcheminsfer,Société FRANCO-BELGE de MATÉRIEL de CHEMINS de FER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie fse mat. ch. de fer,materielchfer,prefix,2,annotation
paul-cavallier-p,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Beeringen,charbonnbeeringenb,prefix,2,annotation
pavin-de-lafarge-h,lafarge,Lafarge,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Lafarge,lafargeteilchauxcimentsusinecouronne,exact_single_token,2,annotation
penarroya,minieregundafa,Société minière des Gundafa,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Min. Gundafa,minieregundafamaroc,prefix_exact_length,2,annotation
pepin-l,nestlealimentanasa,Nestlé alimentana SA,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Nestlé Alimentana,landesbankundgirozentralesaar,prefix,2,annotation
pernotte,banquefrancochinoise,La Banque franco-chinoise,administrateur,1925,Annuaire industriel 1925,inde-indochine-aec-1922-indochine-c3f1fb,Bq franco-chinoise,frigorifiquesextremeorient,prefix_exact_length,2,annotation
pernotte-j,banqueindustriellechine,La Banque industrielle de Chine,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Bq indus. Chine,huileriesafricaines,prefix_exact_length,2,annotation
pernotte-j,banqueindustriellechine,La Banque industrielle de Chine,administrateur,1919,"L’Information financière, économique et politique, 7 août 1919",afrique-du-nord-uffepcs-cdeb84,Bq indus. de Chine,unionfabriquesengraisproduitschimiquessuperphosphates,prefix_exact_length,2,annotation
perot-f,charbonnagesnordafricains,Charbonnages nord-africains,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charbonn. nord-africains,charbonnnordafricainsdjeradamaroc,prefix_exact_length,2,annotation
perrin-de-brichambaut,hersent,Société anonyme Hersent,administrateur,1951,AEC 1951,afrique-du-nord-port-de-fedhala-e16912,Hersent,entrepotsfrigorifiquesafriquenord,exact_single_token,2,annotation
perrin-t,saintgobain,Compagnie de Saint-Gobain,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,St-Gobain,stgobainchaunycireyusinetonnaychte,prefix_exact_length,2,annotation
persan,etshenrylepautemesnilroiseineoise,Ets Henry-Lepaute à Mesnil-le-Roi (Seine-et-Oise),administrateur,1938,Annuaire industriel 1938,empire-mftc-beauvais-4ecf05,Seine-et-Oise,manufacturetapiscouvertures,prefix,2,annotation
pesin-g,nationalenavigation,Compagnie Nationale de Navigation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Nationale de navig,nationalenavigationcnnjuillet1986repriseparfrsetransp,prefix,2,annotation
peyclet-a,phosphatesconstantine,Compagnie des Phosphates de Constantine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Phos. Constantine,phosphatesconstantinekouifprestebessafuturecomiphos,prefix_exact_length,2,annotation
peytel-a,pdtcreditindustrielalgerien,pdt du Crédit industriel algérien],administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,pdt Crédit algérien,creditalgerien,prefix,2,annotation
pfeiffer-c-claude,tahiti,Compagnie Française de Tahiti,administrateur,1956,Annuaire Desfossés 1956,madagascar-et-djibouti-aec-1951-madagascar-36cc19,> Cie fse Tahiti,comptoirscoloniauxchiris,exact_single_token,2,annotation
piaton-r,constructionfours,Compagnie française de construction de fours,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie gén. construc. fours,construcfourscarriereargilebedenacdev,prefix,2,annotation
piaz-d,transatlantique,Cie Générale Transatlantique,administrateur,1918,"La Cote de la Bourse et de la banque, 3 juillet 1918",afrique-du-nord-sefan-fedhala-ec63b8,Cie gén. transatlantique,entrepotsfrigorifiquesafriquenord,exact_single_token,2,annotation
picart-a,foretsscieriesbienhoa,Forêts et scieries de Bienhoa,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Forêts et sc. Biênhoà,bienhoaforetsscieries,prefix,2,annotation
picquet-hcomm-cptes,fermierecheminsfertunisiens,Cie Fermière des chemins de fer tunisiens,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Fermière ch. de fer tunis,tunisiensfermierechfer,prefix,2,annotation
pierres-l,angleterre,l'Angleterre,administrateur,1925,"ANNUAIRE INDUSTRIEL, 1925",madagascar-et-djibouti-ann-indus-1925-madag-8e7e7b,Angleterre,socexploitationminesorsihanaka,exact_single_token,2,annotation
pierret-j,papeteriesnavarre,PAPETERIES NAVARRE,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Pap. Navarre,papeteriesnavarremoulinpapaultiteuilselonma1952unalimufa,prefix,2,annotation
pierzownick-p,financiereexploitationsindustrielles,Société Financière d'exploitations industrielles,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Sté financ. d’exploit. indus,financexploitindusgoudchauxabs1960parnord,prefix,2,annotation
pila-fernandlyon,cimentsportlandartificielsindochine,Ciments Portland artificiels de l'Indochine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cim. Indoch,indochinecimentsportlandartificiels,prefix,2,annotation
pilter-r,pilter,Pilter,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Th. Pilter,piltermaisonthmachinesagricolesetc,exact_single_token,2,annotation
pinczon-j,constructionsmecaniques,Constructions mécaniques,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. gén. construc. mécaniques,constructionmecaniquescourneuve,prefix_exact_length,2,annotation
piot,banquecommercialemaroc,Banque commerciale du Maroc,administrateur,1958,"Espalion, Ardèche, 1880-Paris, 1958",afrique-du-nord-aec-1922-maroc-ba808c,Bq comm. Maroc,cherifiennecolonisation,prefix,2,annotation
