from_company_id,to_company_id,from_name,to_name,n_references
collectiontitrescoloniauxsergevolper,miniereafriquenord,Collection de titres coloniaux de Serge Volper,Compagnie Minière de l'Afrique du Nord,1
collectiontitrescoloniauxsergevolper,miniereamaracherki,Collection de titres coloniaux de Serge Volper,Société Minière d'Amara-Cherki,1
collectiontitrescoloniauxsergevolper,societesminieregundafa,Collection de titres coloniaux de Serge Volper,Sociétés Minière des Gundafa,1
collectiontitrescoloniauxsergevolper,minieremarocoriental,Collection de titres coloniaux de Serge Volper,Compagnie Minière du Maroc-Oriental,1
collectiontitrescoloniauxsergevolper,minieresouss,Collection de titres coloniaux de Serge Volper,Compagnie Minière du Souss,1
collectiontitrescoloniauxsergevolper,molybdene,Collection de titres coloniaux de Serge Volper,Le Molybdène,1
collectiontitrescoloniauxsergevolper,nantaiseimportationmaroc,Collection de titres coloniaux de Serge Volper,Société Nantaise d’Importation au Maroc,1
collectiontitrescoloniauxsergevolper,nordmarocain,Collection de titres coloniaux de Serge Volper,Cie française Française du Nord-Marocain,1
collectiontitrescoloniauxsergevolper,norteafricano,Collection de titres coloniaux de Serge Volper,Norte Africano,1
collectiontitrescoloniauxsergevolper,parismarocholdingcherifiengustavegompel,Collection de titres coloniaux de Serge Volper,"Paris-Maroc, le holding chérifien de Gustave Gompel",1
collectiontitrescoloniauxsergevolper,etablissementsperezcoudert,Collection de titres coloniaux de Serge Volper,Établissements Pérez et Coudert,1
collectiontitrescoloniauxsergevolper,petrolesouedbeth,Collection de titres coloniaux de Serge Volper,Compagnie des Pétroles de l’Oued Beth,1
collectiontitrescoloniauxsergevolper,recherchesforagespetroleszerhoun,Collection de titres coloniaux de Serge Volper,Société de recherches et forages des Pétroles du Zérhoun,1
collectiontitrescoloniauxsergevolper,phosphatesafriquenord,Collection de titres coloniaux de Serge Volper,"Cie des Phosphates de l'Afrique du Nord, puis Produits chimiques et phsphates de l'Afrique du Nord, puis Pétroles, Produits chimiques et phosphates et, à nouveau, Phosphates de l'Afrique du Nord",1
collectiontitrescoloniauxsergevolper,polietchaussonmaroc,Collection de titres coloniaux de Serge Volper,Poliet et Chausson-Maroc,1
collectiontitrescoloniauxsergevolper,internationaleregiecointeresseetabacsmaroc,Collection de titres coloniaux de Serge Volper,Société internationale de régie co-intéressée des Tabacs au Maroc,1
collectiontitrescoloniauxsergevolper,salinesfedhala,Collection de titres coloniaux de Serge Volper,Salines de Fedhala,1
collectiontitrescoloniauxsergevolper,saupiquetmaroc,Collection de titres coloniaux de Serge Volper,Saupiquet-Maroc,1
collectiontitrescoloniauxsergevolper,sucrieremarocaine,Collection de titres coloniaux de Serge Volper,Compagnie Sucrière Marocaine,1
collectiontitrescoloniauxsergevolper,sudmarocain,Collection de titres coloniaux de Serge Volper,Compagnie du Sud-Marocain,1
collectiontitrescoloniauxsergevolper,syndicatminiermaroc,Collection de titres coloniaux de Serge Volper,Syndicat minier du Maroc,1
collectiontitrescoloniauxsergevolper,unionauriferecasablancasuitemarocaineparticipations,Collection de titres coloniaux de Serge Volper,"Union aurifère, Casablanca. Suite de la Marocaine de Participations",1
collectiontitrescoloniauxsergevolper,africainecreditmobilier,Collection de titres coloniaux de Serge Volper,Société Africaine de crédit mobilier,1
collectiontitrescoloniauxsergevolper,africaine,Collection de titres coloniaux de Serge Volper,L'Africaine française,1
collectiontitrescoloniauxsergevolper,banqueafriqueoccidentale,Collection de titres coloniaux de Serge Volper,Banque de l'Afrique occidentale,1
collectiontitrescoloniauxsergevolper,commercialedahomey,Collection de titres coloniaux de Serge Volper,Société Commerciale du Dahomey,1
collectiontitrescoloniauxsergevolper,consolidatedgoldfieldsivorycoast,Collection de titres coloniaux de Serge Volper,The Consolidated Goldfields of the Ivory Coast,1
collectiontitrescoloniauxsergevolper,cotonafricain,Collection de titres coloniaux de Serge Volper,"Société du Coton africain, puis Coton et des textiles africains",1
collectiontitrescoloniauxsergevolper,cotonniereouestafricaine,Collection de titres coloniaux de Serge Volper,Compagnie cotonnière ouest-africaine,1
collectiontitrescoloniauxsergevolper,drogueriesafricaines,Collection de titres coloniaux de Serge Volper,"Drogueries africaines, puis Drogueries africaines et manufactures de matières colorantes Belga réunies",1
collectiontitrescoloniauxsergevolper,grandstravauxafricains,Collection de titres coloniaux de Serge Volper,Grands Travaux africains,1
collectiontitrescoloniauxsergevolper,fonciereouestafricain,Collection de titres coloniaux de Serge Volper,"Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique",1
collectiontitrescoloniauxsergevolper,gisementsauriferescomoeaffluents,Collection de titres coloniaux de Serge Volper,Compagnie française des Gisements aurifères du Comoé et affluents,1
collectiontitrescoloniauxsergevolper,huileriesrizeriesouestafricaines,Collection de titres coloniaux de Serge Volper,Société des Huileries et rizeries ouest-africaines,1
collectiontitrescoloniauxsergevolper,ivorycoastrubberestateslimited,Collection de titres coloniaux de Serge Volper,Ivory Coast Rubber Estates Limited,1
collectiontitrescoloniauxsergevolper,kokumboltd,Collection de titres coloniaux de Serge Volper,"Kokumbo, Ltd",1
collectiontitrescoloniauxsergevolper,miniereagricolemarcory,Collection de titres coloniaux de Serge Volper,"Société Minière et Agricole de Marcory, puis Minière et Agricole de la Côte-d'Ivoire",1
collectiontitrescoloniauxsergevolper,miniereindustrielleimmobilierecoteivoire,Collection de titres coloniaux de Serge Volper,"Minière, Industrielle et Immobilière de la Côte-d'Ivoire",1
collectiontitrescoloniauxsergevolper,omniumfrancoafricain,Collection de titres coloniaux de Serge Volper,Omnium franco-africain,1
collectiontitrescoloniauxsergevolper,peyrissaccolonialeafrique,Collection de titres coloniaux de Serge Volper,Peyrissac et Cie — Compagnie coloniale de l'Afrique française,1
collectiontitrescoloniauxsergevolper,plantationsimperie,Collection de titres coloniaux de Serge Volper,Plantations d'Impérié,1
collectiontitrescoloniauxsergevolper,africaineforestiereagricoledizangue,Collection de titres coloniaux de Serge Volper,"Société Africaine Forestière et Agricole, Dizangué",1
collectiontitrescoloniauxsergevolper,afriquecongo,Collection de titres coloniaux de Serge Volper,Afrique et Congo,1
collectiontitrescoloniauxsergevolper,afriquefonciereindustriellecommerciale,Collection de titres coloniaux de Serge Volper,"L'Afrique foncière, industrielle et commerciale",1
collectiontitrescoloniauxsergevolper,afriqueminiereequatoriale,Collection de titres coloniaux de Serge Volper,Afrique minière équatoriale,1
collectiontitrescoloniauxsergevolper,agricolecommercialealima,Collection de titres coloniaux de Serge Volper,Société Agricole et Commerciale de l'Alima,1
collectiontitrescoloniauxsergevolper,agricolecommercialesettecama,Collection de titres coloniaux de Serge Volper,Société Agricole et Commerciale du Setté Cama,1
collectiontitrescoloniauxsergevolper,agricoleforestiereindustrielleafrique,Collection de titres coloniaux de Serge Volper,"Société Agricole, Forestière et Industrielle pour l'Afrique",1
collectiontitrescoloniauxsergevolper,agricolekouilou,Collection de titres coloniaux de Serge Volper,Compagnie Agricole du Kouilou,1
collectiontitrescoloniauxsergevolper,plantationsassuku,Collection de titres coloniaux de Serge Volper,"Société des Plantations d'Assuku, puis Agricole du Gabon",1
collectiontitrescoloniauxsergevolper,agricolenkogo,Collection de titres coloniaux de Serge Volper,Société Agricole de N’Kogo,1
collectiontitrescoloniauxsergevolper,bascongo,Collection de titres coloniaux de Serge Volper,Compagnie Française du Bas-Congo,1
collectiontitrescoloniauxsergevolper,1929,Collection de titres coloniaux de Serge Volper,"S.A., 1929 Anciens Établissements A. Defaye",1
collectiontitrescoloniauxsergevolper,boismayumbe,Collection de titres coloniaux de Serge Volper,Compagnie des Bois du Mayumbé,1
collectiontitrescoloniauxsergevolper,africaineculturescommercecaoutchoucsequateur,Collection de titres coloniaux de Serge Volper,Société africaine de cultures et de commerce Caoutchoucs de l'Équateur,1
collectiontitrescoloniauxsergevolper,caoutchoucsproduitslobay,Collection de titres coloniaux de Serge Volper,Cie des Caoutchoucs et produits de la Lobay,1
collectiontitrescoloniauxsergevolper,cavescongolaisesbrazzavilleleopoldville,Collection de titres coloniaux de Serge Volper,"Caves congolaises, Brazzaville, Léopoldville",1
collectiontitrescoloniauxsergevolper,colonialedistributionenergieelectrique,Collection de titres coloniaux de Serge Volper,"Compagnie Coloniale de Distribution d'énergie électrique, puis Centrale de distribution d'énergie électrique",1
collectiontitrescoloniauxsergevolper,colonialegabon,Collection de titres coloniaux de Serge Volper,Compagnie Coloniale du Gabon,1
collectiontitrescoloniauxsergevolper,commercialeindustrielleagricolehautogooue,Collection de titres coloniaux de Serge Volper,"Société commerciale, industrielle et agricole du Haut-Ogooué",1
collectiontitrescoloniauxsergevolper,commercialekouilouniari,Collection de titres coloniaux de Serge Volper,Société Commerciale du Kouilou-Niari,1
collectiontitrescoloniauxsergevolper,cotonscongo,Collection de titres coloniaux de Serge Volper,"Société des Cotons du Congo, puis Compagnie cotonnière équatoriale française",1
collectiontitrescoloniauxsergevolper,commercialesanghaoubangui,Collection de titres coloniaux de Serge Volper,Compagnie Commerciale Sangha-Oubangui,1
collectiontitrescoloniauxsergevolper,comptoirsimportationexportationcongocameroun,Collection de titres coloniaux de Serge Volper,Société des comptoirs d'importation et d'exportation Congo-Cameroun,1
collectiontitrescoloniauxsergevolper,congomines,Collection de titres coloniaux de Serge Volper,Congo-Mines,1
collectiontitrescoloniauxsergevolper,congolaisecaoutchouc,Collection de titres coloniaux de Serge Volper,Compagnie Congolaise du Caoutchouc,1
collectiontitrescoloniauxsergevolper,creditfoncierafriqueequatorialebrazzaville,Collection de titres coloniaux de Serge Volper,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",1
collectiontitrescoloniauxsergevolper,creditfonciercongo,Collection de titres coloniaux de Serge Volper,Crédit foncier du Congo,1
collectiontitrescoloniauxsergevolper,ekelakadeisangha,Collection de titres coloniaux de Serge Volper,Ékéla-Kadeï-Sangha,1
collectiontitrescoloniauxsergevolper,equatorialemines,Collection de titres coloniaux de Serge Volper,Compagnie Équatoriale de mines,1
collectiontitrescoloniauxsergevolper,etudesgestionafriquenoire,Collection de titres coloniaux de Serge Volper,Société d'Études et de gestion de l'Afrique noire,1
collectiontitrescoloniauxsergevolper,etudesminieresboumba,Collection de titres coloniaux de Serge Volper,Société d'Études minières de Boumba,1
collectiontitrescoloniauxsergevolper,exploitationcaoutchouccongolyon,Collection de titres coloniaux de Serge Volper,"Société pour l'Exploitation du caoutchouc au Congo, Lyon, puis Villeurbanne",1
collectiontitrescoloniauxsergevolper,exploitationsforestieresafricaines,Collection de titres coloniaux de Serge Volper,Compagnie Exploitations forestières africaines,1
collectiontitrescoloniauxsergevolper,exploitationsminieresoubangui,Collection de titres coloniaux de Serge Volper,Exploitations minières de l'Oubangui,1
collectiontitrescoloniauxsergevolper,explorationscoloniales,Collection de titres coloniaux de Serge Volper,Société d’Explorations coloniales,1
collectiontitrescoloniauxsergevolper,financierecongo,Collection de titres coloniaux de Serge Volper,Société financière du Congo français,1
collectiontitrescoloniauxsergevolper,forestierelittoralgabonnais,Collection de titres coloniaux de Serge Volper,"Société Forestière du littoral gabonnais, puis Forestière du littoral gabonais",1
collectiontitrescoloniauxsergevolper,forestieremayombedimonikamvouti,Collection de titres coloniaux de Serge Volper,"Société Forestière de Mayombe, Dimonika-M’Vouti",1
collectiontitrescoloniauxsergevolper,forestieresanghaoubangui,Collection de titres coloniaux de Serge Volper,Compagnie forestière Sangha-Oubangui,1
collectiontitrescoloniauxsergevolper,gabon,Collection de titres coloniaux de Serge Volper,Compagnie Française du Gabon,1
collectiontitrescoloniauxsergevolper,cotonsafricains,Collection de titres coloniaux de Serge Volper,Societe francaise des Cotons africains,1
collectiontitrescoloniauxsergevolper,hautbascongo,Collection de titres coloniaux de Serge Volper,Compagnie française du Haut et Bas-Congo,1
collectiontitrescoloniauxsergevolper,ouhamenana,Collection de titres coloniaux de Serge Volper,Compagnie française de l'Ouhamé et de la Nana,1
collectiontitrescoloniauxsergevolper,sisaldistilleriescongo,Collection de titres coloniaux de Serge Volper,Cie française du Sisal et des distilleries du Congo,1
collectiontitrescoloniauxsergevolper,transportsafriqueequatoriale,Collection de titres coloniaux de Serge Volper,Société pour l'Française de Transports en Afrique équatoriale,1
collectiontitrescoloniauxsergevolper,gabonniari,Collection de titres coloniaux de Serge Volper,Gabon-Niari,1
collectiontitrescoloniauxsergevolper,equateur,Collection de titres coloniaux de Serge Volper,Compagnie Générale de l'Équateur,1
collectiontitrescoloniauxsergevolper,afriqueequatoriale,Collection de titres coloniaux de Serge Volper,Société Générale Française de l’Afrique équatoriale,1
collectiontitrescoloniauxsergevolper,transportsafrique,Collection de titres coloniaux de Serge Volper,Compagnie Générale de transports en Afrique,1
collectiontitrescoloniauxsergevolper,hautengounie,Collection de titres coloniaux de Serge Volper,Compagnie de la Haute-N'Gounié,1
collectiontitrescoloniauxsergevolper,hautesangha,Collection de titres coloniaux de Serge Volper,Société de la Haute-Sangha,1
