person_id,annotation_raw,candidate_company_id,candidate_company_name,match_method,from_company_id,year,source_ref,doc_id,n_observations
foullon-r,cs Bq Lehideux,,,unmatched,lehideuxbanque,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fouque-e,Métallurg. du Nickel,,,unmatched,metallurgiquenickel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fouques-duparc-xaviering-mines,comm. cptes St-Gobain,,,unmatched,stgobainchaunycireyusinetonnaychte,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fouquet-c,pdg Docks Fouquet,,,unmatched,docksfouquet,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fouquet-m,comm. cptes,,,unmatched,usineshydroelectriquescreuseviennehayedescartes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fourcy-r,dir. Créd. pop. France,,,unmatched,creditpopulairefrancechambresyndicalebanquespopulaires,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fouret-jacques-fils-dedmond,dga Libr. Hachette,,,unmatched,hachette,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournet-m,dga Parisienne de crédit,,,unmatched,parisiennecredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournet-m,comm. cptes Cie gén. construc. fours,,,unmatched,construcfourscarriereargilebedenacdev,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournet-m,comm. cptes Conchon-Quinette,,,unmatched,conchonquinetteclermontferrand1923usineclermontferrand,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournial-j,secr. gén,,,unmatched,casinosnicefermiere,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-a,comm. cptes suppl. Nord-Afr. de particip,,,unmatched,nordafricaineparticipation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-a,comm. cptes suppl. Hydro- électrique frse,,,unmatched,hydroelectriqueforcesmotricescentreforcesmotricesouestnord,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-a,dga Vins du Midi et d’Algérie,,,unmatched,vinsmidialgerie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-e,pdg Réunion frse,,,unmatched,reunionassuniversellesreunies,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-g,comm. cptes SNPA,,,unmatched,natpetrolesaquitainefabrmaterielforage,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-g,Mamora,,,unmatched,mamora,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-m,adga Lampes Fotos,,,unmatched,lampesfotos,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-m,v.-pdt Olida,,,unmatched,olidausinesparisvaugirardlevalloisperretepinayseinecygneenghienlyonst,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-p,Fournier-Ferrier,,,unmatched,fournierferrier,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-p,Silbert et Ripert frères,,,unmatched,silbertripertfreresdroguesproduitschimiquesmarseille,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-r,dir. gén. Grands Moulins de Bordeaux,,,unmatched,grandsmoulinsbordeaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-r,adm. et secr. gén. Uniprix,,,unmatched,uniprix,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-m,Immob. et Comm. de Banville,,,unmatched,immobilierecommbanville,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-m,Cie comm. et indus. du Midi,,,unmatched,commercialeindustriellemidi,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fournier-m,Soc. pyrénéenne d’entrep. indus,,,unmatched,pyreneenneentreprisesindustrielles,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fourvel-rigolleau-l,Bq frse Ro de la Plata,,,unmatched,banquerioplata,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fousse-p,comm. cptes Bq franco-polonaise,,,unmatched,banquefrancopolonaise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fousse-p,v.-pdt Maurel & Prom,,,unmatched,etsmaurelprom,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fousse-p,Sofrali,,,unmatched,liegesofraliusinesfrancebougiealgerieparticipation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
foussier-c,Pernod,,,unmatched,pernod,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
foussier-g,Uniprix,,,unmatched,uniprix,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
foussier-g,Cinzano,,,unmatched,cinzano,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
foy,Appareils Boirault,,,unmatched,appareilsboiraultattelagesautomatiqueswagonsventilateurs,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
foy-b,Dome mines,,,unmatched,domeminesltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
foy-b,Hts plateaux indoch,,,unmatched,hautsplateauxindochinois,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fraenkel-e,Union corp,,,unmatched,unioncorpltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fraisse-antoineingenieur-chimiste,pdt Union comm. agric,,,unmatched,unioncommagric,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fraissinet-j,Delmas-Vieljeux,,,unmatched,delmasvieljeux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fraissinet-m,pdg CICA,,,unmatched,commercialeindustriellecoteafriquecica,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fraissinet-r,Foncière-Transp. acc,,,unmatched,foncieretransportsaccidentsdirregbordeauxlillelyonalgercasablanca,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frames-w,pdt Blyvoortzitch Gold,,,unmatched,blyvoortzitchgoldminingcyltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frames-w,General mining,,,unmatched,miningfinancecorp,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
franc-h,pdg Filatures de schappe,,,unmatched,filaturesschappelyonfusion1886hoppenottroyesfrancmartelin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francais-p,Cofirep,,,unmatched,financiererecherchespetrolierescofirep,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francart-m,pdt SEP,,,unmatched,sepcharenton,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
franca-vigon-d,Mines de Borralha,,,unmatched,minesborralhaetainportugal,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frances-j,dg BGI-LH,,,unmatched,banqueindustriellebgiheninfusion1949participationcredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frances-j,Crédit français,,,unmatched,credit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frances-j,Distill. Indochine,,,unmatched,distilleriesindochine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frances-m,pdg,,,unmatched,etsungemach,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frances-r,Saut-du-Tarn,,,unmatched,forgesacieriessauttarn,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francin-p,Prod. chim. et raff. de Berre,,,unmatched,produitschimiquesraffineriesberre,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francin-p,Soc. Industrie et force,,,unmatched,industrieforceelec,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francin-p,SOVIREL,,,unmatched,sovirel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francin-p,Fly-Tox,,,unmatched,flytox,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
franck-m,adm. et secr. gén. Lévitan,,,unmatched,etslevitan,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
franck-e,Éd. Bourrelier,,,unmatched,editionsbourrelierrachetees19631966pararmandcolin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
franck-m,Lévitan,,,unmatched,etslevitan,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francois-p,comm. cptes Public. périod. Desfossés-Néogravure,,,unmatched,publicationsperiodiquesimprimerieedesfossesneogravure,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francois-poncet-a,Dubigeon,,,unmatched,ancchantiersdubigeon,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francois-poncet-a,Chargeurs de l’Ouest,,,unmatched,chargeursouestnantaise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francois-poncet-a,dg Carnaud,,,unmatched,etsjjcarnaudforgesbasseindresollacnantaisechargeursouestnantaise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
francois-sigrand-g,co-gérants Grds Magsains Sigrand,,,unmatched,grandsmagasinssigrand,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frange-a,v.-pdt Fils Charvet,,,unmatched,filscharvetusinetonnaychterhinrhone,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fransoni-f,pdt Danube-Save Adriatique,,,unmatched,danubesaveadriatique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frantz-a,pdt Cie frse du Reptoil,,,unmatched,reptoil,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frappier-a,pdg Éts Bise,,,unmatched,etsbise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fraser-w,censeur Bq État Maroc,,,unmatched,banqueetatmaroc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frat-j,comm. cptes suppl. Parisienne fonderies,,,unmatched,parisiennefonderiesacieries,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frat-j,comm. cptes Fils Floquet,,,unmatched,floquet,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frat-j,comm. cptes Éts J. Zell,,,unmatched,etsjzellbtpparis1924,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frat-j,comm. cptes S.A. du rotin,,,unmatched,rotin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frebillot-j,Vittel,,,unmatched,eauxmineralesvittel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frebillot-j,Berger-Levrault,,,unmatched,bergerlevrault,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frecaut-j,comm. gvt Bq Madagascar+Comores,,,unmatched,banquemadagascarcomores,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fredric-r,Searle fr,,,unmatched,etssearlefreres,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fremantle-d,pdt Easrtern int. inv. trust,,,unmatched,easterninternationalinvestmenttrustlondres,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fremont-a,Frse Ferodo,,,unmatched,ferodo,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frene-m,Berthiez,,,unmatched,ancetscharlesberthiez,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frere-a,ANF,,,unmatched,ateliersconstrucnordfranceanf,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frere-l,Sambre-et-Meuse,,,unmatched,usinesacieriessambremeuse,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frere-l,ANF,,,unmatched,ateliersconstrucnordfranceanf,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frere-r,Sambre-et-Meuse,,,unmatched,usinesacieriessambremeuse,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fresson-m,Radio-Maritime,,,unmatched,radiomaritimeag,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fretault-g,comm. cptes Tarauds et filières Corai & Cie,,,unmatched,taraudsfilierescorai,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frey-c,Sogenal,,,unmatched,alsaciennebanquesogenal,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frey-c,v.-pdt Élect. de Strasbourg,,,unmatched,electstrasbourg,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frey-r,comm. cptes SACM,,,unmatched,sacm,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frey-r,comm. cptes Chaux et ciments Portland du Haut-Rhin,,,unmatched,chauxcimentsportlandhautrhinaltkirch,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
freyria-c,Tissages soieries réunis,,,unmatched,tissagessoieriesreunissattilieuardecheroudiere1987chargeurs,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
freycenet-a,pdt Coulaux,,,unmatched,etscoulaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
freycenon-e,"dir. Mines de fer de Miliana, Alg",,,unmatched,minesfermilianaalgerie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
freychet-l,adg Caves et prod. réunis Roquefort,,,unmatched,cavesproduitsreunisroquefort,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
freychet-l,dg Éts Louis Rigal,,,unmatched,etslouisrigal,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
freydenberg-h,Chapal,,,unmatched,chapalfreres,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
freysz-a,Brasseries et malteries Franche-Comté–Alsace,,,unmatched,franchecomtealsacebrasseriemalteriessochaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
d-freysz,Grds Moulins Strasbourg,,,unmatched,grandsmoulinsstrasbourg,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fried,Vandrand et Ch. Capéran et Cie,,,unmatched,vandrandch,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
friedel-edmond-brgm,v.-pdt Mines d’Aouli,,,unmatched,minesaoulimaroc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
friedel-edmond-brgm,RAP,,,unmatched,regieautonomepetroles,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
friedel-edmond-brgm,pdt dél. Chérif. des pétroles,,,unmatched,cherifiennepetroles,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
friedel-c,Buhler-Fontaine,,,unmatched,buhlerfontaineneuillyseine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
friedel-c,Forges et fonderies de St- Nicolas,,,unmatched,forgesfonderiessaintnicolaspresrevinardennes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frinault-j,comm. cptes Lloyd-France-Vie,,,unmatched,lloydfrancevie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frinault-j,comm. cptes La Prévoyance,,,unmatched,prevoyancerisquesdivers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frinault-j,comm. ptes Cie paris. réescpte,,,unmatched,parisiennereescompte,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frinault-j,comm. cptes Reports et dépôts,,,unmatched,reportsdepots,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frinault-j,comm. cptes suppl. Créd. mob. ind. SOVAC,,,unmatched,creditmobilierindustrielsovac,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frinault-j,comm. cptes Ind. et fin. des tubes,,,unmatched,industriellefinancieretubes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frinault-j,comm. cptes Ass. minière,,,unmatched,associationminiere,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
froment-j,Silbert et Ripert,,,unmatched,silbertripertfreresdroguesproduitschimiquesmarseille,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
froment-meurice-g,SGCA,,,unmatched,courtageassurancessgca,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fromet-m,Amieux,,,unmatched,amieuxfreres1967rachatparcana,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
froncel-m,Lévitan,,,unmatched,etslevitan,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frondeville-rene-defils-dhenri,BUP,,,unmatched,banqueunionparisiennebup,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frondeville-rene-defils-dhenri,Caisse générale prêts fonciers et indus,,,unmatched,caissepretsfonciersindustriels,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frondeville-rene-defils-dhenri,Purfina française,,,unmatched,purfinasersegruffecdepotbressuire,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fropo-m,Caisse de liquid. des aff. en marchandises à Paris,,,unmatched,caisseliquidationaffairesmarchandisesparis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
frorup-i,Africaine frse,,,unmatched,africaine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fruhinsholz-a,ph Fruhinsholz,,,unmatched,etsadolphefruhinsholznancy,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fruhinsholz-m,Éts Susset,,,unmatched,etssussetrosnysousbois,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fruhinsholz-p,Carboniques liquides,,,unmatched,carboniquesliquidesreunies,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fulconis-e,conseil surv. Algérienne de navig. Schiaffino,,,unmatched,socalgeriennenavigationch,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
furet-r,L’Alfa,,,unmatched,alfa,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fustier-p,Bocuze,,,unmatched,jbocuzelyon,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
fustier-p,Cie frse des métaux,,,unmatched,metauxcfmforges,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gabel-c,Cartoucherie frse,,,unmatched,cartoucherie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gabilondo-l,comm. cptes suppl. Crédit foncier mexicain,,,unmatched,creditfonciermexicain,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaborit-r,CGE Nancy,,,unmatched,electriquenancygn,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaborit-r,pdt Éts Dickson,,,unmatched,etsdickson,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gabriel-f,secr. gén. Cotonfran,,,unmatched,cotonniereequatcotonfran,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gabrini-r,Houdaille,,,unmatched,etsmauricehoudaille,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gabrini-r,pdg Séquanaise-Capitalisation,,,unmatched,sequanaisecapitalisation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gabrini-r,Préservatrice-ARD,,,unmatched,preservatricerisquesdivers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gache-r,comm. cptes suppl. Africaine frse,,,unmatched,africaine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gache-r,comm. cptes suppl. Laiteries Vire+Cotentin-Claudel,,,unmatched,laiteriesvalleevirecotentinetshclaudel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gachet-r,Bozel-Maletra,,,unmatched,bozelmaletra,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gachon-a,Paris-Rhône,,,unmatched,parisrhone,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gachon-a,Conducteur électr. blindé,,,unmatched,conducteurelectriqueblindeincombustible,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gadala-r,Édilité-Crédit,,,unmatched,edilitecredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gadala-r,Pt-à-Mousson,,,unmatched,pontmousson,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gadala-r,Peugeot,,,unmatched,peugeot,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaden-m,Savana,,,unmatched,savana,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gadonneix-r,Potasses et engrais chimiques,,,unmatched,potassesengraischimiquesgrandcouronneorivalvilleneuvegarennenarbonne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gadot-m,Raff.+savonn. Konrad,,,unmatched,raffineriessavonnerieskonrad,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes Réunion frse et Cies d’ass. univ. réunies,,,unmatched,reunionassuniversellesreunies,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes suppl.CLAL,,,unmatched,comptoirlyonalemand,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes Nationale de Navigation,,,unmatched,nationalenavigationcnnjuillet1986repriseparfrsetransp,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes Citroën,,,unmatched,citroen,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes Unic,,,unmatched,unic,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes Potasses+engrais chim,,,unmatched,potassesengraischimiquesgrandcouronneorivalvilleneuvegarennenarbonne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes Anc. Éts Gradis,,,unmatched,pcommaveccoloniesetrgradis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes suppl. Aux Trois Quartiers,,,unmatched,troisquartiers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaessler-j,comm. cptes SFNGR,,,unmatched,nouvellesgaleriesreuniessfngr,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaffet-m,comm. cptes Aux fabriques frses,,,unmatched,fabriquesfrancaises,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaget-l,Taximètres,,,unmatched,compteursvoiturestaximetres,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaggia-l,CIWLT,,,unmatched,internwagonslitsgrandsexpresseuropeensfutureciwlt,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gagnepain-m,comm. cptes Soc. frse et Ash,,,unmatched,ashreunis1028,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gagnepain-m,comm. cptes Dunlop,,,unmatched,dunlop,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gagnepain-m,comm. cptes SAFIC,,,unmatched,saficfrseimportationcaoutchoucalcanparis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillard-a,pdg Éts Gaillard,,,unmatched,etscaillard,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillard-c,comm. cptes suppl. Explosifs+prod. chim,,,unmatched,explosifsproduitschimiquesepcbarbierusinessaintmartincrau,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillard-p,Fr.-polonaise ch. fer,,,unmatched,francopolonaisechfer,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillard-p,comm. cptes Aux Cordeliers de Lyon,,,unmatched,lyonnaisegalerieslafayette,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillard-p,Maroc. mines et produits chimiques,,,unmatched,marocaineminesproduitschimiques,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-a,pdt Fab. réunies Orléans,,,unmatched,fabriquesreuniesorleans,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-p,comm. cptes suppl. Golfe de Guinée,,,unmatched,golfeguinee,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-p,pdt Secours-Vie,,,unmatched,secoursvie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-p,pdt Secours-R.D,,,unmatched,secoursrisquesdivers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-p,chairman Franco- Wyoming oil Cy,,,unmatched,francowyomingoilcy,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-p,Secours-Vie,,,unmatched,secoursvie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-p,Secours-R.D,,,unmatched,secoursrisquesdivers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillet-p,Marinoni,,,unmatched,marinoniusinemontataireharrisusa,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
gaillochet-louis-efils-aine-dhenri-pdt-franco-wyom,Campenon-Bernard,,,unmatched,campenonbernard,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
galand-g,comm. cptes Fab. de papier San Rafael,,,unmatched,pauldumaspapierspeints,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
galand-p,Min. Grds Lacs,,,unmatched,minieregrandslacsafricains,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
galand-p,ACEC,,,unmatched,ateliersconstructionselectriquescharleroiacec,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
galbiati-f,Renault,,,unmatched,renault,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
galichon-m,comm. cptes Parisienne de machines-outils,,,unmatched,parisiennemachinesoutils,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
galicier-j,Bastos,,,unmatched,manufacturetabacscigarescigarettesjbastos,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
