person_id,company_id,n_observations,first_year,last_year,top_role,roles,is_board_seat
courbis-e,minesmetalliquesbeja,3,1902,1925,administrateur,administrateur:3,1
durieux-j,minesmetalliquesbeja,2,1902,1902,administrateur,administrateur:2,1
et-m-hippolyte-bouchacourt,minesmetalliquesbeja,1,1902,1902,administrateur,administrateur:1,1
genthon-l,minesmetalliquesbeja,3,1902,1925,administrateur,administrateur:3,1
guitton,minesmetalliquesbeja,2,1902,1925,administrateur,administrateur:2,1
guitton-a,minesmetalliquesbeja,1,1902,1902,administrateur,administrateur:1,1
louis-etienne-t,minesmetalliquesbeja,2,1924,1924,directeur_general,directeur_general:1; administrateur:1,1
raverot,minesmetalliquesbeja,1,1902,1902,administrateur,administrateur:1,1
raverot-a,minesmetalliquesbeja,1,1902,1902,administrateur,administrateur:1,1
rey-herme,minesmetalliquesbeja,2,1902,1925,administrateur,administrateur:2,1
rey-herme-c,minesmetalliquesbeja,1,1902,1902,administrateur,administrateur:1,1
x-r,minesmetalliquesbeja,1,1925,1925,administrateur,administrateur:1,1
baisser-e,minesminerais,1,1931,1931,administrateur,administrateur:1,1
baszanger-j,minesminerais,1,1928,1928,administrateur,administrateur:1,1
benard,minesminerais,1,1928,1928,president,president:1,1
collet-g,minesminerais,2,1931,1932,administrateur,administrateur:2,1
contributions,minesminerais,1,1905,1905,directeur,directeur:1,0
cotation,minesminerais,1,1931,1931,administrateur,administrateur:1,1
d-houllaye-m,minesminerais,1,1931,1931,administrateur,administrateur:1,1
de-breteuil-g,minesminerais,1,1931,1931,administrateur,administrateur:1,1
de-mailly-nesles,minesminerais,2,1931,1932,administrateur,administrateur:2,1
de-moissac,minesminerais,1,1932,1932,administrateur,administrateur:1,1
deschars-l,minesminerais,1,1928,1928,administrateur,administrateur:1,1
deschars-neveu-de-leon-deschars,minesminerais,1,1928,1928,administrateur,administrateur:1,1
dubois-a,minesminerais,1,1906,1906,administrateur,administrateur:1,1
duflot-r,minesminerais,2,1931,1932,administrateur,administrateur:2,1
dusart,minesminerais,1,1899,1899,administrateur,administrateur:1,1
geo,minesminerais,1,1897,1897,administrateur,administrateur:1,1
guillet-l,minesminerais,3,1930,1932,administrateur,administrateur:2; president:1,1
guy-pellion-p,minesminerais,1,1906,1906,administrateur,administrateur:1,1
guy-petion,minesminerais,1,1899,1899,administrateur,administrateur:1,1
hentsch-p,minesminerais,1,1932,1932,administrateur,administrateur:1,1
houlaert-g,minesminerais,2,1931,1932,president,president:2,1
industrielle-de-slovenie,minesminerais,1,1928,1928,administrateur,administrateur:1,1
lambert-e,minesminerais,1,1931,1931,vice_president,vice_president:1,1
loyers,minesminerais,1,1905,1905,directeur,directeur:1,0
moucheur,minesminerais,2,1931,1932,administrateur,administrateur:2,1
parnot-g,minesminerais,1,1931,1931,administrateur,administrateur:1,1
personnel,minesminerais,1,1905,1905,directeur,directeur:1,0
renevey-e,minesminerais,3,1898,1901,president,president:3,1
richoux-g,minesminerais,1,1931,1931,administrateur,administrateur:1,1
rostand,minesminerais,1,1928,1928,administrateur,administrateur:1,1
service-des-titres,minesminerais,1,1905,1905,directeur,directeur:1,0
strauss-a,minesminerais,1,1928,1928,administrateur,administrateur:1,1
strauss-e,minesminerais,1,1928,1928,administrateur,administrateur:1,1
uzeux-p,minesminerais,1,1932,1932,administrateur,administrateur:1,1
van-zuylen-e,minesminerais,1,1932,1932,administrateur,administrateur:1,1
bernheim-a,minesmontdo,1,1910,1910,administrateur,administrateur:1,1
bernheim-l,minesmontdo,1,1910,1910,administrateur,administrateur:1,1
clinchant-p,minesmontdo,1,1910,1910,administrateur,administrateur:1,1
schmidt-a,minesmontdo,1,1910,1910,administrateur,administrateur:1,1
chauveau,minesmouzaia,1,1893,1893,administrateur,administrateur:1,1
favarger-t,minesmouzaia,1,1893,1893,administrateur,administrateur:1,1
patry-r,minesmouzaia,1,1893,1893,administrateur,administrateur:1,1
plaisant,minesmouzaia,1,1893,1893,administrateur,administrateur:1,1
raschle,minesmouzaia,1,1893,1893,administrateur,administrateur:1,1
buf,minesmouzaias,1,1857,1857,gerant,gerant:1,0
buf-l,minesmouzaias,1,1861,1861,gerant,gerant:1,0
de-bastard,minesmouzaias,1,1862,1862,president,president:1,1
de-dalmatie,minesmouzaias,1,1847,1847,president,president:1,1
de-kerveguen-a,minesmouzaias,1,1852,1852,gerant,gerant:1,0
gauder,minesmouzaias,1,1858,1858,president,president:1,1
houssard-m,minesmouzaias,1,1862,1862,directeur,directeur:1,0
luyt,minesmouzaias,2,1855,1855,gerant,gerant:2,0
luyt-j,minesmouzaias,1,1855,1855,gerant,gerant:1,0
boissier,minesnefate,1,1922,1922,administrateur,administrateur:1,1
hackenberger,minesnefate,1,1922,1922,administrateur,administrateur:1,1
herpin-c,minesnefate,1,1913,1913,administrateur,administrateur:1,1
levallois-perret,minesnefate,1,1922,1922,administrateur,administrateur:1,1
maugras-g,minesnefate,1,1913,1913,administrateur,administrateur:1,1
albrand-j,minesniari,2,1935,1937,administrateur,administrateur:2,1
cl-chabaux,minesniari,1,1930,1930,administrateur,administrateur:1,1
doyen-de-l-isle-g,minesniari,2,1935,1937,administrateur,administrateur:2,1
g-valabregue,minesniari,1,1930,1930,administrateur,administrateur:1,1
hutsebaut,minesniari,1,1930,1930,administrateur,administrateur:1,1
iselin-r,minesniari,2,1935,1937,administrateur,administrateur:2,1
j-guggenheim,minesniari,1,1930,1930,administrateur,administrateur:1,1
planchot-s,minesniari,2,1935,1937,administrateur,administrateur:2,1
bedarrides-p,minesnickelbelair,1,1881,1881,president,president:1,1
clinchant,minesnickeliferesminesmontdoreunies,1,1912,1912,administrateur,administrateur:1,1
e-carbonnel,minesnickeliferesminesmontdoreunies,1,1912,1912,administrateur,administrateur:1,1
armstrong-g,minesnickelreunies,1,1912,1912,administrateur,administrateur:1,1
ballande,minesnickelreunies,2,1913,1922,administrateur,administrateur:2,1
ballande-a,minesnickelreunies,2,1913,1926,administrateur,administrateur:2,1
chavane,minesnickelreunies,2,1913,1922,administrateur,administrateur:2,1
chavane-l,minesnickelreunies,1,1913,1913,administrateur,administrateur:1,1
conchie-j,minesnickelreunies,1,1912,1912,administrateur,administrateur:1,1
de-fenoyl-j,minesnickelreunies,4,1913,1926,administrateur,administrateur:4,1
l-chavane,minesnickelreunies,1,1926,1926,administrateur,administrateur:1,1
mony-penny-w,minesnickelreunies,1,1912,1912,administrateur,administrateur:1,1
naeme-d,minesnickelreunies,1,1912,1912,administrateur,administrateur:1,1
assiste-de-mm-dujardin-beaumetz,minesoradieuvatbonneaventure,1,1906,1906,administrateur,administrateur:1,1
beaumetz-d,minesoradieuvatbonneaventure,1,1907,1907,president,president:1,1
et-lemarquis,minesoradieuvatbonneaventure,1,1906,1906,administrateur,administrateur:1,1
fouques,minesoradieuvatbonneaventure,2,1905,1905,directeur,directeur:2,0
francois-dujardin-beaumetz,minesoradieuvatbonneaventure,2,1911,1912,president,president:2,1
lemarquis-g,minesoradieuvatbonneaventure,3,1906,1906,administrateur,administrateur:3,1
tillier,minesoradieuvatbonneaventure,1,1906,1906,president,president:1,1
tillier-p,minesoradieuvatbonneaventure,1,1906,1906,president,president:1,1
cuntz,minesorafriqueoccidentale,1,1911,1911,administrateur,administrateur:1,1
gerardin,minesorafriqueoccidentale,2,1909,1911,administrateur,administrateur:2,1
gerardin-a,minesorafriqueoccidentale,1,1909,1909,administrateur,administrateur:1,1
mahe,minesorafriqueoccidentale,2,1909,1909,administrateur,administrateur:2,1
mahe-a,minesorafriqueoccidentale,1,1911,1911,administrateur,administrateur:1,1
mahe-c,minesorafriqueoccidentale,1,1911,1911,administrateur,administrateur:1,1
mahe-l,minesorafriqueoccidentale,1,1909,1909,administrateur,administrateur:1,1
oppenot-m,minesorafriqueoccidentale,2,1909,1909,administrateur,administrateur:2,1
severin-c,minesorafriqueoccidentale,3,1909,1911,administrateur,administrateur:3,1
thuillier,minesorafriqueoccidentale,1,1909,1909,administrateur,administrateur:1,1
thuillier-g,minesorafriqueoccidentale,1,1909,1909,administrateur,administrateur:1,1
b-n,minesorandavakoera,2,1922,1922,administrateur,administrateur:2,1
beauge-e,minesorandavakoera,4,1945,1973,administrateur,administrateur:4,1
bouchy-p,minesorandavakoera,6,1945,1973,administrateur,administrateur:6,1
brachet-a,minesorandavakoera,2,1937,1940,administrateur,administrateur:1; commissaire_aux_comptes:1,1
chatain-j,minesorandavakoera,2,1933,1937,administrateur,administrateur:2,1
conchon-quinette,minesorandavakoera,1,1973,1973,administrateur,administrateur:1,1
croisier-j,minesorandavakoera,2,1933,1940,administrateur,administrateur:2,1
croizier-j,minesorandavakoera,2,1922,1937,administrateur,administrateur:2,1
fantome-deficits-en-serie-mine-noyee,minesorandavakoera,1,1921,1921,administrateur,administrateur:1,1
fougerolle-x,minesorandavakoera,4,1925,1927,administrateur,administrateur:4,1
gonichon-e,minesorandavakoera,2,1922,1937,administrateur,administrateur:2,1
grignon,minesorandavakoera,2,1911,1913,administrateur,administrateur:1; administrateur_delegue:1,1
grignon-p,minesorandavakoera,3,1911,1931,administrateur,administrateur:3,1
groselier-j,minesorandavakoera,1,1911,1911,administrateur,administrateur:1,1
h-buhot,minesorandavakoera,1,1911,1911,administrateur,administrateur:1,1
hattu-a,minesorandavakoera,2,1925,1926,administrateur_delegue,administrateur_delegue:2,1
heckly-p,minesorandavakoera,1,1953,1953,president_directeur_general,president_directeur_general:1,1
j-riollot,minesorandavakoera,1,1911,1911,administrateur,administrateur:1,1
jourdan-e,minesorandavakoera,6,1925,1931,administrateur,administrateur:6,1
karinthy-j,minesorandavakoera,1,1953,1953,administrateur,administrateur:1,1
lafon-e,minesorandavakoera,9,1922,1945,administrateur,administrateur:6; administrateur_delegue:2; president_directeur_general:1,1
lafond-e,minesorandavakoera,4,1933,1948,president,president:3; administrateur:1,1
lauriat-e,minesorandavakoera,1,1933,1933,administrateur,administrateur:1,1
massinot-a,minesorandavakoera,2,1922,1937,administrateur,administrateur:2,1
mayet-p,minesorandavakoera,2,1940,1945,commissaire_aux_comptes,commissaire_aux_comptes:1; administrateur:1,1
mortages,minesorandavakoera,1,1917,1917,administrateur,administrateur:1,1
nuger-a,minesorandavakoera,2,1951,1953,administrateur,administrateur:2,1
paris,minesorandavakoera,1,1910,1910,administrateur,administrateur:1,1
payer-m,minesorandavakoera,1,1948,1948,administrateur,administrateur:1,1
perrot-e,minesorandavakoera,1,1919,1919,commissaire_aux_comptes,commissaire_aux_comptes:1,0
privez-j,minesorandavakoera,3,1951,1973,administrateur,administrateur:3,1
rousseau-l,minesorandavakoera,1,1919,1919,commissaire_aux_comptes,commissaire_aux_comptes:1,0
sacaze-p,minesorandavakoera,1,1911,1911,administrateur,administrateur:1,1
senechal,minesorandavakoera,3,1933,1940,administrateur,administrateur:3,1
senechal-m,minesorandavakoera,2,1922,1937,administrateur,administrateur:2,1
strap-g,minesorandavakoera,6,1925,1931,administrateur,administrateur:6,1
th-brugiere,minesorandavakoera,1,1953,1953,administrateur,administrateur:1,1
trochu-e,minesorandavakoera,6,1925,1931,administrateur,administrateur:6,1
truffaut-p,minesorandavakoera,3,1951,1973,president_directeur_general,president_directeur_general:3,1
valois-p,minesorandavakoera,2,1951,1973,administrateur,administrateur:2,1
chalupt-c,minesoranie,2,1922,1925,administrateur,administrateur:2,1
chastel,minesoranie,2,1922,1925,administrateur,administrateur:2,1
dardes-a,minesoranie,1,1925,1925,administrateur,administrateur:1,1
entrepreneur-de-tp-l,minesoranie,1,1925,1925,administrateur,administrateur:1,1
gastambide-r,minesoranie,1,1925,1925,administrateur,administrateur:1,1
ledoux,minesoranie,2,1922,1925,administrateur,administrateur:2,1
lyon-m,minesoranie,1,1925,1925,administrateur,administrateur:1,1
mesloula-o,minesoranie,2,1922,1925,administrateur,administrateur:2,1
bernard-f,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
brard,minesorbaolac,1,1927,1927,administrateur,administrateur:1,1
brard-r,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
bursaux-p,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
chapuis-c,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
delorme-j,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
delorme-p,minesorbaolac,1,1929,1929,president,president:1,1
deschars-e,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
dumond-e,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
etains,minesorbaolac,2,1927,1929,administrateur,administrateur:2,1
fullerton-m,minesorbaolac,1,1927,1927,administrateur,administrateur:1,1
grand-dufay-c,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
invalides-i,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
lancrenon,minesorbaolac,1,1927,1927,administrateur,administrateur:1,1
oxygene,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
philippon,minesorbaolac,1,1929,1929,administrateur_delegue,administrateur_delegue:1,1
recope-de-tilly,minesorbaolac,1,1937,1937,administrateur,administrateur:1,1
rigal-j,minesorbaolac,1,1929,1929,administrateur,administrateur:1,1
societe-des-etains-et-wolfram-du-tonkin-l,minesorbaolac,1,,,directeur,directeur:1,0
van-dorsser,minesorbaolac,2,1927,1929,administrateur,administrateur:2,1
wolfram-du-tonkin,minesorbaolac,2,1927,1929,administrateur,administrateur:2,1
a-paris-c,minesorbetsiriry,1,1924,1924,administrateur,administrateur:1,1
saint-ange-d,minesorbetsiriry,1,1924,1924,administrateur,administrateur:1,1
berhaut-e,minesorbiel,1,1956,1956,administrateur,administrateur:1,1
groussot-m,minesorbiel,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
lesage-l,minesorbiel,1,1956,1956,administrateur,administrateur:1,1
pussot-m,minesorbiel,1,1956,1956,administrateur,administrateur:1,1
requillard-a,minesorbiel,1,1956,1956,administrateur,administrateur:1,1
rey-a,minesorbiel,2,,,directeur,directeur:2,0
rollier-h,minesorbiel,1,1956,1956,president,president:1,1
streichenberger-j,minesorbiel,1,1956,1956,administrateur,administrateur:1,1
vanson-a,minesorbiel,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
her,minesorbongmiu,1,1897,1897,administrateur,administrateur:1,1
herbet-a,minesorbongmiu,3,1899,1900,administrateur,administrateur:2; president:1,1
l-rau,minesorbongmiu,1,1894,1894,administrateur,administrateur:1,1
pinguet-j,minesorbongmiu,1,1894,1894,administrateur,administrateur:1,1
province-de-quang-nam,minesorbongmiu,1,1894,1894,administrateur,administrateur:1,1
darcet-l,minesorchateletcreuse,1,1956,1956,administrateur,administrateur:1,1
mines-dhatrize,minesorchateletcreuse,1,1956,1956,administrateur,administrateur:1,1
rohrbach-m,minesorchateletcreuse,1,1956,1956,administrateur,administrateur:1,1
thouvignon,minesorchateletcreuse,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
ger,minesorelysee,1,1902,1902,administrateur,administrateur:1,1
gardaire,minesorgabonbrazavilleeteke,1,1947,1947,administrateur,administrateur:1,1
imbert,minesorgabonbrazavilleeteke,1,1946,1946,administrateur,administrateur:1,1
tillault,minesorgabonbrazavilleeteke,1,1946,1946,administrateur,administrateur:1,1
barthe,minesorguyane,1,1927,1927,administrateur,administrateur:1,1
boesch,minesorguyane,2,1933,1937,administrateur,administrateur:2,1
cpoincon,minesorguyane,1,1929,1929,administrateur,administrateur:1,1
delarbre,minesorguyane,1,1927,1927,administrateur,administrateur:1,1
dupont,minesorguyane,1,1927,1927,administrateur,administrateur:1,1
fouquet-r,minesorguyane,2,1933,1937,administrateur,administrateur:2,1
hueber,minesorguyane,3,1931,1937,administrateur,administrateur:3,1
kiener-l,minesorguyane,1,1927,1927,administrateur,administrateur:1,1
lambert-m,minesorguyane,1,1879,1879,administrateur,administrateur:1,1
laurent-a,minesorguyane,1,1927,1927,administrateur,administrateur:1,1
monchicourt-p,minesorguyane,1,1879,1879,administrateur,administrateur:1,1
moreau-e,minesorguyane,1,1879,1879,administrateur,administrateur:1,1
poincon-c,minesorguyane,3,1931,1937,administrateur,administrateur:3,1
schuhmann-a,minesorguyane,3,1929,1937,administrateur,administrateur:3,1
schuhmann-l,minesorguyane,2,1929,1937,administrateur,administrateur:2,1
schumann-l,minesorguyane,1,1933,1933,administrateur,administrateur:1,1
tamain-f,minesorguyane,1,1927,1927,administrateur,administrateur:1,1
ungauer-l,minesorguyane,2,1927,1929,administrateur,administrateur:2,1
vermeire-g,minesorguyane,1,1927,1927,administrateur,administrateur:1,1
ballis-h,minesorguyanehollandaise,1,1938,1938,administrateur,administrateur:1,1
bourgeois-a,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
brichet-c,minesorguyanehollandaise,2,1925,1925,vice_president,vice_president:2,1
cahen-g,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
charvet,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
d-casey,minesorguyanehollandaise,1,1895,1895,administrateur,administrateur:1,1
depierre-m,minesorguyanehollandaise,2,,,administrateur,administrateur:2,1
dutey-h,minesorguyanehollandaise,1,1938,1938,administrateur_delegue,administrateur_delegue:1,1
e-le-blond,minesorguyanehollandaise,1,1895,1895,administrateur,administrateur:1,1
favaron-l,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
glen-j,minesorguyanehollandaise,1,1938,1938,administrateur,administrateur:1,1
guffroy,minesorguyanehollandaise,4,1895,1907,president,president:4,1
guffroy-m,minesorguyanehollandaise,5,1895,1906,president,president:3; administrateur:2,1
guilleiard-guillemard-g,minesorguyanehollandaise,1,1925,1925,administrateur,administrateur:1,1
guillemard-p,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
h-schloss-j,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
jackson-h,minesorguyanehollandaise,1,1938,1938,administrateur,administrateur:1,1
l-durand,minesorguyanehollandaise,1,1895,1895,administrateur,administrateur:1,1
lederlin-s,minesorguyanehollandaise,1,1938,1938,administrateur_delegue,administrateur_delegue:1,1
mailhe,minesorguyanehollandaise,1,1895,1895,administrateur,administrateur:1,1
mathias-a,minesorguyanehollandaise,1,1925,1925,administrateur_delegue,administrateur_delegue:1,1
mathias-h,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
nahar-h,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
noel-o,minesorguyanehollandaise,1,1897,1897,president,president:1,1
o-noel-salines-de,minesorguyanehollandaise,1,1901,1901,president,president:1,1
paramaribo,minesorguyanehollandaise,1,,,administrateur,administrateur:1,1
peixotto-p,minesorguyanehollandaise,1,1938,1938,administrateur,administrateur:1,1
petiton,minesorguyanehollandaise,1,1895,1895,vice_president,vice_president:1,1
stala-j,minesorguyanehollandaise,2,1925,1925,administrateur,administrateur:2,1
arm,minesorimamovalalafotsy,1,1908,1908,administrateur,administrateur:1,1
bondonneau-m,minesorindenie,1,1903,1903,administrateur,administrateur:1,1
daudy-a,minesorindenie,1,1903,1903,administrateur,administrateur:1,1
fils-de-emile,minesorindenie,1,1903,1903,administrateur,administrateur:1,1
goldschmidt-a,minesorindenie,1,1903,1903,administrateur,administrateur:1,1
henry,minesorindenie,1,1903,1903,administrateur,administrateur:1,1
loir-m,minesorindenie,1,1903,1903,administrateur,administrateur:1,1
anthoine-r,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
bruneel-l,minesorkilomoto,1,1956,1956,president,president:1,1
cattoor-j,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
gomree-m,minesorkilomoto,1,1956,1956,administrateur_delegue,administrateur_delegue:1,1
henry-e,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
liesnard-a,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
moeller-de-laddersous-a,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
rodhain-j,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
staquet-g,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
van-hecke-m,minesorkilomoto,1,1956,1956,administrateur,administrateur:1,1
b-faure-beaulieu,minesorlitchofilialetcheponeassociationminiere,1,1934,1934,administrateur,administrateur:1,1
bernard-faure-beaulieu,minesorlitchofilialetcheponeassociationminiere,2,1939,1939,president,president:2,1
boissonnas-a,minesorlitchofilialetcheponeassociationminiere,1,1934,1934,administrateur,administrateur:1,1
dong-dang,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
ep-francoise-de-cholet,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
espagne,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
exploitations-minieres-de-l-indochine,minesorlitchofilialetcheponeassociationminiere,1,1934,1934,administrateur,administrateur:1,1
f-robellaz,minesorlitchofilialetcheponeassociationminiere,1,1934,1934,administrateur,administrateur:1,1
gautheron-c,minesorlitchofilialetcheponeassociationminiere,1,1934,1934,administrateur,administrateur:1,1
l-tuteleers,minesorlitchofilialetcheponeassociationminiere,1,1934,1934,administrateur,administrateur:1,1
mines-d-or-au-venezuela,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
pdt-etudes,minesorlitchofilialetcheponeassociationminiere,1,1934,1934,administrateur,administrateur:1,1
robellaz-f,minesorlitchofilialetcheponeassociationminiere,1,1935,1935,president,president:1,1
sdece,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
thailande,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
thailande-association-miniere,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
thailande-barnabe,minesorlitchofilialetcheponeassociationminiere,1,1954,1954,administrateur,administrateur:1,1
association-miniere,minesorlitchothailande,1,1956,1956,administrateur,administrateur:1,1
blarez-trois-enfants-dont-yves-co-fondateur-de-dyp,minesorlitchothailande,1,1956,1956,administrateur,administrateur:1,1
couly-m,minesorlitchothailande,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
debon-r,minesorlitchothailande,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
faure-p,minesorlitchothailande,1,1956,1956,president,president:1,1
gaussel-g,minesorlitchothailande,1,1956,1956,administrateur,administrateur:1,1
robellaz-f,minesorlitchothailande,5,,,president,president:5,1
associes-de-la-maison-ochs-freres,minesormozambique,1,1895,1895,administrateur,administrateur:1,1
benard-a,minesormozambique,1,1895,1895,administrateur,administrateur:1,1
jarislowsky,minesormozambique,1,1895,1895,administrateur,administrateur:1,1
ochs-g,minesormozambique,1,1895,1895,administrateur,administrateur:1,1
porges-c,minesormozambique,1,1895,1895,administrateur,administrateur:1,1
arnal-p,minesornamkok,1,1929,1929,administrateur,administrateur:1,1
biver-a,minesornamkok,1,1929,1929,administrateur,administrateur:1,1
comet-p,minesornamkok,8,1936,1956,president,president:5; president_directeur_general:2; directeur:1,1
comet-p-forveille-p,minesornamkok,3,1929,1931,administrateur,administrateur:3,1
coupard-c,minesornamkok,4,1937,1945,administrateur,administrateur:4,1
delamare-l,minesornamkok,3,1940,1956,administrateur,administrateur:3,1
delingette-a,minesornamkok,1,1929,1929,administrateur,administrateur:1,1
dubost-l,minesornamkok,1,1929,1929,administrateur,administrateur:1,1
ducournau,minesornamkok,1,1937,1937,administrateur,administrateur:1,1
faure-j,minesornamkok,3,1937,1938,administrateur,administrateur:3,1
fie-g,minesornamkok,1,1936,1936,commissaire_aux_comptes,commissaire_aux_comptes:1,0
fils-de-joseph-vogt,minesornamkok,1,1929,1929,administrateur,administrateur:1,1
genestre-g,minesornamkok,1,,,administrateur,administrateur:1,1
jean-abel-miquel,minesornamkok,1,1929,1929,administrateur,administrateur:1,1
lantzenberg-j,minesornamkok,3,1937,1940,administrateur,administrateur:3,1
leroy-p,minesornamkok,1,1940,1940,administrateur,administrateur:1,1
martial-merlin,minesornamkok,1,1934,1934,president,president:1,1
merlin-m,minesornamkok,5,,,president,president:5,1
noblet-h,minesornamkok,2,1945,1956,administrateur,administrateur:1; commissaire_aux_comptes:1,1
rougeaux,minesornamkok,1,1938,1938,commissaire_aux_comptes,commissaire_aux_comptes:1,0
bordeaux-j,minesoroutremer,1,1935,1935,president,president:1,1
brard-r,minesoroutremer,3,1937,1939,administrateur,administrateur:3,1
clain,minesoroutremer,1,1935,1935,commissaire_aux_comptes,commissaire_aux_comptes:1,0
corbeil,minesoroutremer,1,,,administrateur,administrateur:1,1
dandolo-m,minesoroutremer,2,1937,1939,administrateur,administrateur:2,1
de-lafaulotte-a,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
dussuet-j,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
eug-ville,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
faure-beaulieu-b,minesoroutremer,2,1936,1937,administrateur,administrateur:2,1
gautheron,minesoroutremer,1,1935,1935,president,president:1,1
gautheron-c,minesoroutremer,4,1936,1939,president,president:3; administrateur:1,1
haiphong-bureaux-en-france-chutes-lavie,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
hirsch,minesoroutremer,1,1935,1935,commissaire_aux_comptes,commissaire_aux_comptes:1,0
indochinoises-m,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
michel-c,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
rauzy-p,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
regie-imp-crete-b,minesoroutremer,1,,,administrateur,administrateur:1,1
ren,minesoroutremer,1,1939,1939,administrateur,administrateur:1,1
reveillaud-j,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
worms-e,minesoroutremer,1,1937,1937,administrateur,administrateur:1,1
bonnardel-j,minesorpek,2,1933,1933,administrateur,administrateur:2,1
nitti-v,minesorpek,1,1933,1933,administrateur,administrateur:1,1
gregoire-a,minesorpekyougoslavie,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
gurgo,minesorpekyougoslavie,1,1956,1956,administrateur,administrateur:1,1
morel-l,minesorpekyougoslavie,1,1956,1956,president_directeur_general,president_directeur_general:1,1
nobel-g,minesorpekyougoslavie,1,1956,1956,administrateur,administrateur:1,1
salice,minesorpekyougoslavie,1,1956,1956,administrateur,administrateur:1,1
baguenault-de-puchesse-r,minesorplacersbiano,1,,,president,president:1,1
j-blum,minesorplacersbiano,1,1903,1903,commissaire_aux_comptes,commissaire_aux_comptes:1,0
franche-c,minesorsahandrakatra,1,1910,1910,administrateur,administrateur:1,1
j-g-deveaud,minesorsahandrakatra,1,1910,1910,administrateur,administrateur:1,1
moncorge-l,minesorsahandrakatra,1,1910,1910,administrateur,administrateur:1,1
moncorge-p,minesorsahandrakatra,1,1910,1910,administrateur,administrateur:1,1
deakin-c,minesorsihanakalythamtsaratanana,1,1903,1903,directeur_general,directeur_general:1,0
harrison-smith-j,minesorsihanakalythamtsaratanana,1,1903,1903,president,president:1,1
hudson-c,minesorsihanakalythamtsaratanana,1,1903,1903,administrateur,administrateur:1,1
lawson-g,minesorsihanakalythamtsaratanana,1,1903,1903,administrateur,administrateur:1,1
macalpine,minesorsihanakalythamtsaratanana,1,1903,1903,administrateur,administrateur:1,1
mc-cann-j,minesorsihanakalythamtsaratanana,1,1903,1903,directeur_general,directeur_general:1,0
pector-d,minesorsihanakalythamtsaratanana,1,1903,1903,directeur_general,directeur_general:1,0
richard-wallwork-j,minesorsihanakalythamtsaratanana,1,1903,1903,directeur_general,directeur_general:1,0
smith-j,minesorsihanakalythamtsaratanana,1,1903,1903,administrateur,administrateur:1,1
taylor-f,minesorsihanakalythamtsaratanana,2,1903,1903,administrateur,administrateur:1; directeur_general:1,1
